Config: 
--------------------------------------------
leader L2 of team T0 discovered at 28631.000000 that M39 is in danger (after 5038ms proces-to-process, 2417ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L2 of team T0 discovered at 27651.000000 that M11 is in danger (after 4238ms proces-to-process, 2615ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L2 of team T0 discovered at 23545.000000 that M10 is in danger (after 3827ms proces-to-process, 2617ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L2 of team T0 discovered at 25851.000000 that M13 is in danger (after 8210ms proces-to-process, 7504ms node-to-node, 2hops, 3versions (8 first, 11 discovered)
leader L2 of team T0 discovered at 40665.000000 that M12 is in danger (after 14328ms proces-to-process, 13868ms node-to-node, 3hops, 4versions (12 first, 16 discovered)
leader L2 of team T0 discovered at 36741.000000 that M15 is in danger (after 17671ms proces-to-process, 16183ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L2 of team T0 discovered at 34984.000000 that M14 is in danger (after 14525ms proces-to-process, 14143ms node-to-node, 2hops, 4versions (9 first, 13 discovered)
leader L2 of team T0 discovered at 33914.000000 that M17 is in danger (after 5502ms proces-to-process, 3452ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L2 of team T0 discovered at 41607.000000 that M16 is in danger (after 20175ms proces-to-process, 16237ms node-to-node, 3hops, 5versions (11 first, 16 discovered)
leader L2 of team T0 discovered at 40461.000000 that M19 is in danger (after 11300ms proces-to-process, 9629ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L2 of team T0 discovered at 27314.000000 that M18 is in danger (after 11062ms proces-to-process, 10297ms node-to-node, 6hops, 1versions (7 first, 8 discovered)
leader L3 of team T0 discovered at 29664.000000 that M39 is in danger (after 6071ms proces-to-process, 3626ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L3 of team T0 discovered at 28082.000000 that M38 is in danger (after 2326ms proces-to-process, 2013ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L3 of team T0 discovered at 29664.000000 that M37 is in danger (after 6732ms proces-to-process, 4706ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L3 of team T0 discovered at 26445.000000 that M36 is in danger (after 10800ms proces-to-process, 8596ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L3 of team T0 discovered at 36941.000000 that M35 is in danger (after 9066ms proces-to-process, 5223ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L3 of team T0 discovered at 32793.000000 that M34 is in danger (after 2469ms proces-to-process, 1408ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L3 of team T0 discovered at 32793.000000 that M33 is in danger (after 5137ms proces-to-process, 3069ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L3 of team T0 discovered at 29036.000000 that M32 is in danger (after 7930ms proces-to-process, 6862ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L3 of team T0 discovered at 22008.000000 that M31 is in danger (after 4263ms proces-to-process, 1668ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L3 of team T0 discovered at 34281.000000 that M30 is in danger (after 5901ms proces-to-process, 5199ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L3 of team T0 discovered at 32286.000000 that M5 is in danger (after 12729ms proces-to-process, 12225ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L3 of team T0 discovered at 33557.000000 that M4 is in danger (after 11425ms proces-to-process, 11420ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L3 of team T0 discovered at 38820.000000 that M7 is in danger (after 8997ms proces-to-process, 7483ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L3 of team T0 discovered at 32286.000000 that M6 is in danger (after 9815ms proces-to-process, 8142ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L3 of team T0 discovered at 36941.000000 that M1 is in danger (after 12097ms proces-to-process, 10536ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L3 of team T0 discovered at 32286.000000 that M0 is in danger (after 11648ms proces-to-process, 10714ms node-to-node, 8hops, 1versions (9 first, 10 discovered)
leader L3 of team T0 discovered at 22731.000000 that M3 is in danger (after 3968ms proces-to-process, 2281ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L3 of team T0 discovered at 31541.000000 that M2 is in danger (after 4111ms proces-to-process, 2010ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L3 of team T0 discovered at 38166.000000 that M9 is in danger (after 7808ms proces-to-process, 7447ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L3 of team T0 discovered at 21884.000000 that M8 is in danger (after 4504ms proces-to-process, 4096ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L3 of team T0 discovered at 40408.000000 that M42 is in danger (after 10557ms proces-to-process, 8955ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L3 of team T0 discovered at 28724.000000 that M43 is in danger (after 7589ms proces-to-process, 4711ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L3 of team T0 discovered at 30900.000000 that M40 is in danger (after 7635ms proces-to-process, 4886ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L3 of team T0 discovered at 35475.000000 that M41 is in danger (after 8248ms proces-to-process, 6767ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L3 of team T0 discovered at 27481.000000 that M28 is in danger (after 2666ms proces-to-process, 203ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T0 discovered at 26873.000000 that M29 is in danger (after 2801ms proces-to-process, 2012ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L3 of team T0 discovered at 40408.000000 that M24 is in danger (after 10197ms proces-to-process, 6719ms node-to-node, 3hops, 2versions (15 first, 17 discovered)
leader L3 of team T0 discovered at 41470.000000 that M25 is in danger (after 13384ms proces-to-process, 10695ms node-to-node, 5hops, 2versions (14 first, 16 discovered)
leader L3 of team T0 discovered at 41470.000000 that M26 is in danger (after 11151ms proces-to-process, 8725ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L3 of team T0 discovered at 28724.000000 that M27 is in danger (after 5898ms proces-to-process, 4090ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L3 of team T0 discovered at 41470.000000 that M20 is in danger (after 13232ms proces-to-process, 11290ms node-to-node, 4hops, 3versions (13 first, 16 discovered)
leader L3 of team T0 discovered at 20920.000000 that M21 is in danger (after 3273ms proces-to-process, 2012ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L3 of team T0 discovered at 23881.000000 that M22 is in danger (after 3891ms proces-to-process, 2473ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L3 of team T0 discovered at 38820.000000 that M23 is in danger (after 12093ms proces-to-process, 11218ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L3 of team T0 discovered at 35475.000000 that M44 is in danger (after 11060ms proces-to-process, 9317ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L3 of team T0 discovered at 30058.000000 that M45 is in danger (after 7670ms proces-to-process, 7256ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L3 of team T0 discovered at 26445.000000 that M11 is in danger (after 3032ms proces-to-process, 1407ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L3 of team T0 discovered at 22731.000000 that M10 is in danger (after 3013ms proces-to-process, 1410ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L3 of team T0 discovered at 26445.000000 that M13 is in danger (after 8804ms proces-to-process, 7894ms node-to-node, 4hops, 2versions (8 first, 10 discovered)
leader L3 of team T0 discovered at 41470.000000 that M12 is in danger (after 15133ms proces-to-process, 14244ms node-to-node, 2hops, 5versions (12 first, 17 discovered)
leader L3 of team T0 discovered at 35475.000000 that M15 is in danger (after 16405ms proces-to-process, 14375ms node-to-node, 3hops, 3versions (9 first, 12 discovered)
leader L3 of team T0 discovered at 34671.000000 that M14 is in danger (after 14212ms proces-to-process, 14177ms node-to-node, 5hops, 3versions (9 first, 12 discovered)
leader L3 of team T0 discovered at 35988.000000 that M17 is in danger (after 7576ms proces-to-process, 5862ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L3 of team T0 discovered at 42982.000000 that M16 is in danger (after 21550ms proces-to-process, 17878ms node-to-node, 4hops, 5versions (11 first, 16 discovered)
leader L3 of team T0 discovered at 41470.000000 that M19 is in danger (after 12309ms proces-to-process, 10833ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L3 of team T0 discovered at 25912.000000 that M18 is in danger (after 9660ms proces-to-process, 9091ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L0 of team T0 discovered at 31697.000000 that M39 is in danger (after 8104ms proces-to-process, 5780ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 38018.000000 that M38 is in danger (after 12262ms proces-to-process, 11750ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L0 of team T0 discovered at 47485.000000 that M37 is in danger (after 24553ms proces-to-process, 22971ms node-to-node, 7hops, 7versions (11 first, 18 discovered)
leader L0 of team T0 discovered at 45587.000000 that M36 is in danger (after 29942ms proces-to-process, 27263ms node-to-node, 3hops, 8versions (7 first, 15 discovered)
leader L0 of team T0 discovered at 50716.000000 that M35 is in danger (after 22841ms proces-to-process, 19369ms node-to-node, 3hops, 4versions (14 first, 18 discovered)
leader L0 of team T0 discovered at 44631.000000 that M34 is in danger (after 14307ms proces-to-process, 13308ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L0 of team T0 discovered at 39174.000000 that M33 is in danger (after 11518ms proces-to-process, 9194ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 44631.000000 that M32 is in danger (after 23525ms proces-to-process, 22019ms node-to-node, 8hops, 1versions (10 first, 11 discovered)
leader L0 of team T0 discovered at 29195.000000 that M31 is in danger (after 11450ms proces-to-process, 7935ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 45935.000000 that M30 is in danger (after 17555ms proces-to-process, 16660ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 39174.000000 that M5 is in danger (after 19617ms proces-to-process, 19064ms node-to-node, 3hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 40221.000000 that M4 is in danger (after 18089ms proces-to-process, 17978ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L0 of team T0 discovered at 43613.000000 that M7 is in danger (after 13790ms proces-to-process, 12296ms node-to-node, 1hops, 3versions (14 first, 17 discovered)
leader L0 of team T0 discovered at 31697.000000 that M6 is in danger (after 9226ms proces-to-process, 6938ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 44631.000000 that M1 is in danger (after 19787ms proces-to-process, 18957ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 48997.000000 that M0 is in danger (after 28359ms proces-to-process, 27968ms node-to-node, 7hops, 8versions (9 first, 17 discovered)
leader L0 of team T0 discovered at 26382.000000 that M3 is in danger (after 7619ms proces-to-process, 5852ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 39174.000000 that M2 is in danger (after 11744ms proces-to-process, 9326ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 56576.000000 that M9 is in danger (after 26218ms proces-to-process, 25901ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L0 of team T0 discovered at 48391.000000 that M8 is in danger (after 31011ms proces-to-process, 30961ms node-to-node, 10hops, 2versions (8 first, 10 discovered)
leader L0 of team T0 discovered at 48391.000000 that M42 is in danger (after 18540ms proces-to-process, 17139ms node-to-node, 8hops, 2versions (14 first, 16 discovered)
leader L0 of team T0 discovered at 51602.000000 that M43 is in danger (after 30467ms proces-to-process, 27264ms node-to-node, 7hops, 9versions (11 first, 20 discovered)
leader L0 of team T0 discovered at 43081.000000 that M40 is in danger (after 19816ms proces-to-process, 16829ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 46420.000000 that M41 is in danger (after 19193ms proces-to-process, 17782ms node-to-node, 5hops, 3versions (12 first, 15 discovered)
leader L0 of team T0 discovered at 41878.000000 that M28 is in danger (after 17063ms proces-to-process, 14490ms node-to-node, 4hops, 3versions (12 first, 15 discovered)
leader L0 of team T0 discovered at 44631.000000 that M29 is in danger (after 20559ms proces-to-process, 19724ms node-to-node, 6hops, 3versions (11 first, 14 discovered)
leader L0 of team T0 discovered at 47803.000000 that M24 is in danger (after 17592ms proces-to-process, 14642ms node-to-node, 6hops, 1versions (15 first, 16 discovered)
leader L0 of team T0 discovered at 45935.000000 that M25 is in danger (after 17849ms proces-to-process, 15579ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 never discovered that M26 is in danger from 30319.
leader L0 of team T0 never discovered that M27 is in danger from 22826.
leader L0 of team T0 discovered at 46420.000000 that M20 is in danger (after 18182ms proces-to-process, 16372ms node-to-node, 8hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 38018.000000 that M21 is in danger (after 20371ms proces-to-process, 18842ms node-to-node, 6hops, 4versions (8 first, 12 discovered)
leader L0 of team T0 discovered at 29823.000000 that M22 is in danger (after 9833ms proces-to-process, 8403ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 55738.000000 that M23 is in danger (after 29011ms proces-to-process, 28145ms node-to-node, 7hops, 6versions (12 first, 18 discovered)
leader L0 of team T0 discovered at 47485.000000 that M44 is in danger (after 23070ms proces-to-process, 21136ms node-to-node, 5hops, 5versions (11 first, 16 discovered)
leader L0 of team T0 discovered at 40221.000000 that M45 is in danger (after 17833ms proces-to-process, 17163ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 38468.000000 that M11 is in danger (after 15055ms proces-to-process, 13236ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 30441.000000 that M10 is in danger (after 10723ms proces-to-process, 9134ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 36352.000000 that M13 is in danger (after 18711ms proces-to-process, 18172ms node-to-node, 6hops, 3versions (8 first, 11 discovered)
leader L0 of team T0 discovered at 48997.000000 that M12 is in danger (after 22660ms proces-to-process, 22214ms node-to-node, 3hops, 4versions (12 first, 16 discovered)
leader L0 of team T0 discovered at 34418.000000 that M15 is in danger (after 15348ms proces-to-process, 13773ms node-to-node, 2hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 53849.000000 that M14 is in danger (after 33390ms proces-to-process, 33080ms node-to-node, 4hops, 6versions (9 first, 15 discovered)
leader L0 of team T0 discovered at 40221.000000 that M17 is in danger (after 11809ms proces-to-process, 9774ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 46789.000000 that M16 is in danger (after 25357ms proces-to-process, 21540ms node-to-node, 1hops, 7versions (11 first, 18 discovered)
leader L0 of team T0 discovered at 48391.000000 that M19 is in danger (after 19230ms proces-to-process, 17815ms node-to-node, 7hops, 2versions (14 first, 16 discovered)
leader L0 of team T0 discovered at 46420.000000 that M18 is in danger (after 30168ms proces-to-process, 29495ms node-to-node, 8hops, 7versions (7 first, 14 discovered)
leader L1 of team T0 discovered at 31772.000000 that M39 is in danger (after 8179ms proces-to-process, 5780ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 40766.000000 that M38 is in danger (after 15010ms proces-to-process, 14685ms node-to-node, 6hops, 4versions (11 first, 15 discovered)
leader L1 of team T0 discovered at 41492.000000 that M37 is in danger (after 18560ms proces-to-process, 17064ms node-to-node, 9hops, 3versions (11 first, 14 discovered)
leader L1 of team T0 discovered at 45297.000000 that M36 is in danger (after 29652ms proces-to-process, 27263ms node-to-node, 3hops, 8versions (7 first, 15 discovered)
leader L1 of team T0 discovered at 42286.000000 that M35 is in danger (after 14411ms proces-to-process, 10612ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 45297.000000 that M34 is in danger (after 14973ms proces-to-process, 13308ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L1 of team T0 discovered at 39049.000000 that M33 is in danger (after 11393ms proces-to-process, 9194ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 38186.000000 that M32 is in danger (after 17080ms proces-to-process, 15973ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L1 of team T0 discovered at 28370.000000 that M31 is in danger (after 10625ms proces-to-process, 7935ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 46174.000000 that M30 is in danger (after 17794ms proces-to-process, 16853ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L1 of team T0 discovered at 27889.000000 that M5 is in danger (after 8332ms proces-to-process, 7796ms node-to-node, 1hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 48357.000000 that M4 is in danger (after 26225ms proces-to-process, 25969ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L1 of team T0 discovered at 49769.000000 that M7 is in danger (after 19946ms proces-to-process, 17621ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 34740.000000 that M6 is in danger (after 12269ms proces-to-process, 10373ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L1 of team T0 discovered at 33220.000000 that M1 is in danger (after 8376ms proces-to-process, 7348ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 43193.000000 that M0 is in danger (after 22555ms proces-to-process, 22140ms node-to-node, 2hops, 8versions (9 first, 17 discovered)
leader L1 of team T0 discovered at 29037.000000 that M3 is in danger (after 10274ms proces-to-process, 8384ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 39049.000000 that M2 is in danger (after 11619ms proces-to-process, 9326ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 42286.000000 that M9 is in danger (after 11928ms proces-to-process, 11312ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L1 of team T0 discovered at 40766.000000 that M8 is in danger (after 23386ms proces-to-process, 23227ms node-to-node, 8hops, 2versions (8 first, 10 discovered)
leader L1 of team T0 discovered at 48101.000000 that M42 is in danger (after 18250ms proces-to-process, 17139ms node-to-node, 8hops, 2versions (14 first, 16 discovered)
leader L1 of team T0 discovered at 46745.000000 that M43 is in danger (after 25610ms proces-to-process, 22281ms node-to-node, 5hops, 6versions (11 first, 17 discovered)
leader L1 of team T0 discovered at 46174.000000 that M40 is in danger (after 22909ms proces-to-process, 19947ms node-to-node, 4hops, 4versions (12 first, 16 discovered)
leader L1 of team T0 discovered at 42286.000000 that M41 is in danger (after 15059ms proces-to-process, 13849ms node-to-node, 5hops, 3versions (12 first, 15 discovered)
leader L1 of team T0 discovered at 45297.000000 that M28 is in danger (after 20482ms proces-to-process, 17505ms node-to-node, 7hops, 5versions (12 first, 17 discovered)
leader L1 of team T0 discovered at 47321.000000 that M29 is in danger (after 23249ms proces-to-process, 22665ms node-to-node, 4hops, 9versions (11 first, 20 discovered)
leader L1 of team T0 discovered at 45297.000000 that M24 is in danger (after 15086ms proces-to-process, 11623ms node-to-node, 6hops, 1versions (15 first, 16 discovered)
leader L1 of team T0 discovered at 46174.000000 that M25 is in danger (after 18088ms proces-to-process, 15579ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 47321.000000 that M26 is in danger (after 17002ms proces-to-process, 14760ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 never discovered that M27 is in danger from 22826.
leader L1 of team T0 never discovered that M20 is in danger from 28238.
leader L1 of team T0 discovered at 37851.000000 that M21 is in danger (after 20204ms proces-to-process, 18838ms node-to-node, 6hops, 4versions (8 first, 12 discovered)
leader L1 of team T0 discovered at 29745.000000 that M22 is in danger (after 9755ms proces-to-process, 8403ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 55357.000000 that M23 is in danger (after 28630ms proces-to-process, 27920ms node-to-node, 8hops, 3versions (12 first, 15 discovered)
leader L1 of team T0 discovered at 47321.000000 that M44 is in danger (after 22906ms proces-to-process, 21136ms node-to-node, 5hops, 5versions (11 first, 16 discovered)
leader L1 of team T0 discovered at 42286.000000 that M45 is in danger (after 19898ms proces-to-process, 19058ms node-to-node, 7hops, 4versions (11 first, 15 discovered)
leader L1 of team T0 discovered at 30195.000000 that M11 is in danger (after 6782ms proces-to-process, 5203ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 30195.000000 that M10 is in danger (after 10477ms proces-to-process, 9134ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 47321.000000 that M13 is in danger (after 29680ms proces-to-process, 29142ms node-to-node, 6hops, 10versions (8 first, 18 discovered)
leader L1 of team T0 discovered at 49769.000000 that M12 is in danger (after 23432ms proces-to-process, 22417ms node-to-node, 5hops, 6versions (12 first, 18 discovered)
leader L1 of team T0 discovered at 47321.000000 that M15 is in danger (after 28251ms proces-to-process, 26598ms node-to-node, 9hops, 6versions (9 first, 15 discovered)
leader L1 of team T0 discovered at 52762.000000 that M14 is in danger (after 32303ms proces-to-process, 32260ms node-to-node, 8hops, 9versions (9 first, 18 discovered)
leader L1 of team T0 discovered at 43193.000000 that M17 is in danger (after 14781ms proces-to-process, 12682ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L1 of team T0 discovered at 55357.000000 that M16 is in danger (after 33925ms proces-to-process, 30035ms node-to-node, 2hops, 9versions (11 first, 20 discovered)
leader L1 of team T0 discovered at 53519.000000 that M19 is in danger (after 24358ms proces-to-process, 23035ms node-to-node, 8hops, 2versions (14 first, 16 discovered)
leader L1 of team T0 discovered at 44137.000000 that M18 is in danger (after 27885ms proces-to-process, 27180ms node-to-node, 10hops, 1versions (7 first, 8 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=13651.522222, min=2292, max=33925, median=11868
Node-2-node response time: avg=12042.516667, min=203, max=33080, median=10452
Hops: avg=4.727778, min=1, max=10, median=5
