Config: 
--------------------------------------------
leader L4 of team T2 discovered at 27632.000000 that M52 is in danger (after 4273ms proces-to-process, 2171ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L7 of team T3 discovered at 36185.000000 that M72 is in danger (after 6601ms proces-to-process, 4335ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 25198.000000 that M68 is in danger (after 2474ms proces-to-process, 2015ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 25198.000000 that M73 is in danger (after 3294ms proces-to-process, 1943ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 23612.000000 that M70 is in danger (after 1301ms proces-to-process, 202ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 26262.000000 that M75 is in danger (after 4294ms proces-to-process, 2316ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L7 of team T3 discovered at 30055.000000 that M74 is in danger (after 6408ms proces-to-process, 4637ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 31240.000000 that M76 is in danger (after 5960ms proces-to-process, 1406ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 22026.000000 that M5 is in danger (after 2469ms proces-to-process, 2067ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 23509.000000 that M4 is in danger (after 1377ms proces-to-process, 787ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L0 of team T0 discovered at 40916.000000 that M7 is in danger (after 11093ms proces-to-process, 9102ms node-to-node, 2hops, 5versions (14 first, 19 discovered)
leader L0 of team T0 discovered at 27687.000000 that M6 is in danger (after 5216ms proces-to-process, 3724ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 30730.000000 that M1 is in danger (after 5886ms proces-to-process, 4924ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 33176.000000 that M0 is in danger (after 12538ms proces-to-process, 11361ms node-to-node, 3hops, 4versions (9 first, 13 discovered)
leader L0 of team T0 discovered at 23509.000000 that M3 is in danger (after 4746ms proces-to-process, 2714ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 30730.000000 that M2 is in danger (after 3300ms proces-to-process, 1304ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 33176.000000 that M9 is in danger (after 2818ms proces-to-process, 2241ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 22026.000000 that M8 is in danger (after 4646ms proces-to-process, 4497ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 19643.000000 that M21 is in danger (after 1996ms proces-to-process, 698ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 never discovered that M22 is in danger from 19990.
leader L0 of team T0 discovered at 33176.000000 that M11 is in danger (after 9763ms proces-to-process, 7889ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 22026.000000 that M10 is in danger (after 2308ms proces-to-process, 1084ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 23509.000000 that M13 is in danger (after 5868ms proces-to-process, 4829ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 29195.000000 that M12 is in danger (after 2858ms proces-to-process, 1715ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 24240.000000 that M15 is in danger (after 5170ms proces-to-process, 3321ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 30730.000000 that M14 is in danger (after 10271ms proces-to-process, 10072ms node-to-node, 4hops, 4versions (9 first, 13 discovered)
leader L0 of team T0 discovered at 39174.000000 that M17 is in danger (after 10762ms proces-to-process, 8884ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 29195.000000 that M16 is in danger (after 7763ms proces-to-process, 3400ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 34418.000000 that M19 is in danger (after 5257ms proces-to-process, 3944ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 27082.000000 that M18 is in danger (after 10830ms proces-to-process, 9997ms node-to-node, 8hops, 2versions (7 first, 9 discovered)
leader L1 of team T0 discovered at 22622.000000 that M5 is in danger (after 3065ms proces-to-process, 2381ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 22622.000000 that M4 is in danger (after 490ms proces-to-process, 7ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L1 of team T0 discovered at 33220.000000 that M7 is in danger (after 3397ms proces-to-process, 1406ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 31772.000000 that M6 is in danger (after 9301ms proces-to-process, 6928ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 31772.000000 that M1 is in danger (after 6928ms proces-to-process, 5610ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L1 of team T0 discovered at 27889.000000 that M0 is in danger (after 7251ms proces-to-process, 6293ms node-to-node, 1hops, 4versions (9 first, 13 discovered)
leader L1 of team T0 discovered at 21637.000000 that M3 is in danger (after 2874ms proces-to-process, 1318ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 30722.000000 that M2 is in danger (after 3292ms proces-to-process, 1304ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 33220.000000 that M9 is in danger (after 2862ms proces-to-process, 2241ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 21883.000000 that M8 is in danger (after 4503ms proces-to-process, 4497ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 19350.000000 that M21 is in danger (after 1703ms proces-to-process, 698ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 never discovered that M22 is in danger from 19990.
leader L1 of team T0 discovered at 33220.000000 that M11 is in danger (after 9807ms proces-to-process, 7889ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L1 of team T0 discovered at 22622.000000 that M10 is in danger (after 2904ms proces-to-process, 1084ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 24969.000000 that M13 is in danger (after 7328ms proces-to-process, 6680ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 29037.000000 that M12 is in danger (after 2700ms proces-to-process, 1715ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 23759.000000 that M15 is in danger (after 4689ms proces-to-process, 3153ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 31772.000000 that M14 is in danger (after 11313ms proces-to-process, 10469ms node-to-node, 5hops, 4versions (9 first, 13 discovered)
leader L1 of team T0 discovered at 34740.000000 that M17 is in danger (after 6328ms proces-to-process, 3952ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 27889.000000 that M16 is in danger (after 6457ms proces-to-process, 2718ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 34740.000000 that M19 is in danger (after 5579ms proces-to-process, 3613ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 21883.000000 that M18 is in danger (after 5631ms proces-to-process, 4967ms node-to-node, 8hops, 0versions (7 first, 7 discovered)
leader L2 of team T1 discovered at 32655.000000 that M33 is in danger (after 4999ms proces-to-process, 2802ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 40461.000000 that M34 is in danger (after 10137ms proces-to-process, 8665ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 38635.000000 that M28 is in danger (after 13820ms proces-to-process, 10579ms node-to-node, 11hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 32655.000000 that M29 is in danger (after 8583ms proces-to-process, 7685ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 36113.000000 that M39 is in danger (after 12520ms proces-to-process, 10278ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 42085.000000 that M24 is in danger (after 11874ms proces-to-process, 8704ms node-to-node, 9hops, 0versions (15 first, 15 discovered)
leader L2 of team T1 discovered at 39768.000000 that M25 is in danger (after 11682ms proces-to-process, 9529ms node-to-node, 11hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 32655.000000 that M26 is in danger (after 2336ms proces-to-process, 125ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 29867.000000 that M27 is in danger (after 7041ms proces-to-process, 5202ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 33914.000000 that M20 is in danger (after 5676ms proces-to-process, 3262ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 25851.000000 that M32 is in danger (after 4745ms proces-to-process, 3458ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 24551.000000 that M31 is in danger (after 6806ms proces-to-process, 3635ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 39768.000000 that M23 is in danger (after 13041ms proces-to-process, 12260ms node-to-node, 6hops, 3versions (12 first, 15 discovered)
leader L2 of team T1 discovered at 38635.000000 that M37 is in danger (after 15703ms proces-to-process, 13918ms node-to-node, 10hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 33056.000000 that M30 is in danger (after 4676ms proces-to-process, 3716ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 34984.000000 that M35 is in danger (after 7109ms proces-to-process, 3395ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 32286.000000 that M33 is in danger (after 4630ms proces-to-process, 2186ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 35988.000000 that M34 is in danger (after 5664ms proces-to-process, 4829ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 34281.000000 that M28 is in danger (after 9466ms proces-to-process, 6656ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 29664.000000 that M29 is in danger (after 5592ms proces-to-process, 4707ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 30900.000000 that M39 is in danger (after 7307ms proces-to-process, 4840ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 42029.000000 that M24 is in danger (after 11818ms proces-to-process, 8485ms node-to-node, 8hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 36941.000000 that M25 is in danger (after 8855ms proces-to-process, 6714ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 33545.000000 that M26 is in danger (after 3226ms proces-to-process, 634ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 28724.000000 that M27 is in danger (after 5898ms proces-to-process, 3840ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 32286.000000 that M20 is in danger (after 4048ms proces-to-process, 1575ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 22731.000000 that M32 is in danger (after 1625ms proces-to-process, 202ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L3 of team T1 discovered at 22731.000000 that M31 is in danger (after 4986ms proces-to-process, 1813ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 33545.000000 that M23 is in danger (after 6818ms proces-to-process, 5742ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 32286.000000 that M37 is in danger (after 9354ms proces-to-process, 7725ms node-to-node, 9hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 32793.000000 that M30 is in danger (after 4413ms proces-to-process, 3716ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 31541.000000 that M35 is in danger (after 3666ms proces-to-process, 7ms node-to-node, 1hops, 0versions (14 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=6383.881579, min=457, max=17407, median=5877
Node-2-node response time: avg=4731.013158, min=7, max=13918, median=3948
Hops: avg=4.203947, min=1, max=11, median=4
Process-2-process response time / 1 hop: avg=1839.460526, min=457, max=9672, median=1459
Node-2-node response time / 1 hop: avg=1289.500000, min=7, max=9395, median=921
Version difference: avg=0.690789, min=0, max=5, median=0
Ratio of leader discoveries: 152 of 154 (98.701299%)
Ratio of discoveries regardless the number of leaders: 76 of 77 (98.701299%)
