Config: 
--------------------------------------------
leader L16 of team T8 discovered at 30203.000000 that M152 is in danger (after 1715ms proces-to-process, 990ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L18 of team T9 discovered at 29108.000000 that M178 is in danger (after 5071ms proces-to-process, 4324ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L18 of team T9 discovered at 40015.000000 that M173 is in danger (after 13644ms proces-to-process, 11824ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L18 of team T9 discovered at 24060.000000 that M172 is in danger (after 5075ms proces-to-process, 4147ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L18 of team T9 discovered at 24060.000000 that M171 is in danger (after 7401ms proces-to-process, 5561ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L18 of team T9 discovered at 39149.000000 that M170 is in danger (after 11623ms proces-to-process, 9135ms node-to-node, 5hops, 3versions (13 first, 16 discovered)
leader L18 of team T9 discovered at 36340.000000 that M164 is in danger (after 19401ms proces-to-process, 18126ms node-to-node, 10hops, 4versions (8 first, 12 discovered)
leader L18 of team T9 discovered at 45958.000000 that M176 is in danger (after 16125ms proces-to-process, 14585ms node-to-node, 5hops, 3versions (14 first, 17 discovered)
leader L18 of team T9 discovered at 35633.000000 that M175 is in danger (after 8566ms proces-to-process, 4771ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L18 of team T9 discovered at 31520.000000 that M167 is in danger (after 6330ms proces-to-process, 4454ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L18 of team T9 discovered at 48436.000000 that M181 is in danger (after 23099ms proces-to-process, 21107ms node-to-node, 3hops, 4versions (13 first, 17 discovered)
leader L18 of team T9 discovered at 50462.000000 that M182 is in danger (after 22488ms proces-to-process, 21742ms node-to-node, 4hops, 9versions (13 first, 22 discovered)
leader L18 of team T9 discovered at 29108.000000 that M183 is in danger (after 8710ms proces-to-process, 7989ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L18 of team T9 discovered at 29108.000000 that M177 is in danger (after 7305ms proces-to-process, 6180ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L18 of team T9 discovered at 42950.000000 that M174 is in danger (after 14204ms proces-to-process, 13098ms node-to-node, 8hops, 3versions (13 first, 16 discovered)
leader L19 of team T9 discovered at 34197.000000 that M168 is in danger (after 6435ms proces-to-process, 5129ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L19 of team T9 discovered at 43840.000000 that M169 is in danger (after 18154ms proces-to-process, 17445ms node-to-node, 4hops, 4versions (12 first, 16 discovered)
leader L19 of team T9 discovered at 35766.000000 that M179 is in danger (after 12814ms proces-to-process, 10864ms node-to-node, 1hops, 3versions (11 first, 14 discovered)
leader L19 of team T9 discovered at 36613.000000 that M178 is in danger (after 12576ms proces-to-process, 11833ms node-to-node, 6hops, 3versions (11 first, 14 discovered)
leader L19 of team T9 discovered at 30836.000000 that M173 is in danger (after 4465ms proces-to-process, 2573ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L19 of team T9 discovered at 26840.000000 that M172 is in danger (after 7855ms proces-to-process, 6896ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L19 of team T9 discovered at 25681.000000 that M171 is in danger (after 9022ms proces-to-process, 7321ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L19 of team T9 discovered at 38310.000000 that M170 is in danger (after 10784ms proces-to-process, 8088ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L19 of team T9 discovered at 43840.000000 that M164 is in danger (after 26901ms proces-to-process, 25832ms node-to-node, 7hops, 7versions (8 first, 15 discovered)
leader L19 of team T9 discovered at 47904.000000 that M176 is in danger (after 18071ms proces-to-process, 16870ms node-to-node, 7hops, 2versions (14 first, 16 discovered)
leader L19 of team T9 discovered at 30836.000000 that M175 is in danger (after 3769ms proces-to-process, 33ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L19 of team T9 discovered at 33677.000000 that M167 is in danger (after 8487ms proces-to-process, 6249ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L19 of team T9 discovered at 57385.000000 that M181 is in danger (after 32048ms proces-to-process, 30227ms node-to-node, 3hops, 8versions (13 first, 21 discovered)
leader L19 of team T9 discovered at 36613.000000 that M182 is in danger (after 8639ms proces-to-process, 7746ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L19 of team T9 discovered at 25681.000000 that M183 is in danger (after 5283ms proces-to-process, 4213ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L19 of team T9 discovered at 37321.000000 that M177 is in danger (after 15518ms proces-to-process, 14532ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L19 of team T9 discovered at 35257.000000 that M174 is in danger (after 6511ms proces-to-process, 5741ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L12 of team T6 discovered at 31011.000000 that M124 is in danger (after 5007ms proces-to-process, 3638ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L12 of team T6 discovered at 26476.000000 that M125 is in danger (after 2842ms proces-to-process, 1008ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L12 of team T6 discovered at 21133.000000 that M130 is in danger (after 2776ms proces-to-process, 2277ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L12 of team T6 discovered at 28381.000000 that M116 is in danger (after 10453ms proces-to-process, 9062ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L12 of team T6 discovered at 34552.000000 that M119 is in danger (after 8506ms proces-to-process, 5179ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L12 of team T6 discovered at 31011.000000 that M118 is in danger (after 3721ms proces-to-process, 1008ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L12 of team T6 discovered at 20253.000000 that M122 is in danger (after 4206ms proces-to-process, 2464ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L12 of team T6 discovered at 34077.000000 that M123 is in danger (after 10823ms proces-to-process, 8811ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L12 of team T6 discovered at 37524.000000 that M115 is in danger (after 7492ms proces-to-process, 7094ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L12 of team T6 discovered at 25148.000000 that M114 is in danger (after 7804ms proces-to-process, 6239ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L12 of team T6 discovered at 30757.000000 that M108 is in danger (after 12163ms proces-to-process, 9841ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L12 of team T6 discovered at 21996.000000 that M109 is in danger (after 5657ms proces-to-process, 4292ms node-to-node, 2hops, 2versions (7 first, 9 discovered)
leader L12 of team T6 discovered at 29947.000000 that M111 is in danger (after 10383ms proces-to-process, 7274ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L12 of team T6 discovered at 27028.000000 that M129 is in danger (after 7562ms proces-to-process, 6778ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L12 of team T6 discovered at 34961.000000 that M113 is in danger (after 5806ms proces-to-process, 3918ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L12 of team T6 discovered at 28738.000000 that M112 is in danger (after 6395ms proces-to-process, 3985ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L12 of team T6 discovered at 41501.000000 that M128 is in danger (after 20471ms proces-to-process, 19499ms node-to-node, 3hops, 4versions (10 first, 14 discovered)
leader L12 of team T6 discovered at 30757.000000 that M120 is in danger (after 6646ms proces-to-process, 3796ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L12 of team T6 discovered at 31925.000000 that M117 is in danger (after 7376ms proces-to-process, 4004ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L12 of team T6 discovered at 30369.000000 that M121 is in danger (after 1724ms proces-to-process, 1156ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L13 of team T6 discovered at 31893.000000 that M124 is in danger (after 5889ms proces-to-process, 4041ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L13 of team T6 discovered at 26791.000000 that M125 is in danger (after 3157ms proces-to-process, 1010ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L13 of team T6 discovered at 21977.000000 that M130 is in danger (after 3620ms proces-to-process, 3341ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L13 of team T6 discovered at 29273.000000 that M116 is in danger (after 11345ms proces-to-process, 9866ms node-to-node, 7hops, 2versions (8 first, 10 discovered)
leader L13 of team T6 discovered at 34515.000000 that M119 is in danger (after 8469ms proces-to-process, 4375ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L13 of team T6 discovered at 31893.000000 that M118 is in danger (after 4603ms proces-to-process, 1412ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L13 of team T6 discovered at 23910.000000 that M122 is in danger (after 7863ms proces-to-process, 6492ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L13 of team T6 discovered at 34962.000000 that M123 is in danger (after 11708ms proces-to-process, 9618ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L13 of team T6 discovered at 36629.000000 that M115 is in danger (after 6597ms proces-to-process, 6288ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L13 of team T6 discovered at 25537.000000 that M114 is in danger (after 8193ms proces-to-process, 6641ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L13 of team T6 discovered at 29521.000000 that M108 is in danger (after 10927ms proces-to-process, 8631ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L13 of team T6 discovered at 18839.000000 that M109 is in danger (after 2500ms proces-to-process, 1008ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L13 of team T6 discovered at 30655.000000 that M111 is in danger (after 11091ms proces-to-process, 8481ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L13 of team T6 discovered at 27770.000000 that M129 is in danger (after 8304ms proces-to-process, 7179ms node-to-node, 7hops, 2versions (8 first, 10 discovered)
leader L13 of team T6 discovered at 34515.000000 that M113 is in danger (after 5360ms proces-to-process, 3112ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L13 of team T6 discovered at 30061.000000 that M112 is in danger (after 7718ms proces-to-process, 4788ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L13 of team T6 discovered at 43346.000000 that M128 is in danger (after 22316ms proces-to-process, 21111ms node-to-node, 7hops, 4versions (10 first, 14 discovered)
leader L13 of team T6 discovered at 31893.000000 that M120 is in danger (after 7782ms proces-to-process, 4601ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L13 of team T6 discovered at 33043.000000 that M117 is in danger (after 8494ms proces-to-process, 4811ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L13 of team T6 discovered at 30655.000000 that M121 is in danger (after 2010ms proces-to-process, 1559ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L14 of team T7 discovered at 29729.000000 that M137 is in danger (after 1850ms proces-to-process, 759ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L14 of team T7 discovered at 29089.000000 that M136 is in danger (after 8045ms proces-to-process, 6762ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L14 of team T7 discovered at 36607.000000 that M126 is in danger (after 10198ms proces-to-process, 8061ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L14 of team T7 discovered at 27600.000000 that M134 is in danger (after 7180ms proces-to-process, 4390ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L14 of team T7 discovered at 25076.000000 that M133 is in danger (after 7804ms proces-to-process, 6974ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L14 of team T7 discovered at 33173.000000 that M132 is in danger (after 7929ms proces-to-process, 6072ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L14 of team T7 discovered at 33173.000000 that M131 is in danger (after 10938ms proces-to-process, 9428ms node-to-node, 6hops, 3versions (10 first, 13 discovered)
leader L14 of team T7 discovered at 31550.000000 that M135 is in danger (after 13655ms proces-to-process, 12130ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L14 of team T7 discovered at 40963.000000 that M139 is in danger (after 12457ms proces-to-process, 12102ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L14 of team T7 discovered at 40669.000000 that M138 is in danger (after 10352ms proces-to-process, 9387ms node-to-node, 3hops, 2versions (14 first, 16 discovered)
leader L14 of team T7 discovered at 40669.000000 that M146 is in danger (after 10866ms proces-to-process, 8701ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L14 of team T7 discovered at 36607.000000 that M127 is in danger (after 17439ms proces-to-process, 16560ms node-to-node, 4hops, 3versions (9 first, 12 discovered)
leader L14 of team T7 discovered at 23042.000000 that M142 is in danger (after 3434ms proces-to-process, 1664ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L14 of team T7 discovered at 33173.000000 that M143 is in danger (after 6895ms proces-to-process, 5175ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L14 of team T7 discovered at 34145.000000 that M140 is in danger (after 6706ms proces-to-process, 5990ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L14 of team T7 discovered at 25563.000000 that M141 is in danger (after 9043ms proces-to-process, 7894ms node-to-node, 4hops, 2versions (7 first, 9 discovered)
leader L15 of team T7 discovered at 38554.000000 that M137 is in danger (after 10675ms proces-to-process, 9345ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 28855.000000 that M136 is in danger (after 7811ms proces-to-process, 7143ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L15 of team T7 discovered at 38554.000000 that M126 is in danger (after 12145ms proces-to-process, 10503ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L15 of team T7 discovered at 26979.000000 that M134 is in danger (after 6559ms proces-to-process, 3805ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L15 of team T7 discovered at 33046.000000 that M133 is in danger (after 15774ms proces-to-process, 15473ms node-to-node, 3hops, 4versions (8 first, 12 discovered)
leader L15 of team T7 discovered at 41509.000000 that M132 is in danger (after 16265ms proces-to-process, 14408ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L15 of team T7 discovered at 34094.000000 that M131 is in danger (after 11859ms proces-to-process, 10191ms node-to-node, 7hops, 3versions (10 first, 13 discovered)
leader L15 of team T7 discovered at 39710.000000 that M135 is in danger (after 21815ms proces-to-process, 19940ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L15 of team T7 discovered at 29465.000000 that M139 is in danger (after 959ms proces-to-process, 27ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 50212.000000 that M138 is in danger (after 19895ms proces-to-process, 19658ms node-to-node, 8hops, 2versions (14 first, 16 discovered)
leader L15 of team T7 discovered at 45631.000000 that M146 is in danger (after 15828ms proces-to-process, 13881ms node-to-node, 6hops, 3versions (14 first, 17 discovered)
leader L15 of team T7 discovered at 33351.000000 that M127 is in danger (after 14183ms proces-to-process, 13193ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L15 of team T7 discovered at 39710.000000 that M142 is in danger (after 20102ms proces-to-process, 18211ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L15 of team T7 discovered at 30966.000000 that M143 is in danger (after 4688ms proces-to-process, 2274ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L15 of team T7 discovered at 43185.000000 that M140 is in danger (after 15746ms proces-to-process, 15510ms node-to-node, 9hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 never discovered that M141 is in danger from 16520.
leader L8 of team T4 never discovered that M72 is in danger from 29584.
leader L8 of team T4 discovered at 33231.000000 that M85 is in danger (after 17013ms proces-to-process, 14613ms node-to-node, 8hops, 2versions (8 first, 10 discovered)
leader L8 of team T4 discovered at 24851.000000 that M77 is in danger (after 8036ms proces-to-process, 5502ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L8 of team T4 discovered at 41751.000000 that M88 is in danger (after 12921ms proces-to-process, 12451ms node-to-node, 1hops, 3versions (13 first, 16 discovered)
leader L8 of team T4 discovered at 40772.000000 that M74 is in danger (after 17125ms proces-to-process, 15475ms node-to-node, 5hops, 3versions (12 first, 15 discovered)
leader L8 of team T4 discovered at 34827.000000 that M86 is in danger (after 15846ms proces-to-process, 12946ms node-to-node, 6hops, 4versions (9 first, 13 discovered)
leader L8 of team T4 discovered at 38155.000000 that M87 is in danger (after 11890ms proces-to-process, 10158ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 never discovered that M79 is in danger from 18429.
leader L8 of team T4 discovered at 31376.000000 that M78 is in danger (after 12067ms proces-to-process, 10271ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L8 of team T4 discovered at 32358.000000 that M82 is in danger (after 9099ms proces-to-process, 7910ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L8 of team T4 discovered at 36531.000000 that M83 is in danger (after 5936ms proces-to-process, 3522ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L8 of team T4 discovered at 40772.000000 that M80 is in danger (after 23759ms proces-to-process, 22637ms node-to-node, 9hops, 3versions (7 first, 10 discovered)
leader L8 of team T4 never discovered that M81 is in danger from 20947.
leader L8 of team T4 discovered at 46002.000000 that M89 is in danger (after 19176ms proces-to-process, 18460ms node-to-node, 6hops, 4versions (13 first, 17 discovered)
leader L8 of team T4 discovered at 39616.000000 that M90 is in danger (after 13736ms proces-to-process, 10272ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L8 of team T4 discovered at 28862.000000 that M92 is in danger (after 11513ms proces-to-process, 8748ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 37309.000000 that M84 is in danger (after 18375ms proces-to-process, 15042ms node-to-node, 2hops, 4versions (9 first, 13 discovered)
leader L9 of team T4 discovered at 37273.000000 that M72 is in danger (after 7689ms proces-to-process, 5339ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L9 of team T4 discovered at 21482.000000 that M85 is in danger (after 5264ms proces-to-process, 2511ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L9 of team T4 discovered at 22309.000000 that M77 is in danger (after 5494ms proces-to-process, 2936ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L9 of team T4 discovered at 29665.000000 that M88 is in danger (after 835ms proces-to-process, 203ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 27271.000000 that M74 is in danger (after 3624ms proces-to-process, 1412ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L9 of team T4 discovered at 22309.000000 that M86 is in danger (after 3328ms proces-to-process, 584ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 33164.000000 that M87 is in danger (after 6899ms proces-to-process, 5699ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 43808.000000 that M79 is in danger (after 25379ms proces-to-process, 24142ms node-to-node, 5hops, 7versions (9 first, 16 discovered)
leader L9 of team T4 discovered at 22309.000000 that M78 is in danger (after 3000ms proces-to-process, 1411ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 30267.000000 that M82 is in danger (after 7008ms proces-to-process, 6268ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L9 of team T4 discovered at 37894.000000 that M83 is in danger (after 7299ms proces-to-process, 4730ms node-to-node, 4hops, 0versions (15 first, 15 discovered)
leader L9 of team T4 discovered at 22959.000000 that M80 is in danger (after 5946ms proces-to-process, 5485ms node-to-node, 2hops, 1versions (7 first, 8 discovered)
leader L9 of team T4 discovered at 29202.000000 that M81 is in danger (after 8255ms proces-to-process, 7254ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 37894.000000 that M89 is in danger (after 11068ms proces-to-process, 9817ms node-to-node, 1hops, 2versions (13 first, 15 discovered)
leader L9 of team T4 discovered at 33887.000000 that M90 is in danger (after 8007ms proces-to-process, 4680ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L9 of team T4 discovered at 30267.000000 that M92 is in danger (after 12918ms proces-to-process, 10359ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 27865.000000 that M84 is in danger (after 8931ms proces-to-process, 6025ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L10 of team T5 discovered at 44544.000000 that M99 is in danger (after 24019ms proces-to-process, 21580ms node-to-node, 8hops, 5versions (10 first, 15 discovered)
leader L10 of team T5 discovered at 48880.000000 that M98 is in danger (after 26027ms proces-to-process, 25666ms node-to-node, 8hops, 10versions (10 first, 20 discovered)
leader L10 of team T5 never discovered that M100 is in danger from 21524.
leader L10 of team T5 discovered at 51951.000000 that M101 is in danger (after 26447ms proces-to-process, 25651ms node-to-node, 4hops, 8versions (11 first, 19 discovered)
leader L10 of team T5 discovered at 32876.000000 that M106 is in danger (after 8977ms proces-to-process, 7697ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 43493.000000 that M107 is in danger (after 27151ms proces-to-process, 25408ms node-to-node, 15hops, 4versions (8 first, 12 discovered)
leader L10 of team T5 discovered at 39750.000000 that M104 is in danger (after 16706ms proces-to-process, 13636ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L10 of team T5 discovered at 37234.000000 that M103 is in danger (after 17295ms proces-to-process, 15656ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L10 of team T5 discovered at 37093.000000 that M91 is in danger (after 7284ms proces-to-process, 4336ms node-to-node, 3hops, 0versions (15 first, 15 discovered)
