Config: 
--------------------------------------------
leader L4 of team T2 discovered at 29734.000000 that M52 is in danger (after 6021ms proces-to-process, 4783ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 18935.000000 that M50 is in danger (after 1934ms proces-to-process, 91ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 27136.000000 that M39 is in danger (after 3543ms proces-to-process, 1245ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 28202.000000 that M38 is in danger (after 2446ms proces-to-process, 1483ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 28733.000000 that M37 is in danger (after 5801ms proces-to-process, 4286ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 18935.000000 that M36 is in danger (after 3290ms proces-to-process, 655ms node-to-node, 2hops, 1versions (7 first, 8 discovered)
leader L5 of team T2 discovered at 31057.000000 that M40 is in danger (after 7792ms proces-to-process, 5144ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 33604.000000 that M41 is in danger (after 6377ms proces-to-process, 4811ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 32174.000000 that M46 is in danger (after 6671ms proces-to-process, 5937ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 26267.000000 that M47 is in danger (after 8844ms proces-to-process, 7103ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 30069.000000 that M44 is in danger (after 5654ms proces-to-process, 3502ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 28202.000000 that M45 is in danger (after 5814ms proces-to-process, 4958ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 34577.000000 that M42 is in danger (after 4726ms proces-to-process, 3550ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L5 of team T2 discovered at 27315.000000 that M57 is in danger (after 1433ms proces-to-process, 1343ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 19207.000000 that M53 is in danger (after 3533ms proces-to-process, 2488ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 21693.000000 that M54 is in danger (after 3180ms proces-to-process, 2070ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 26267.000000 that M43 is in danger (after 5132ms proces-to-process, 2136ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L6 of team T3 discovered at 19293.000000 that M55 is in danger (after 3038ms proces-to-process, 2465ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L6 of team T3 discovered at 34830.000000 that M60 is in danger (after 9394ms proces-to-process, 9075ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L6 of team T3 discovered at 22178.000000 that M62 is in danger (after 4097ms proces-to-process, 1936ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L6 of team T3 discovered at 23399.000000 that M56 is in danger (after 4277ms proces-to-process, 2524ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L6 of team T3 discovered at 35728.000000 that M64 is in danger (after 8718ms proces-to-process, 8124ms node-to-node, 10hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 29275.000000 that M65 is in danger (after 3967ms proces-to-process, 2812ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 38232.000000 that M66 is in danger (after 10014ms proces-to-process, 7827ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 38232.000000 that M61 is in danger (after 8230ms proces-to-process, 6586ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 27130.000000 that M68 is in danger (after 4406ms proces-to-process, 3997ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 23903.000000 that M69 is in danger (after 3410ms proces-to-process, 760ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 29275.000000 that M67 is in danger (after 9673ms proces-to-process, 8978ms node-to-node, 7hops, 2versions (8 first, 10 discovered)
leader L6 of team T3 discovered at 34030.000000 that M59 is in danger (after 6980ms proces-to-process, 4459ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 34030.000000 that M58 is in danger (after 5069ms proces-to-process, 4470ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 34830.000000 that M71 is in danger (after 7757ms proces-to-process, 5551ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 38232.000000 that M72 is in danger (after 8648ms proces-to-process, 6307ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 27130.000000 that M73 is in danger (after 5226ms proces-to-process, 3746ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L6 of team T3 discovered at 32297.000000 that M63 is in danger (after 7794ms proces-to-process, 5649ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 24682.000000 that M70 is in danger (after 2371ms proces-to-process, 758ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 32297.000000 that M75 is in danger (after 10329ms proces-to-process, 7769ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L6 of team T3 discovered at 29589.000000 that M74 is in danger (after 5942ms proces-to-process, 4522ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 never discovered that M76 is in danger from 25280.
leader L7 of team T3 discovered at 18612.000000 that M55 is in danger (after 2357ms proces-to-process, 1936ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L7 of team T3 discovered at 26262.000000 that M60 is in danger (after 826ms proces-to-process, 612ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 27137.000000 that M62 is in danger (after 9056ms proces-to-process, 6660ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 22983.000000 that M56 is in danger (after 3861ms proces-to-process, 1623ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L7 of team T3 discovered at 28519.000000 that M64 is in danger (after 1509ms proces-to-process, 1148ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 29483.000000 that M65 is in danger (after 4175ms proces-to-process, 3451ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 38047.000000 that M66 is in danger (after 9829ms proces-to-process, 7974ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 37728.000000 that M61 is in danger (after 7726ms proces-to-process, 6409ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 25198.000000 that M68 is in danger (after 2474ms proces-to-process, 2317ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 25198.000000 that M69 is in danger (after 4705ms proces-to-process, 1966ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 25198.000000 that M67 is in danger (after 5596ms proces-to-process, 5247ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L7 of team T3 discovered at 30055.000000 that M59 is in danger (after 3005ms proces-to-process, 781ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 31240.000000 that M58 is in danger (after 2279ms proces-to-process, 1794ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 30055.000000 that M71 is in danger (after 2982ms proces-to-process, 893ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 36888.000000 that M72 is in danger (after 7304ms proces-to-process, 4692ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 23612.000000 that M73 is in danger (after 1708ms proces-to-process, 70ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 31619.000000 that M63 is in danger (after 7116ms proces-to-process, 5694ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 26262.000000 that M70 is in danger (after 3951ms proces-to-process, 2692ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 26262.000000 that M75 is in danger (after 4294ms proces-to-process, 2689ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L7 of team T3 discovered at 30055.000000 that M74 is in danger (after 6408ms proces-to-process, 4651ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 never discovered that M76 is in danger from 25280.
leader L0 of team T0 discovered at 30730.000000 that M11 is in danger (after 7317ms proces-to-process, 5880ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 34944.000000 that M17 is in danger (after 6532ms proces-to-process, 4744ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 34944.000000 that M10 is in danger (after 15226ms proces-to-process, 13963ms node-to-node, 8hops, 5versions (9 first, 14 discovered)
leader L0 of team T0 discovered at 31697.000000 that M16 is in danger (after 10265ms proces-to-process, 6357ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L0 of team T0 discovered at 35278.000000 that M20 is in danger (after 7040ms proces-to-process, 4956ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 18462.000000 that M13 is in danger (after 821ms proces-to-process, 170ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 26382.000000 that M18 is in danger (after 10130ms proces-to-process, 9437ms node-to-node, 8hops, 4versions (7 first, 11 discovered)
leader L0 of team T0 never discovered that M5 is in danger from 19557.
leader L0 of team T0 discovered at 26382.000000 that M4 is in danger (after 4250ms proces-to-process, 1511ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 34418.000000 that M7 is in danger (after 4595ms proces-to-process, 2659ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 28136.000000 that M6 is in danger (after 5665ms proces-to-process, 4068ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 27456.000000 that M1 is in danger (after 2612ms proces-to-process, 1568ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 never discovered that M0 is in danger from 20638.
leader L0 of team T0 discovered at 21050.000000 that M3 is in danger (after 2287ms proces-to-process, 228ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 38468.000000 that M2 is in danger (after 11038ms proces-to-process, 9081ms node-to-node, 3hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 30441.000000 that M15 is in danger (after 11371ms proces-to-process, 9701ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 29528.000000 that M12 is in danger (after 3191ms proces-to-process, 2650ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 33176.000000 that M9 is in danger (after 2818ms proces-to-process, 2064ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 17657.000000 that M8 is in danger (after 277ms proces-to-process, 136ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 27456.000000 that M14 is in danger (after 6997ms proces-to-process, 6665ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 29899.000000 that M11 is in danger (after 6486ms proces-to-process, 4916ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L1 of team T0 discovered at 34740.000000 that M17 is in danger (after 6328ms proces-to-process, 4112ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 34740.000000 that M10 is in danger (after 15022ms proces-to-process, 13630ms node-to-node, 6hops, 5versions (9 first, 14 discovered)
leader L1 of team T0 discovered at 31772.000000 that M16 is in danger (after 10340ms proces-to-process, 6121ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L1 of team T0 discovered at 35194.000000 that M20 is in danger (after 6956ms proces-to-process, 4893ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 21637.000000 that M13 is in danger (after 3996ms proces-to-process, 3432ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 26315.000000 that M18 is in danger (after 10063ms proces-to-process, 9239ms node-to-node, 6hops, 4versions (7 first, 11 discovered)
leader L1 of team T0 never discovered that M5 is in danger from 19557.
leader L1 of team T0 discovered at 26315.000000 that M4 is in danger (after 4183ms proces-to-process, 1505ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 35513.000000 that M7 is in danger (after 5690ms proces-to-process, 4026ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 27889.000000 that M6 is in danger (after 5418ms proces-to-process, 3443ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 27002.000000 that M1 is in danger (after 2158ms proces-to-process, 1265ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 never discovered that M0 is in danger from 20638.
leader L1 of team T0 discovered at 21883.000000 that M3 is in danger (after 3120ms proces-to-process, 1611ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 31772.000000 that M2 is in danger (after 4342ms proces-to-process, 2330ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 27002.000000 that M15 is in danger (after 7932ms proces-to-process, 6076ms node-to-node, 2hops, 3versions (9 first, 12 discovered)
leader L1 of team T0 discovered at 29745.000000 that M12 is in danger (after 3408ms proces-to-process, 2353ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 43193.000000 that M9 is in danger (after 12835ms proces-to-process, 12062ms node-to-node, 5hops, 6versions (13 first, 19 discovered)
leader L1 of team T0 discovered at 21637.000000 that M8 is in danger (after 4257ms proces-to-process, 4152ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 27002.000000 that M14 is in danger (after 6543ms proces-to-process, 6346ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 25094.000000 that M32 is in danger (after 3988ms proces-to-process, 2734ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L2 of team T1 discovered at 33914.000000 that M34 is in danger (after 3590ms proces-to-process, 2790ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 34984.000000 that M28 is in danger (after 10169ms proces-to-process, 7838ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 36113.000000 that M29 is in danger (after 12041ms proces-to-process, 11092ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 41607.000000 that M24 is in danger (after 11396ms proces-to-process, 7662ms node-to-node, 2hops, 3versions (15 first, 18 discovered)
leader L2 of team T1 discovered at 37555.000000 that M25 is in danger (after 9469ms proces-to-process, 6956ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L2 of team T1 discovered at 42450.000000 that M26 is in danger (after 12131ms proces-to-process, 10027ms node-to-node, 1hops, 2versions (14 first, 16 discovered)
leader L2 of team T1 discovered at 34984.000000 that M27 is in danger (after 12158ms proces-to-process, 10221ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 31981.000000 that M33 is in danger (after 4325ms proces-to-process, 2028ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 25851.000000 that M21 is in danger (after 8204ms proces-to-process, 7162ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L2 of team T1 discovered at 24551.000000 that M22 is in danger (after 4561ms proces-to-process, 3027ms node-to-node, 1hops, 2versions (9 first, 11 discovered)
leader L2 of team T1 discovered at 29066.000000 that M23 is in danger (after 2339ms proces-to-process, 1802ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 23340.000000 that M31 is in danger (after 5595ms proces-to-process, 3009ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 36113.000000 that M19 is in danger (after 6952ms proces-to-process, 5652ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 31981.000000 that M30 is in danger (after 3601ms proces-to-process, 2758ms node-to-node, 1hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 34984.000000 that M35 is in danger (after 7109ms proces-to-process, 3078ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 23881.000000 that M32 is in danger (after 2775ms proces-to-process, 1814ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 discovered at 37342.000000 that M34 is in danger (after 7018ms proces-to-process, 6097ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 33545.000000 that M28 is in danger (after 8730ms proces-to-process, 6298ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 42029.000000 that M29 is in danger (after 17957ms proces-to-process, 17363ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 34671.000000 that M24 is in danger (after 4460ms proces-to-process, 1183ms node-to-node, 2hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 33545.000000 that M25 is in danger (after 5459ms proces-to-process, 3120ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 43898.000000 that M26 is in danger (after 13579ms proces-to-process, 10997ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 28724.000000 that M27 is in danger (after 5898ms proces-to-process, 3767ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 35988.000000 that M33 is in danger (after 8332ms proces-to-process, 6365ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 29036.000000 that M21 is in danger (after 11389ms proces-to-process, 10410ms node-to-node, 4hops, 4versions (8 first, 12 discovered)
leader L3 of team T1 discovered at 30058.000000 that M22 is in danger (after 10068ms proces-to-process, 8638ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L3 of team T1 discovered at 27481.000000 that M23 is in danger (after 754ms proces-to-process, 27ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 20920.000000 that M31 is in danger (after 3175ms proces-to-process, 67ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 35475.000000 that M19 is in danger (after 6314ms proces-to-process, 4823ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 32286.000000 that M30 is in danger (after 3906ms proces-to-process, 2791ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 37763.000000 that M35 is in danger (after 9888ms proces-to-process, 6211ms node-to-node, 6hops, 2versions (14 first, 16 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=6085.891892, min=277, max=17957, median=5573
Node-2-node response time: avg=4479.006757, min=27, max=17363, median=3882
Hops: avg=3.831081, min=1, max=10, median=4
Process-2-process response time / 1 hop: avg=2029.114865, min=277, max=12131, median=1496
Node-2-node response time / 1 hop: avg=1410.277027, min=27, max=11092, median=1042
Version difference: avg=0.878378, min=0, max=6, median=1
Ratio of leader discoveries: 148 of 154 (96.103896%)
Ratio of discoveries regardless the number of leaders: 74 of 77 (96.103896%)
