Config: 
--------------------------------------------
leader L16 of team T8 discovered at 40795.000000 that M152 is in danger (after 12307ms proces-to-process, 11280ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L17 of team T8 discovered at 43224.000000 that M163 is in danger (after 14072ms proces-to-process, 12722ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L17 of team T8 discovered at 53670.000000 that M164 is in danger (after 36731ms proces-to-process, 35597ms node-to-node, 11hops, 7versions (8 first, 15 discovered)
leader L17 of team T8 discovered at 30518.000000 that M153 is in danger (after 10113ms proces-to-process, 9882ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L17 of team T8 never discovered that M166 is in danger from 17966.
leader L17 of team T8 discovered at 39559.000000 that M151 is in danger (after 13686ms proces-to-process, 13540ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L17 of team T8 discovered at 46037.000000 that M147 is in danger (after 24042ms proces-to-process, 20682ms node-to-node, 10hops, 1versions (11 first, 12 discovered)
leader L17 of team T8 discovered at 38745.000000 that M144 is in danger (after 10171ms proces-to-process, 7895ms node-to-node, 1hops, 2versions (14 first, 16 discovered)
leader L17 of team T8 discovered at 37977.000000 that M145 is in danger (after 10854ms proces-to-process, 8466ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L17 of team T8 discovered at 37467.000000 that M155 is in danger (after 16232ms proces-to-process, 15633ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L17 of team T8 discovered at 37467.000000 that M154 is in danger (after 14578ms proces-to-process, 12507ms node-to-node, 6hops, 2versions (11 first, 13 discovered)
leader L17 of team T8 discovered at 44125.000000 that M156 is in danger (after 20518ms proces-to-process, 19567ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L17 of team T8 discovered at 41078.000000 that M159 is in danger (after 24349ms proces-to-process, 21610ms node-to-node, 10hops, 2versions (8 first, 10 discovered)
leader L17 of team T8 discovered at 50928.000000 that M158 is in danger (after 32308ms proces-to-process, 31307ms node-to-node, 3hops, 12versions (9 first, 21 discovered)
leader L17 of team T8 discovered at 34167.000000 that M148 is in danger (after 9825ms proces-to-process, 9694ms node-to-node, 1hops, 3versions (11 first, 14 discovered)
leader L17 of team T8 discovered at 32568.000000 that M149 is in danger (after 9537ms proces-to-process, 8990ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L18 of team T9 discovered at 42346.000000 that M168 is in danger (after 14584ms proces-to-process, 13603ms node-to-node, 11hops, 0versions (14 first, 14 discovered)
leader L18 of team T9 discovered at 35633.000000 that M169 is in danger (after 9947ms proces-to-process, 9363ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L18 of team T9 discovered at 36340.000000 that M179 is in danger (after 13388ms proces-to-process, 11315ms node-to-node, 9hops, 2versions (11 first, 13 discovered)
leader L18 of team T9 discovered at 31970.000000 that M178 is in danger (after 7933ms proces-to-process, 7490ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L18 of team T9 discovered at 48436.000000 that M173 is in danger (after 22065ms proces-to-process, 20344ms node-to-node, 6hops, 4versions (12 first, 16 discovered)
leader L18 of team T9 discovered at 46482.000000 that M172 is in danger (after 27497ms proces-to-process, 26387ms node-to-node, 10hops, 8versions (8 first, 16 discovered)
leader L18 of team T9 discovered at 19972.000000 that M171 is in danger (after 3313ms proces-to-process, 2181ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L18 of team T9 discovered at 34921.000000 that M170 is in danger (after 7395ms proces-to-process, 4947ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L18 of team T9 discovered at 59080.000000 that M177 is in danger (after 37277ms proces-to-process, 35553ms node-to-node, 4hops, 10versions (10 first, 20 discovered)
leader L18 of team T9 discovered at 48436.000000 that M165 is in danger (after 18014ms proces-to-process, 16059ms node-to-node, 9hops, 1versions (14 first, 15 discovered)
leader L18 of team T9 discovered at 34051.000000 that M175 is in danger (after 6984ms proces-to-process, 3295ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L18 of team T9 discovered at 40015.000000 that M167 is in danger (after 14825ms proces-to-process, 13126ms node-to-node, 4hops, 5versions (12 first, 17 discovered)
leader L18 of team T9 discovered at 36340.000000 that M183 is in danger (after 15942ms proces-to-process, 15247ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L18 of team T9 discovered at 43805.000000 that M182 is in danger (after 15831ms proces-to-process, 14937ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L18 of team T9 discovered at 48436.000000 that M176 is in danger (after 18603ms proces-to-process, 17256ms node-to-node, 7hops, 2versions (14 first, 16 discovered)
leader L18 of team T9 discovered at 42950.000000 that M180 is in danger (after 21592ms proces-to-process, 21155ms node-to-node, 6hops, 8versions (9 first, 17 discovered)
leader L18 of team T9 discovered at 35224.000000 that M174 is in danger (after 6478ms proces-to-process, 5679ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L19 of team T9 discovered at 43840.000000 that M168 is in danger (after 16078ms proces-to-process, 15129ms node-to-node, 10hops, 0versions (14 first, 14 discovered)
leader L19 of team T9 discovered at 55000.000000 that M169 is in danger (after 29314ms proces-to-process, 29061ms node-to-node, 8hops, 7versions (12 first, 19 discovered)
leader L19 of team T9 discovered at 30836.000000 that M179 is in danger (after 7884ms proces-to-process, 5865ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L19 of team T9 discovered at 37470.000000 that M178 is in danger (after 13433ms proces-to-process, 12980ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L19 of team T9 discovered at 51212.000000 that M173 is in danger (after 24841ms proces-to-process, 22569ms node-to-node, 6hops, 4versions (12 first, 16 discovered)
leader L19 of team T9 never discovered that M172 is in danger from 18985.
leader L19 of team T9 discovered at 30252.000000 that M171 is in danger (after 13593ms proces-to-process, 12354ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L19 of team T9 discovered at 50148.000000 that M170 is in danger (after 22622ms proces-to-process, 20418ms node-to-node, 13hops, 1versions (13 first, 14 discovered)
leader L19 of team T9 discovered at 51212.000000 that M177 is in danger (after 29409ms proces-to-process, 27993ms node-to-node, 10hops, 5versions (10 first, 15 discovered)
leader L19 of team T9 discovered at 54236.000000 that M165 is in danger (after 23814ms proces-to-process, 21769ms node-to-node, 9hops, 3versions (14 first, 17 discovered)
leader L19 of team T9 discovered at 49136.000000 that M175 is in danger (after 22069ms proces-to-process, 17892ms node-to-node, 11hops, 3versions (14 first, 17 discovered)
leader L19 of team T9 discovered at 42166.000000 that M167 is in danger (after 16976ms proces-to-process, 14988ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L19 of team T9 discovered at 33677.000000 that M183 is in danger (after 13279ms proces-to-process, 12514ms node-to-node, 8hops, 1versions (9 first, 10 discovered)
leader L19 of team T9 never discovered that M182 is in danger from 27974.
leader L19 of team T9 never discovered that M176 is in danger from 29833.
leader L19 of team T9 discovered at 21823.000000 that M180 is in danger (after 465ms proces-to-process, 69ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L19 of team T9 discovered at 44228.000000 that M174 is in danger (after 15482ms proces-to-process, 14691ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L12 of team T6 discovered at 43107.000000 that M124 is in danger (after 17103ms proces-to-process, 15116ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L12 of team T6 discovered at 28381.000000 that M125 is in danger (after 4747ms proces-to-process, 2545ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L12 of team T6 discovered at 24491.000000 that M116 is in danger (after 6563ms proces-to-process, 5592ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L12 of team T6 discovered at 48546.000000 that M119 is in danger (after 22500ms proces-to-process, 19256ms node-to-node, 9hops, 2versions (13 first, 15 discovered)
leader L12 of team T6 discovered at 48546.000000 that M118 is in danger (after 21256ms proces-to-process, 18579ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L12 of team T6 discovered at 26476.000000 that M122 is in danger (after 10429ms proces-to-process, 8622ms node-to-node, 6hops, 1versions (7 first, 8 discovered)
leader L12 of team T6 discovered at 43107.000000 that M123 is in danger (after 19853ms proces-to-process, 17050ms node-to-node, 6hops, 4versions (11 first, 15 discovered)
leader L12 of team T6 discovered at 50343.000000 that M115 is in danger (after 20311ms proces-to-process, 19906ms node-to-node, 5hops, 6versions (13 first, 19 discovered)
leader L12 of team T6 discovered at 35271.000000 that M114 is in danger (after 17927ms proces-to-process, 16812ms node-to-node, 4hops, 2versions (8 first, 10 discovered)
leader L12 of team T6 discovered at 42061.000000 that M117 is in danger (after 17512ms proces-to-process, 14190ms node-to-node, 9hops, 0versions (13 first, 13 discovered)
leader L12 of team T6 discovered at 34077.000000 that M109 is in danger (after 17738ms proces-to-process, 16367ms node-to-node, 6hops, 4versions (7 first, 11 discovered)
leader L12 of team T6 discovered at 46236.000000 that M128 is in danger (after 25206ms proces-to-process, 23872ms node-to-node, 13hops, 2versions (10 first, 12 discovered)
leader L12 of team T6 discovered at 52093.000000 that M113 is in danger (after 22938ms proces-to-process, 21117ms node-to-node, 8hops, 6versions (14 first, 20 discovered)
leader L12 of team T6 discovered at 40993.000000 that M120 is in danger (after 16882ms proces-to-process, 14108ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L12 of team T6 discovered at 31011.000000 that M121 is in danger (after 2366ms proces-to-process, 1929ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L13 of team T6 discovered at 36484.000000 that M124 is in danger (after 10480ms proces-to-process, 8726ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L13 of team T6 discovered at 31164.000000 that M125 is in danger (after 7530ms proces-to-process, 5665ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L13 of team T6 discovered at 29273.000000 that M116 is in danger (after 11345ms proces-to-process, 10105ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L13 of team T6 discovered at 46122.000000 that M119 is in danger (after 20076ms proces-to-process, 16511ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L13 of team T6 discovered at 39998.000000 that M118 is in danger (after 12708ms proces-to-process, 10148ms node-to-node, 8hops, 1versions (14 first, 15 discovered)
leader L13 of team T6 discovered at 22669.000000 that M122 is in danger (after 6622ms proces-to-process, 5248ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L13 of team T6 discovered at 27770.000000 that M123 is in danger (after 4516ms proces-to-process, 2511ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L13 of team T6 discovered at 41557.000000 that M115 is in danger (after 11525ms proces-to-process, 11024ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L13 of team T6 discovered at 23910.000000 that M114 is in danger (after 6566ms proces-to-process, 4585ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L13 of team T6 discovered at 28048.000000 that M117 is in danger (after 3499ms proces-to-process, 106ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L13 of team T6 discovered at 20050.000000 that M109 is in danger (after 3711ms proces-to-process, 2010ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L13 of team T6 discovered at 33440.000000 that M128 is in danger (after 12410ms proces-to-process, 11396ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L13 of team T6 discovered at 34515.000000 that M113 is in danger (after 5360ms proces-to-process, 3642ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L13 of team T6 discovered at 30655.000000 that M120 is in danger (after 6544ms proces-to-process, 3858ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L13 of team T6 discovered at 37358.000000 that M121 is in danger (after 8713ms proces-to-process, 7817ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L14 of team T7 discovered at 59177.000000 that M137 is in danger (after 31298ms proces-to-process, 30156ms node-to-node, 4hops, 8versions (13 first, 21 discovered)
leader L14 of team T7 never discovered that M136 is in danger from 21044.
leader L14 of team T7 discovered at 35352.000000 that M126 is in danger (after 8943ms proces-to-process, 7147ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L14 of team T7 discovered at 34961.000000 that M127 is in danger (after 15793ms proces-to-process, 14454ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L14 of team T7 discovered at 40669.000000 that M133 is in danger (after 23397ms proces-to-process, 22728ms node-to-node, 6hops, 7versions (8 first, 15 discovered)
leader L14 of team T7 discovered at 40669.000000 that M132 is in danger (after 15425ms proces-to-process, 13602ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L14 of team T7 discovered at 24082.000000 that M131 is in danger (after 1847ms proces-to-process, 432ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L14 of team T7 discovered at 32262.000000 that M130 is in danger (after 13905ms proces-to-process, 13586ms node-to-node, 10hops, 0versions (8 first, 8 discovered)
leader L14 of team T7 discovered at 26585.000000 that M129 is in danger (after 7119ms proces-to-process, 6286ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L14 of team T7 never discovered that M139 is in danger from 28506.
leader L14 of team T7 discovered at 47076.000000 that M138 is in danger (after 16759ms proces-to-process, 16131ms node-to-node, 7hops, 3versions (14 first, 17 discovered)
leader L14 of team T7 discovered at 51837.000000 that M146 is in danger (after 22034ms proces-to-process, 19739ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L14 of team T7 discovered at 40669.000000 that M134 is in danger (after 20249ms proces-to-process, 17722ms node-to-node, 12hops, 4versions (10 first, 14 discovered)
leader L14 of team T7 discovered at 32821.000000 that M135 is in danger (after 14926ms proces-to-process, 13117ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L14 of team T7 discovered at 51420.000000 that M143 is in danger (after 25142ms proces-to-process, 23277ms node-to-node, 3hops, 6versions (12 first, 18 discovered)
leader L14 of team T7 discovered at 49041.000000 that M140 is in danger (after 21602ms proces-to-process, 21326ms node-to-node, 9hops, 3versions (13 first, 16 discovered)
leader L14 of team T7 discovered at 26585.000000 that M141 is in danger (after 10065ms proces-to-process, 8773ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L14 of team T7 never discovered that M142 is in danger from 19608.
leader L15 of team T7 discovered at 47598.000000 that M137 is in danger (after 19719ms proces-to-process, 18402ms node-to-node, 1hops, 5versions (13 first, 18 discovered)
leader L15 of team T7 discovered at 28855.000000 that M136 is in danger (after 7811ms proces-to-process, 6863ms node-to-node, 1hops, 3versions (10 first, 13 discovered)
leader L15 of team T7 discovered at 44161.000000 that M126 is in danger (after 17752ms proces-to-process, 15961ms node-to-node, 5hops, 3versions (13 first, 16 discovered)
leader L15 of team T7 discovered at 26979.000000 that M127 is in danger (after 7811ms proces-to-process, 6587ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L15 of team T7 discovered at 38554.000000 that M133 is in danger (after 21282ms proces-to-process, 21072ms node-to-node, 7hops, 4versions (8 first, 12 discovered)
leader L15 of team T7 discovered at 26979.000000 that M132 is in danger (after 1735ms proces-to-process, 29ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L15 of team T7 discovered at 47598.000000 that M131 is in danger (after 25363ms proces-to-process, 23677ms node-to-node, 7hops, 6versions (10 first, 16 discovered)
leader L15 of team T7 discovered at 21899.000000 that M130 is in danger (after 3542ms proces-to-process, 2968ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L15 of team T7 discovered at 45080.000000 that M129 is in danger (after 25614ms proces-to-process, 24366ms node-to-node, 6hops, 7versions (8 first, 15 discovered)
leader L15 of team T7 discovered at 45080.000000 that M139 is in danger (after 16574ms proces-to-process, 15400ms node-to-node, 4hops, 6versions (13 first, 19 discovered)
leader L15 of team T7 discovered at 46130.000000 that M138 is in danger (after 15813ms proces-to-process, 15576ms node-to-node, 9hops, 3versions (14 first, 17 discovered)
leader L15 of team T7 never discovered that M146 is in danger from 29803.
leader L15 of team T7 discovered at 26979.000000 that M134 is in danger (after 6559ms proces-to-process, 4188ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L15 of team T7 discovered at 21899.000000 that M135 is in danger (after 4004ms proces-to-process, 2229ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L15 of team T7 discovered at 47598.000000 that M143 is in danger (after 21320ms proces-to-process, 19044ms node-to-node, 10hops, 2versions (12 first, 14 discovered)
leader L15 of team T7 discovered at 30166.000000 that M140 is in danger (after 2727ms proces-to-process, 2654ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 25129.000000 that M141 is in danger (after 8609ms proces-to-process, 7845ms node-to-node, 2hops, 2versions (7 first, 9 discovered)
leader L15 of team T7 discovered at 35746.000000 that M142 is in danger (after 16138ms proces-to-process, 14513ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 never discovered that M85 is in danger from 16218.
leader L8 of team T4 discovered at 39832.000000 that M77 is in danger (after 23017ms proces-to-process, 20198ms node-to-node, 5hops, 3versions (8 first, 11 discovered)
leader L8 of team T4 discovered at 31524.000000 that M76 is in danger (after 6244ms proces-to-process, 2529ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 34421.000000 that M75 is in danger (after 12453ms proces-to-process, 10877ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L8 of team T4 never discovered that M89 is in danger from 26826.
leader L8 of team T4 discovered at 31524.000000 that M86 is in danger (after 12543ms proces-to-process, 9693ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L8 of team T4 never discovered that M87 is in danger from 26265.
leader L8 of team T4 discovered at 35247.000000 that M79 is in danger (after 16818ms proces-to-process, 15535ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L8 of team T4 discovered at 36254.000000 that M78 is in danger (after 16945ms proces-to-process, 15280ms node-to-node, 6hops, 4versions (9 first, 13 discovered)
leader L8 of team T4 discovered at 44027.000000 that M82 is in danger (after 20768ms proces-to-process, 19945ms node-to-node, 6hops, 6versions (11 first, 17 discovered)
leader L8 of team T4 discovered at 44027.000000 that M83 is in danger (after 13432ms proces-to-process, 11015ms node-to-node, 8hops, 0versions (15 first, 15 discovered)
leader L8 of team T4 discovered at 28862.000000 that M80 is in danger (after 11849ms proces-to-process, 10505ms node-to-node, 4hops, 2versions (7 first, 9 discovered)
leader L8 of team T4 discovered at 27198.000000 that M81 is in danger (after 6251ms proces-to-process, 4754ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L8 of team T4 never discovered that M93 is in danger from 24742.
leader L8 of team T4 discovered at 52753.000000 that M94 is in danger (after 26056ms proces-to-process, 25626ms node-to-node, 10hops, 8versions (12 first, 20 discovered)
leader L8 of team T4 discovered at 48244.000000 that M88 is in danger (after 19414ms proces-to-process, 18918ms node-to-node, 7hops, 4versions (13 first, 17 discovered)
leader L8 of team T4 discovered at 47252.000000 that M92 is in danger (after 29903ms proces-to-process, 26662ms node-to-node, 10hops, 2versions (9 first, 11 discovered)
leader L8 of team T4 discovered at 29816.000000 that M84 is in danger (after 10882ms proces-to-process, 7931ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 57975.000000 that M90 is in danger (after 32095ms proces-to-process, 28759ms node-to-node, 4hops, 10versions (13 first, 23 discovered)
leader L9 of team T4 never discovered that M85 is in danger from 16218.
leader L9 of team T4 discovered at 40184.000000 that M77 is in danger (after 23369ms proces-to-process, 20296ms node-to-node, 8hops, 3versions (8 first, 11 discovered)
leader L9 of team T4 discovered at 49585.000000 that M76 is in danger (after 24305ms proces-to-process, 20467ms node-to-node, 13hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 48721.000000 that M75 is in danger (after 26753ms proces-to-process, 24779ms node-to-node, 8hops, 4versions (11 first, 15 discovered)
leader L9 of team T4 never discovered that M89 is in danger from 26826.
leader L9 of team T4 discovered at 35898.000000 that M86 is in danger (after 16917ms proces-to-process, 13849ms node-to-node, 10hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 35156.000000 that M87 is in danger (after 8891ms proces-to-process, 7812ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 48090.000000 that M79 is in danger (after 29661ms proces-to-process, 28230ms node-to-node, 5hops, 5versions (9 first, 14 discovered)
leader L9 of team T4 discovered at 30996.000000 that M78 is in danger (after 11687ms proces-to-process, 10249ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 41337.000000 that M82 is in danger (after 18078ms proces-to-process, 17068ms node-to-node, 8hops, 3versions (11 first, 14 discovered)
leader L9 of team T4 discovered at 51784.000000 that M83 is in danger (after 21189ms proces-to-process, 18269ms node-to-node, 3hops, 2versions (15 first, 17 discovered)
leader L9 of team T4 discovered at 31352.000000 that M80 is in danger (after 14339ms proces-to-process, 13709ms node-to-node, 5hops, 1versions (7 first, 8 discovered)
leader L9 of team T4 discovered at 44391.000000 that M81 is in danger (after 23444ms proces-to-process, 22379ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 30996.000000 that M93 is in danger (after 6254ms proces-to-process, 5302ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L9 of team T4 discovered at 40184.000000 that M94 is in danger (after 13487ms proces-to-process, 12662ms node-to-node, 2hops, 3versions (12 first, 15 discovered)
leader L9 of team T4 discovered at 30996.000000 that M88 is in danger (after 2166ms proces-to-process, 1582ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L9 of team T4 discovered at 27271.000000 that M92 is in danger (after 9922ms proces-to-process, 6622ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 34720.000000 that M84 is in danger (after 15786ms proces-to-process, 13052ms node-to-node, 2hops, 4versions (9 first, 13 discovered)
leader L9 of team T4 discovered at 40184.000000 that M90 is in danger (after 14304ms proces-to-process, 11042ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 29103.000000 that M99 is in danger (after 8578ms proces-to-process, 5633ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L10 of team T5 discovered at 32210.000000 that M98 is in danger (after 9357ms proces-to-process, 9170ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L10 of team T5 discovered at 23298.000000 that M100 is in danger (after 1774ms proces-to-process, 267ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 38562.000000 that M101 is in danger (after 13058ms proces-to-process, 11611ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 54225.000000 that M106 is in danger (after 30326ms proces-to-process, 29032ms node-to-node, 10hops, 3versions (11 first, 14 discovered)
leader L10 of team T5 discovered at 29103.000000 that M107 is in danger (after 12761ms proces-to-process, 11211ms node-to-node, 10hops, 1versions (8 first, 9 discovered)
leader L10 of team T5 discovered at 48331.000000 that M104 is in danger (after 25287ms proces-to-process, 21708ms node-to-node, 7hops, 5versions (12 first, 17 discovered)
leader L10 of team T5 discovered at 41186.000000 that M103 is in danger (after 21247ms proces-to-process, 19306ms node-to-node, 7hops, 4versions (10 first, 14 discovered)
leader L10 of team T5 discovered at 34643.000000 that M91 is in danger (after 4834ms proces-to-process, 2331ms node-to-node, 1hops, 1versions (15 first, 16 discovered)
leader L10 of team T5 discovered at 46183.000000 that M111 is in danger (after 26619ms proces-to-process, 23951ms node-to-node, 9hops, 8versions (10 first, 18 discovered)
leader L10 of team T5 discovered at 32876.000000 that M108 is in danger (after 14282ms proces-to-process, 11453ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L10 of team T5 discovered at 38562.000000 that M105 is in danger (after 17943ms proces-to-process, 15659ms node-to-node, 8hops, 1versions (10 first, 11 discovered)
leader L10 of team T5 discovered at 43973.000000 that M95 is in danger (after 18377ms proces-to-process, 16222ms node-to-node, 2hops, 7versions (12 first, 19 discovered)
leader L10 of team T5 discovered at 39188.000000 that M110 is in danger (after 8612ms proces-to-process, 7430ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
