Config: 
--------------------------------------------
leader L4 of team T2 discovered at 20077.000000 that M54 is in danger (after 1564ms proces-to-process, 470ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 25174.000000 that M52 is in danger (after 1461ms proces-to-process, 706ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 25789.000000 that M37 is in danger (after 2857ms proces-to-process, 1406ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 33604.000000 that M43 is in danger (after 12469ms proces-to-process, 9472ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 discovered at 20038.000000 that M53 is in danger (after 4364ms proces-to-process, 3135ms node-to-node, 2hops, 1versions (7 first, 8 discovered)
leader L5 of team T2 discovered at 33604.000000 that M41 is in danger (after 6377ms proces-to-process, 4889ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 30069.000000 that M46 is in danger (after 4566ms proces-to-process, 3825ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 20038.000000 that M47 is in danger (after 2615ms proces-to-process, 566ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 36590.000000 that M44 is in danger (after 12175ms proces-to-process, 10181ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 24376.000000 that M45 is in danger (after 1988ms proces-to-process, 1566ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 45890.000000 that M42 is in danger (after 16039ms proces-to-process, 14988ms node-to-node, 2hops, 5versions (14 first, 19 discovered)
leader L5 of team T2 discovered at 28202.000000 that M57 is in danger (after 2320ms proces-to-process, 1789ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 25174.000000 that M56 is in danger (after 6052ms proces-to-process, 4351ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L6 of team T3 discovered at 17452.000000 that M55 is in danger (after 1197ms proces-to-process, 100ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L6 of team T3 discovered at 27130.000000 that M60 is in danger (after 1694ms proces-to-process, 1379ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 23399.000000 that M62 is in danger (after 5318ms proces-to-process, 3059ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L6 of team T3 discovered at 32297.000000 that M63 is in danger (after 7794ms proces-to-process, 6348ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 35728.000000 that M64 is in danger (after 8718ms proces-to-process, 8069ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 34030.000000 that M65 is in danger (after 8722ms proces-to-process, 7930ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 40160.000000 that M66 is in danger (after 11942ms proces-to-process, 10001ms node-to-node, 7hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 42687.000000 that M61 is in danger (after 12685ms proces-to-process, 11240ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L6 of team T3 discovered at 28525.000000 that M68 is in danger (after 5801ms proces-to-process, 5573ms node-to-node, 8hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 28525.000000 that M69 is in danger (after 8032ms proces-to-process, 5080ms node-to-node, 9hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 27130.000000 that M67 is in danger (after 7528ms proces-to-process, 6785ms node-to-node, 10hops, 2versions (8 first, 10 discovered)
leader L6 of team T3 discovered at 29275.000000 that M59 is in danger (after 2225ms proces-to-process, 104ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 29275.000000 that M58 is in danger (after 314ms proces-to-process, 27ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 40160.000000 that M71 is in danger (after 13087ms proces-to-process, 10984ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 39318.000000 that M72 is in danger (after 9734ms proces-to-process, 6765ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 28525.000000 that M73 is in danger (after 6621ms proces-to-process, 5097ms node-to-node, 11hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 31234.000000 that M70 is in danger (after 8923ms proces-to-process, 7749ms node-to-node, 8hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 35201.000000 that M75 is in danger (after 13233ms proces-to-process, 11671ms node-to-node, 6hops, 2versions (11 first, 13 discovered)
leader L6 of team T3 discovered at 32794.000000 that M74 is in danger (after 9147ms proces-to-process, 7487ms node-to-node, 8hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 never discovered that M76 is in danger from 25280.
leader L7 of team T3 discovered at 20710.000000 that M55 is in danger (after 4455ms proces-to-process, 3864ms node-to-node, 11hops, 0versions (7 first, 7 discovered)
leader L7 of team T3 discovered at 28098.000000 that M60 is in danger (after 2662ms proces-to-process, 2477ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 21724.000000 that M62 is in danger (after 3643ms proces-to-process, 817ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 26262.000000 that M63 is in danger (after 1759ms proces-to-process, 260ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 28098.000000 that M64 is in danger (after 1088ms proces-to-process, 34ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 35108.000000 that M65 is in danger (after 9800ms proces-to-process, 9017ms node-to-node, 5hops, 3versions (12 first, 15 discovered)
leader L7 of team T3 discovered at 33673.000000 that M66 is in danger (after 5455ms proces-to-process, 3406ms node-to-node, 8hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 35481.000000 that M61 is in danger (after 5479ms proces-to-process, 4092ms node-to-node, 9hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 24186.000000 that M68 is in danger (after 1462ms proces-to-process, 944ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 28519.000000 that M69 is in danger (after 8026ms proces-to-process, 5531ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 20710.000000 that M67 is in danger (after 1108ms proces-to-process, 436ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 discovered at 37728.000000 that M59 is in danger (after 10678ms proces-to-process, 8664ms node-to-node, 9hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 37728.000000 that M58 is in danger (after 8767ms proces-to-process, 8563ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 36185.000000 that M71 is in danger (after 9112ms proces-to-process, 7196ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 35108.000000 that M72 is in danger (after 5524ms proces-to-process, 2925ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 24186.000000 that M73 is in danger (after 2282ms proces-to-process, 845ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 28519.000000 that M70 is in danger (after 6208ms proces-to-process, 5036ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 27137.000000 that M75 is in danger (after 5169ms proces-to-process, 3430ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L7 of team T3 discovered at 28098.000000 that M74 is in danger (after 4451ms proces-to-process, 2456ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 never discovered that M76 is in danger from 25280.
leader L0 of team T0 discovered at 31697.000000 that M11 is in danger (after 8284ms proces-to-process, 6763ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 39672.000000 that M17 is in danger (after 11260ms proces-to-process, 9233ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 25671.000000 that M10 is in danger (after 5953ms proces-to-process, 4543ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 31697.000000 that M16 is in danger (after 10265ms proces-to-process, 6261ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 30730.000000 that M20 is in danger (after 2492ms proces-to-process, 610ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 24240.000000 that M13 is in danger (after 5998ms proces-to-process, 2830ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 27687.000000 that M22 is in danger (after 7697ms proces-to-process, 6236ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 19643.000000 that M18 is in danger (after 3391ms proces-to-process, 2624ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L0 of team T0 discovered at 24646.000000 that M5 is in danger (after 5089ms proces-to-process, 4858ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 22648.000000 that M4 is in danger (after 516ms proces-to-process, 241ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L0 of team T0 discovered at 35593.000000 that M7 is in danger (after 5770ms proces-to-process, 4246ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 25361.000000 that M6 is in danger (after 2890ms proces-to-process, 1208ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 26382.000000 that M1 is in danger (after 1538ms proces-to-process, 188ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 24240.000000 that M0 is in danger (after 3602ms proces-to-process, 2809ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 never discovered that M3 is in danger from 18763.
leader L0 of team T0 discovered at 31697.000000 that M2 is in danger (after 4267ms proces-to-process, 2333ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 22026.000000 that M15 is in danger (after 2956ms proces-to-process, 1322ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 43613.000000 that M12 is in danger (after 17276ms proces-to-process, 16599ms node-to-node, 7hops, 4versions (12 first, 16 discovered)
leader L0 of team T0 discovered at 34418.000000 that M9 is in danger (after 4060ms proces-to-process, 3321ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 22026.000000 that M8 is in danger (after 4646ms proces-to-process, 4487ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L0 of team T0 discovered at 24646.000000 that M14 is in danger (after 4187ms proces-to-process, 3785ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 25751.000000 that M11 is in danger (after 2338ms proces-to-process, 328ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 41492.000000 that M17 is in danger (after 13080ms proces-to-process, 11064ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 27002.000000 that M10 is in danger (after 7284ms proces-to-process, 5495ms node-to-node, 1hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 29745.000000 that M16 is in danger (after 8313ms proces-to-process, 4416ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 34740.000000 that M20 is in danger (after 6502ms proces-to-process, 4178ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 29037.000000 that M13 is in danger (after 10795ms proces-to-process, 8253ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 28370.000000 that M22 is in danger (after 8380ms proces-to-process, 7088ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 23759.000000 that M18 is in danger (after 7507ms proces-to-process, 6778ms node-to-node, 7hops, 0versions (7 first, 7 discovered)
leader L1 of team T0 discovered at 29037.000000 that M5 is in danger (after 9480ms proces-to-process, 8732ms node-to-node, 2hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 33220.000000 that M4 is in danger (after 11088ms proces-to-process, 10664ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L1 of team T0 discovered at 39049.000000 that M7 is in danger (after 9226ms proces-to-process, 7323ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 30195.000000 that M6 is in danger (after 7724ms proces-to-process, 6044ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 31772.000000 that M1 is in danger (after 6928ms proces-to-process, 5764ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 27177.000000 that M0 is in danger (after 6539ms proces-to-process, 6035ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 never discovered that M3 is in danger from 18763.
leader L1 of team T0 discovered at 37851.000000 that M2 is in danger (after 10421ms proces-to-process, 8208ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 27002.000000 that M15 is in danger (after 7932ms proces-to-process, 6431ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 34740.000000 that M12 is in danger (after 8403ms proces-to-process, 7449ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 34740.000000 that M9 is in danger (after 4382ms proces-to-process, 3678ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 24969.000000 that M8 is in danger (after 7589ms proces-to-process, 7203ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 29037.000000 that M14 is in danger (after 8578ms proces-to-process, 7964ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 25094.000000 that M32 is in danger (after 3988ms proces-to-process, 2772ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L2 of team T1 discovered at 39074.000000 that M34 is in danger (after 8750ms proces-to-process, 7762ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L2 of team T1 discovered at 36113.000000 that M28 is in danger (after 11298ms proces-to-process, 8917ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L2 of team T1 discovered at 31124.000000 that M29 is in danger (after 7052ms proces-to-process, 5757ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 27314.000000 that M38 is in danger (after 1558ms proces-to-process, 1178ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 41607.000000 that M24 is in danger (after 11396ms proces-to-process, 7559ms node-to-node, 3hops, 2versions (15 first, 17 discovered)
leader L2 of team T1 discovered at 31981.000000 that M25 is in danger (after 3895ms proces-to-process, 1274ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 38635.000000 that M26 is in danger (after 8316ms proces-to-process, 5959ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L2 of team T1 discovered at 26743.000000 that M27 is in danger (after 3917ms proces-to-process, 1694ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 34984.000000 that M33 is in danger (after 7328ms proces-to-process, 5487ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 23340.000000 that M21 is in danger (after 5693ms proces-to-process, 4643ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L2 of team T1 discovered at 21789.000000 that M31 is in danger (after 4128ms proces-to-process, 2910ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L2 of team T1 discovered at 31981.000000 that M23 is in danger (after 5254ms proces-to-process, 4656ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 28631.000000 that M40 is in danger (after 5366ms proces-to-process, 2140ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 19056.000000 that M36 is in danger (after 3411ms proces-to-process, 1231ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L2 of team T1 discovered at 33914.000000 that M19 is in danger (after 4753ms proces-to-process, 3292ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 32655.000000 that M30 is in danger (after 4275ms proces-to-process, 3328ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 38635.000000 that M35 is in danger (after 10760ms proces-to-process, 7046ms node-to-node, 8hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 29664.000000 that M32 is in danger (after 8558ms proces-to-process, 7464ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 discovered at 35988.000000 that M34 is in danger (after 5664ms proces-to-process, 4685ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 32286.000000 that M28 is in danger (after 7471ms proces-to-process, 5209ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 36941.000000 that M29 is in danger (after 12869ms proces-to-process, 11994ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 32793.000000 that M38 is in danger (after 7037ms proces-to-process, 6443ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 50119.000000 that M24 is in danger (after 19908ms proces-to-process, 16900ms node-to-node, 4hops, 4versions (15 first, 19 discovered)
leader L3 of team T1 discovered at 35475.000000 that M25 is in danger (after 7389ms proces-to-process, 4822ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 41470.000000 that M26 is in danger (after 11151ms proces-to-process, 8151ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 30900.000000 that M27 is in danger (after 8074ms proces-to-process, 6181ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 35475.000000 that M33 is in danger (after 7819ms proces-to-process, 5356ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 24644.000000 that M21 is in danger (after 6997ms proces-to-process, 6016ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L3 of team T1 discovered at 30900.000000 that M31 is in danger (after 13239ms proces-to-process, 11571ms node-to-node, 5hops, 3versions (8 first, 11 discovered)
leader L3 of team T1 discovered at 27481.000000 that M23 is in danger (after 754ms proces-to-process, 60ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 31541.000000 that M40 is in danger (after 8276ms proces-to-process, 5638ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 25912.000000 that M36 is in danger (after 10267ms proces-to-process, 7776ms node-to-node, 4hops, 2versions (7 first, 9 discovered)
leader L3 of team T1 discovered at 39375.000000 that M19 is in danger (after 10214ms proces-to-process, 8677ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 36941.000000 that M30 is in danger (after 8561ms proces-to-process, 7140ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 35988.000000 that M35 is in danger (after 8113ms proces-to-process, 4635ms node-to-node, 4hops, 0versions (14 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=6792.166667, min=314, max=19908, median=6557
Node-2-node response time: avg=5220.613333, min=27, max=17699, median=4827
Hops: avg=4.020000, min=1, max=11, median=4
Process-2-process response time / 1 hop: avg=2114.820000, min=258, max=8403, median=1630
Node-2-node response time / 1 hop: avg=1540.073333, min=27, max=7494, median=1162
Version difference: avg=0.673333, min=0, max=5, median=0
Ratio of leader discoveries: 150 of 154 (97.402597%)
Ratio of discoveries regardless the number of leaders: 75 of 77 (97.402597%)
