Config: 
--------------------------------------------
leader L16 of team T8 discovered at 40026.000000 that M160 is in danger (after 24378ms proces-to-process, 21319ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L17 of team T8 never discovered that M155 is in danger from 21235.
leader L17 of team T8 never discovered that M154 is in danger from 22889.
leader L17 of team T8 discovered at 50428.000000 that M156 is in danger (after 26821ms proces-to-process, 25348ms node-to-node, 8hops, 7versions (11 first, 18 discovered)
leader L17 of team T8 discovered at 36738.000000 that M159 is in danger (after 20009ms proces-to-process, 17107ms node-to-node, 10hops, 1versions (8 first, 9 discovered)
leader L17 of team T8 discovered at 50428.000000 that M158 is in danger (after 31808ms proces-to-process, 30564ms node-to-node, 15hops, 5versions (9 first, 14 discovered)
leader L17 of team T8 discovered at 24890.000000 that M148 is in danger (after 548ms proces-to-process, 270ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L17 of team T8 never discovered that M149 is in danger from 23031.
leader L18 of team T9 discovered at 59616.000000 that M168 is in danger (after 31854ms proces-to-process, 30983ms node-to-node, 6hops, 6versions (14 first, 20 discovered)
leader L18 of team T9 discovered at 45454.000000 that M169 is in danger (after 19768ms proces-to-process, 19214ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L18 of team T9 discovered at 37205.000000 that M179 is in danger (after 14253ms proces-to-process, 12471ms node-to-node, 6hops, 2versions (11 first, 13 discovered)
leader L18 of team T9 discovered at 36612.000000 that M178 is in danger (after 12575ms proces-to-process, 12015ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L18 of team T9 discovered at 38108.000000 that M173 is in danger (after 11737ms proces-to-process, 9838ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L18 of team T9 discovered at 34051.000000 that M172 is in danger (after 15066ms proces-to-process, 13780ms node-to-node, 10hops, 1versions (8 first, 9 discovered)
leader L18 of team T9 never discovered that M162 is in danger from 22043.
leader L18 of team T9 discovered at 48436.000000 that M170 is in danger (after 20910ms proces-to-process, 18383ms node-to-node, 9hops, 3versions (13 first, 16 discovered)
leader L18 of team T9 discovered at 56573.000000 that M164 is in danger (after 39634ms proces-to-process, 38220ms node-to-node, 6hops, 6versions (8 first, 14 discovered)
leader L18 of team T9 discovered at 46763.000000 that M165 is in danger (after 16341ms proces-to-process, 14285ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L18 of team T9 discovered at 31520.000000 that M166 is in danger (after 13554ms proces-to-process, 11546ms node-to-node, 6hops, 3versions (8 first, 11 discovered)
leader L18 of team T9 discovered at 47530.000000 that M167 is in danger (after 22340ms proces-to-process, 20654ms node-to-node, 12hops, 0versions (12 first, 12 discovered)
leader L18 of team T9 discovered at 34051.000000 that M182 is in danger (after 6077ms proces-to-process, 5125ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L18 of team T9 discovered at 32374.000000 that M175 is in danger (after 5307ms proces-to-process, 1364ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L18 of team T9 discovered at 22351.000000 that M183 is in danger (after 1953ms proces-to-process, 1419ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L18 of team T9 discovered at 47849.000000 that M180 is in danger (after 26491ms proces-to-process, 26453ms node-to-node, 7hops, 8versions (9 first, 17 discovered)
leader L18 of team T9 discovered at 40767.000000 that M176 is in danger (after 10934ms proces-to-process, 9861ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L18 of team T9 discovered at 47530.000000 that M177 is in danger (after 25727ms proces-to-process, 24546ms node-to-node, 3hops, 5versions (10 first, 15 discovered)
leader L18 of team T9 discovered at 36340.000000 that M174 is in danger (after 7594ms proces-to-process, 6272ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L18 of team T9 discovered at 30078.000000 that M171 is in danger (after 13419ms proces-to-process, 12352ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L18 of team T9 discovered at 41490.000000 that M184 is in danger (after 18433ms proces-to-process, 14986ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L19 of team T9 discovered at 56832.000000 that M168 is in danger (after 29070ms proces-to-process, 27736ms node-to-node, 4hops, 6versions (14 first, 20 discovered)
leader L19 of team T9 discovered at 43840.000000 that M169 is in danger (after 18154ms proces-to-process, 17384ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L19 of team T9 discovered at 35257.000000 that M179 is in danger (after 12305ms proces-to-process, 10433ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L19 of team T9 discovered at 42166.000000 that M178 is in danger (after 18129ms proces-to-process, 17429ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L19 of team T9 discovered at 49136.000000 that M173 is in danger (after 22765ms proces-to-process, 21030ms node-to-node, 4hops, 7versions (12 first, 19 discovered)
leader L19 of team T9 discovered at 59466.000000 that M172 is in danger (after 40481ms proces-to-process, 39297ms node-to-node, 10hops, 11versions (8 first, 19 discovered)
leader L19 of team T9 never discovered that M162 is in danger from 22043.
leader L19 of team T9 discovered at 43840.000000 that M170 is in danger (after 16314ms proces-to-process, 13400ms node-to-node, 2hops, 3versions (13 first, 16 discovered)
leader L19 of team T9 discovered at 54236.000000 that M164 is in danger (after 37297ms proces-to-process, 35475ms node-to-node, 4hops, 6versions (8 first, 14 discovered)
leader L19 of team T9 discovered at 47904.000000 that M165 is in danger (after 17482ms proces-to-process, 14900ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L19 of team T9 discovered at 32943.000000 that M166 is in danger (after 14977ms proces-to-process, 13316ms node-to-node, 7hops, 3versions (8 first, 11 discovered)
leader L19 of team T9 discovered at 49136.000000 that M167 is in danger (after 23946ms proces-to-process, 21764ms node-to-node, 6hops, 5versions (12 first, 17 discovered)
leader L19 of team T9 discovered at 44228.000000 that M182 is in danger (after 16254ms proces-to-process, 15517ms node-to-node, 5hops, 4versions (13 first, 17 discovered)
leader L19 of team T9 discovered at 32227.000000 that M175 is in danger (after 5160ms proces-to-process, 1364ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L19 of team T9 discovered at 30252.000000 that M183 is in danger (after 9854ms proces-to-process, 8578ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L19 of team T9 discovered at 48106.000000 that M180 is in danger (after 26748ms proces-to-process, 26577ms node-to-node, 8hops, 9versions (9 first, 18 discovered)
leader L19 of team T9 discovered at 43840.000000 that M176 is in danger (after 14007ms proces-to-process, 12102ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L19 of team T9 discovered at 47904.000000 that M177 is in danger (after 26101ms proces-to-process, 24862ms node-to-node, 4hops, 5versions (10 first, 15 discovered)
leader L19 of team T9 discovered at 38813.000000 that M174 is in danger (after 10067ms proces-to-process, 9211ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L19 of team T9 discovered at 30836.000000 that M171 is in danger (after 14177ms proces-to-process, 12998ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L19 of team T9 discovered at 43840.000000 that M184 is in danger (after 20783ms proces-to-process, 16737ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L12 of team T6 discovered at 56586.000000 that M124 is in danger (after 30582ms proces-to-process, 29080ms node-to-node, 9hops, 3versions (13 first, 16 discovered)
leader L12 of team T6 discovered at 34961.000000 that M125 is in danger (after 11327ms proces-to-process, 9431ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L12 of team T6 discovered at 49095.000000 that M126 is in danger (after 22686ms proces-to-process, 20895ms node-to-node, 7hops, 5versions (13 first, 18 discovered)
leader L12 of team T6 discovered at 34961.000000 that M116 is in danger (after 17033ms proces-to-process, 15743ms node-to-node, 6hops, 3versions (8 first, 11 discovered)
leader L12 of team T6 discovered at 34961.000000 that M119 is in danger (after 8915ms proces-to-process, 5696ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L12 of team T6 discovered at 51543.000000 that M118 is in danger (after 24253ms proces-to-process, 20996ms node-to-node, 2hops, 9versions (14 first, 23 discovered)
leader L12 of team T6 discovered at 44039.000000 that M122 is in danger (after 27992ms proces-to-process, 26274ms node-to-node, 4hops, 9versions (7 first, 16 discovered)
leader L12 of team T6 discovered at 56586.000000 that M123 is in danger (after 33332ms proces-to-process, 31418ms node-to-node, 3hops, 13versions (11 first, 24 discovered)
leader L12 of team T6 discovered at 34961.000000 that M115 is in danger (after 4929ms proces-to-process, 4578ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L12 of team T6 discovered at 43107.000000 that M114 is in danger (after 25763ms proces-to-process, 24412ms node-to-node, 2hops, 5versions (8 first, 13 discovered)
leader L12 of team T6 never discovered that M108 is in danger from 18594.
leader L12 of team T6 discovered at 53019.000000 that M109 is in danger (after 36680ms proces-to-process, 35156ms node-to-node, 3hops, 11versions (7 first, 18 discovered)
leader L12 of team T6 discovered at 27496.000000 that M111 is in danger (after 7932ms proces-to-process, 5073ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L12 of team T6 discovered at 36306.000000 that M129 is in danger (after 16840ms proces-to-process, 16151ms node-to-node, 7hops, 4versions (8 first, 12 discovered)
leader L12 of team T6 discovered at 44876.000000 that M113 is in danger (after 15721ms proces-to-process, 13981ms node-to-node, 4hops, 3versions (14 first, 17 discovered)
leader L12 of team T6 discovered at 45263.000000 that M128 is in danger (after 24233ms proces-to-process, 23042ms node-to-node, 4hops, 3versions (10 first, 13 discovered)
leader L12 of team T6 discovered at 27028.000000 that M120 is in danger (after 2917ms proces-to-process, 29ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L12 of team T6 discovered at 50721.000000 that M117 is in danger (after 26172ms proces-to-process, 22762ms node-to-node, 7hops, 8versions (13 first, 21 discovered)
leader L12 of team T6 discovered at 57791.000000 that M121 is in danger (after 29146ms proces-to-process, 28419ms node-to-node, 10hops, 3versions (13 first, 16 discovered)
leader L13 of team T6 discovered at 39998.000000 that M124 is in danger (after 13994ms proces-to-process, 12470ms node-to-node, 2hops, 3versions (13 first, 16 discovered)
leader L13 of team T6 discovered at 27770.000000 that M125 is in danger (after 4136ms proces-to-process, 2013ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L13 of team T6 discovered at 36484.000000 that M126 is in danger (after 10075ms proces-to-process, 7962ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L13 of team T6 discovered at 21547.000000 that M116 is in danger (after 3619ms proces-to-process, 2614ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L13 of team T6 discovered at 31893.000000 that M119 is in danger (after 5847ms proces-to-process, 2009ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L13 of team T6 discovered at 31164.000000 that M118 is in danger (after 3874ms proces-to-process, 1002ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L13 of team T6 discovered at 30061.000000 that M122 is in danger (after 14014ms proces-to-process, 12371ms node-to-node, 11hops, 4versions (7 first, 11 discovered)
leader L13 of team T6 discovered at 32376.000000 that M123 is in danger (after 9122ms proces-to-process, 6883ms node-to-node, 9hops, 2versions (11 first, 13 discovered)
leader L13 of team T6 discovered at 40463.000000 that M115 is in danger (after 10431ms proces-to-process, 9933ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L13 of team T6 discovered at 38957.000000 that M114 is in danger (after 21613ms proces-to-process, 20505ms node-to-node, 7hops, 5versions (8 first, 13 discovered)
leader L13 of team T6 discovered at 33043.000000 that M108 is in danger (after 14449ms proces-to-process, 11726ms node-to-node, 1hops, 3versions (9 first, 12 discovered)
leader L13 of team T6 discovered at 26791.000000 that M109 is in danger (after 10452ms proces-to-process, 8509ms node-to-node, 3hops, 1versions (7 first, 8 discovered)
leader L13 of team T6 discovered at 31164.000000 that M111 is in danger (after 11600ms proces-to-process, 8687ms node-to-node, 7hops, 1versions (10 first, 11 discovered)
leader L13 of team T6 discovered at 22669.000000 that M129 is in danger (after 3203ms proces-to-process, 2490ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L13 of team T6 discovered at 34515.000000 that M113 is in danger (after 5360ms proces-to-process, 3216ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L13 of team T6 discovered at 35740.000000 that M128 is in danger (after 14710ms proces-to-process, 13149ms node-to-node, 5hops, 1versions (10 first, 11 discovered)
leader L13 of team T6 discovered at 32376.000000 that M120 is in danger (after 8265ms proces-to-process, 5526ms node-to-node, 10hops, 0versions (12 first, 12 discovered)
leader L13 of team T6 discovered at 39998.000000 that M117 is in danger (after 15449ms proces-to-process, 12170ms node-to-node, 7hops, 4versions (13 first, 17 discovered)
leader L13 of team T6 discovered at 39508.000000 that M121 is in danger (after 10863ms proces-to-process, 10413ms node-to-node, 8hops, 3versions (13 first, 16 discovered)
leader L14 of team T7 discovered at 35657.000000 that M137 is in danger (after 7778ms proces-to-process, 6806ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L14 of team T7 discovered at 50871.000000 that M136 is in danger (after 29827ms proces-to-process, 29282ms node-to-node, 8hops, 8versions (10 first, 18 discovered)
leader L14 of team T7 discovered at 41245.000000 that M135 is in danger (after 23350ms proces-to-process, 21611ms node-to-node, 10hops, 5versions (9 first, 14 discovered)
leader L14 of team T7 discovered at 34961.000000 that M134 is in danger (after 14541ms proces-to-process, 11668ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L14 of team T7 discovered at 45292.000000 that M133 is in danger (after 28020ms proces-to-process, 27802ms node-to-node, 7hops, 8versions (8 first, 16 discovered)
leader L14 of team T7 discovered at 42489.000000 that M132 is in danger (after 17245ms proces-to-process, 15404ms node-to-node, 9hops, 1versions (12 first, 13 discovered)
leader L14 of team T7 discovered at 58499.000000 that M131 is in danger (after 36264ms proces-to-process, 34480ms node-to-node, 6hops, 12versions (10 first, 22 discovered)
leader L14 of team T7 never discovered that M130 is in danger from 18357.
leader L14 of team T7 discovered at 40669.000000 that M139 is in danger (after 12163ms proces-to-process, 11762ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L14 of team T7 discovered at 58499.000000 that M138 is in danger (after 28182ms proces-to-process, 27846ms node-to-node, 8hops, 8versions (14 first, 22 discovered)
leader L14 of team T7 never discovered that M146 is in danger from 29803.
leader L14 of team T7 discovered at 42489.000000 that M147 is in danger (after 20494ms proces-to-process, 17475ms node-to-node, 6hops, 5versions (11 first, 16 discovered)
leader L14 of team T7 never discovered that M144 is in danger from 28574.
leader L14 of team T7 discovered at 31550.000000 that M127 is in danger (after 12382ms proces-to-process, 10649ms node-to-node, 10hops, 1versions (9 first, 10 discovered)
leader L14 of team T7 discovered at 35657.000000 that M142 is in danger (after 16049ms proces-to-process, 14426ms node-to-node, 7hops, 3versions (9 first, 12 discovered)
leader L14 of team T7 discovered at 37352.000000 that M143 is in danger (after 11074ms proces-to-process, 8745ms node-to-node, 8hops, 0versions (12 first, 12 discovered)
leader L14 of team T7 discovered at 31550.000000 that M140 is in danger (after 4111ms proces-to-process, 3584ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L14 of team T7 discovered at 27600.000000 that M141 is in danger (after 11080ms proces-to-process, 9743ms node-to-node, 1hops, 2versions (7 first, 9 discovered)
leader L14 of team T7 discovered at 45292.000000 that M145 is in danger (after 18169ms proces-to-process, 15657ms node-to-node, 5hops, 4versions (13 first, 17 discovered)
leader L15 of team T7 discovered at 36678.000000 that M137 is in danger (after 8799ms proces-to-process, 7393ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L15 of team T7 discovered at 26979.000000 that M136 is in danger (after 5935ms proces-to-process, 4787ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L15 of team T7 discovered at 23204.000000 that M135 is in danger (after 5309ms proces-to-process, 3388ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L15 of team T7 discovered at 26979.000000 that M134 is in danger (after 6559ms proces-to-process, 3705ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L15 of team T7 discovered at 20602.000000 that M133 is in danger (after 3330ms proces-to-process, 2980ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L15 of team T7 discovered at 36678.000000 that M132 is in danger (after 11434ms proces-to-process, 9283ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L15 of team T7 discovered at 39209.000000 that M131 is in danger (after 16974ms proces-to-process, 15114ms node-to-node, 5hops, 4versions (10 first, 14 discovered)
leader L15 of team T7 discovered at 21899.000000 that M130 is in danger (after 3542ms proces-to-process, 3183ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L15 of team T7 discovered at 34094.000000 that M139 is in danger (after 5588ms proces-to-process, 5148ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 32598.000000 that M138 is in danger (after 2281ms proces-to-process, 2008ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L15 of team T7 discovered at 40846.000000 that M146 is in danger (after 11043ms proces-to-process, 9005ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L15 of team T7 discovered at 27680.000000 that M147 is in danger (after 5685ms proces-to-process, 2812ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L15 of team T7 discovered at 38554.000000 that M144 is in danger (after 9980ms proces-to-process, 7608ms node-to-node, 8hops, 2versions (14 first, 16 discovered)
leader L15 of team T7 discovered at 28308.000000 that M127 is in danger (after 9140ms proces-to-process, 8046ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L15 of team T7 discovered at 28308.000000 that M142 is in danger (after 8700ms proces-to-process, 6558ms node-to-node, 2hops, 2versions (9 first, 11 discovered)
leader L15 of team T7 discovered at 28855.000000 that M143 is in danger (after 2577ms proces-to-process, 798ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L15 of team T7 discovered at 28855.000000 that M140 is in danger (after 1416ms proces-to-process, 806ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 29465.000000 that M141 is in danger (after 12945ms proces-to-process, 12152ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L15 of team T7 discovered at 34094.000000 that M145 is in danger (after 6971ms proces-to-process, 4213ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 38225.000000 that M73 is in danger (after 16321ms proces-to-process, 14899ms node-to-node, 2hops, 3versions (10 first, 13 discovered)
leader L8 of team T4 discovered at 48244.000000 that M85 is in danger (after 32026ms proces-to-process, 29246ms node-to-node, 8hops, 8versions (8 first, 16 discovered)
leader L8 of team T4 discovered at 25291.000000 that M77 is in danger (after 8476ms proces-to-process, 6006ms node-to-node, 2hops, 2versions (8 first, 10 discovered)
leader L8 of team T4 discovered at 46341.000000 that M76 is in danger (after 21061ms proces-to-process, 17224ms node-to-node, 7hops, 3versions (13 first, 16 discovered)
leader L8 of team T4 discovered at 58571.000000 that M88 is in danger (after 29741ms proces-to-process, 29282ms node-to-node, 6hops, 11versions (13 first, 24 discovered)
leader L8 of team T4 discovered at 48733.000000 that M74 is in danger (after 25086ms proces-to-process, 23351ms node-to-node, 3hops, 4versions (12 first, 16 discovered)
leader L8 of team T4 discovered at 46341.000000 that M86 is in danger (after 27360ms proces-to-process, 24544ms node-to-node, 13hops, 5versions (9 first, 14 discovered)
leader L8 of team T4 discovered at 51273.000000 that M87 is in danger (after 25008ms proces-to-process, 23301ms node-to-node, 9hops, 2versions (13 first, 15 discovered)
leader L8 of team T4 discovered at 31376.000000 that M79 is in danger (after 12947ms proces-to-process, 11644ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 27198.000000 that M78 is in danger (after 7889ms proces-to-process, 6025ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L8 of team T4 discovered at 34885.000000 that M82 is in danger (after 11626ms proces-to-process, 10837ms node-to-node, 3hops, 3versions (11 first, 14 discovered)
leader L8 of team T4 discovered at 42358.000000 that M83 is in danger (after 11763ms proces-to-process, 9281ms node-to-node, 1hops, 2versions (15 first, 17 discovered)
leader L8 of team T4 discovered at 34885.000000 that M80 is in danger (after 17872ms proces-to-process, 17384ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L8 of team T4 discovered at 36254.000000 that M81 is in danger (after 15307ms proces-to-process, 13868ms node-to-node, 4hops, 4versions (9 first, 13 discovered)
leader L8 of team T4 never discovered that M94 is in danger from 26697.
leader L8 of team T4 discovered at 44602.000000 that M89 is in danger (after 17776ms proces-to-process, 16903ms node-to-node, 7hops, 4versions (13 first, 17 discovered)
leader L8 of team T4 never discovered that M90 is in danger from 25880.
leader L8 of team T4 discovered at 43310.000000 that M92 is in danger (after 25961ms proces-to-process, 23429ms node-to-node, 11hops, 3versions (9 first, 12 discovered)
leader L8 of team T4 discovered at 39207.000000 that M84 is in danger (after 20273ms proces-to-process, 16940ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 37273.000000 that M73 is in danger (after 15369ms proces-to-process, 13724ms node-to-node, 6hops, 3versions (10 first, 13 discovered)
leader L9 of team T4 discovered at 34720.000000 that M85 is in danger (after 18502ms proces-to-process, 15620ms node-to-node, 4hops, 4versions (8 first, 12 discovered)
leader L9 of team T4 discovered at 43085.000000 that M77 is in danger (after 26270ms proces-to-process, 23571ms node-to-node, 11hops, 7versions (8 first, 15 discovered)
leader L9 of team T4 discovered at 33164.000000 that M76 is in danger (after 7884ms proces-to-process, 4107ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 32489.000000 that M88 is in danger (after 3659ms proces-to-process, 2983ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 36861.000000 that M74 is in danger (after 13214ms proces-to-process, 11216ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L9 of team T4 discovered at 30267.000000 that M86 is in danger (after 11286ms proces-to-process, 8062ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 41337.000000 that M87 is in danger (after 15072ms proces-to-process, 14099ms node-to-node, 1hops, 2versions (13 first, 15 discovered)
leader L9 of team T4 discovered at 23577.000000 that M79 is in danger (after 5148ms proces-to-process, 3817ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 30996.000000 that M78 is in danger (after 11687ms proces-to-process, 10342ms node-to-node, 9hops, 1versions (9 first, 10 discovered)
leader L9 of team T4 discovered at 49585.000000 that M82 is in danger (after 26326ms proces-to-process, 25410ms node-to-node, 11hops, 9versions (11 first, 20 discovered)
leader L9 of team T4 discovered at 36861.000000 that M83 is in danger (after 6266ms proces-to-process, 3818ms node-to-node, 7hops, 0versions (15 first, 15 discovered)
leader L9 of team T4 discovered at 24729.000000 that M80 is in danger (after 7716ms proces-to-process, 7135ms node-to-node, 6hops, 0versions (7 first, 7 discovered)
leader L9 of team T4 discovered at 24729.000000 that M81 is in danger (after 3782ms proces-to-process, 2466ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L9 of team T4 discovered at 33164.000000 that M94 is in danger (after 6467ms proces-to-process, 5854ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L9 of team T4 discovered at 30996.000000 that M89 is in danger (after 4170ms proces-to-process, 3403ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 41337.000000 that M90 is in danger (after 15457ms proces-to-process, 12076ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L9 of team T4 discovered at 33164.000000 that M92 is in danger (after 15815ms proces-to-process, 12913ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 26093.000000 that M84 is in danger (after 7159ms proces-to-process, 4206ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L10 of team T5 discovered at 39089.000000 that M99 is in danger (after 18564ms proces-to-process, 16056ms node-to-node, 13hops, 2versions (10 first, 12 discovered)
leader L10 of team T5 discovered at 33439.000000 that M98 is in danger (after 10586ms proces-to-process, 10115ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L10 of team T5 discovered at 34254.000000 that M100 is in danger (after 12730ms proces-to-process, 11281ms node-to-node, 1hops, 3versions (11 first, 14 discovered)
leader L10 of team T5 discovered at 32876.000000 that M101 is in danger (after 7372ms proces-to-process, 6474ms node-to-node, 6hops, 2versions (11 first, 13 discovered)
leader L10 of team T5 discovered at 34254.000000 that M106 is in danger (after 10355ms proces-to-process, 9381ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L10 of team T5 discovered at 23678.000000 that M107 is in danger (after 7336ms proces-to-process, 5778ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L10 of team T5 discovered at 36441.000000 that M104 is in danger (after 13397ms proces-to-process, 10305ms node-to-node, 10hops, 0versions (12 first, 12 discovered)
leader L10 of team T5 discovered at 30088.000000 that M103 is in danger (after 10149ms proces-to-process, 8107ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
