Config: 
--------------------------------------------
leader L4 of team T2 discovered at 19629.000000 that M55 is in danger (after 3374ms proces-to-process, 2422ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L0 of team T0 discovered at 22648.000000 that M18 is in danger (after 6396ms proces-to-process, 5460ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L0 of team T0 discovered at 23509.000000 that M5 is in danger (after 3952ms proces-to-process, 3242ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 29195.000000 that M4 is in danger (after 7063ms proces-to-process, 4058ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 48997.000000 that M7 is in danger (after 19174ms proces-to-process, 17256ms node-to-node, 5hops, 7versions (14 first, 21 discovered)
leader L0 of team T0 discovered at 29823.000000 that M6 is in danger (after 7352ms proces-to-process, 5928ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L0 of team T0 discovered at 29823.000000 that M1 is in danger (after 4979ms proces-to-process, 4168ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 24240.000000 that M0 is in danger (after 3602ms proces-to-process, 2547ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 26382.000000 that M3 is in danger (after 7619ms proces-to-process, 5549ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L0 of team T0 discovered at 30441.000000 that M2 is in danger (after 3011ms proces-to-process, 531ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 38468.000000 that M19 is in danger (after 9307ms proces-to-process, 7770ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 24646.000000 that M15 is in danger (after 5576ms proces-to-process, 3908ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 34418.000000 that M12 is in danger (after 8081ms proces-to-process, 7170ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 35593.000000 that M9 is in danger (after 5235ms proces-to-process, 5041ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 19212.000000 that M8 is in danger (after 1832ms proces-to-process, 1414ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 24240.000000 that M14 is in danger (after 3781ms proces-to-process, 3039ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 34740.000000 that M11 is in danger (after 11327ms proces-to-process, 9080ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 23759.000000 that M21 is in danger (after 6112ms proces-to-process, 4461ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 39049.000000 that M17 is in danger (after 10637ms proces-to-process, 8523ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 25853.000000 that M10 is in danger (after 6135ms proces-to-process, 4969ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 32080.000000 that M16 is in danger (after 10648ms proces-to-process, 6775ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L1 of team T0 discovered at 27177.000000 that M13 is in danger (after 8935ms proces-to-process, 6325ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 21637.000000 that M18 is in danger (after 5385ms proces-to-process, 4525ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L1 of team T0 discovered at 23759.000000 that M5 is in danger (after 4202ms proces-to-process, 3902ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 29745.000000 that M4 is in danger (after 7613ms proces-to-process, 4328ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 35960.000000 that M7 is in danger (after 6137ms proces-to-process, 4338ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 31772.000000 that M6 is in danger (after 9301ms proces-to-process, 7226ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 31772.000000 that M1 is in danger (after 6928ms proces-to-process, 5710ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 24329.000000 that M0 is in danger (after 3691ms proces-to-process, 3276ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 29037.000000 that M3 is in danger (after 10274ms proces-to-process, 8700ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 38186.000000 that M2 is in danger (after 10756ms proces-to-process, 8777ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 37324.000000 that M19 is in danger (after 8163ms proces-to-process, 6729ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 25751.000000 that M15 is in danger (after 6681ms proces-to-process, 5324ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 40766.000000 that M12 is in danger (after 14429ms proces-to-process, 13632ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 39049.000000 that M9 is in danger (after 8691ms proces-to-process, 7951ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 20576.000000 that M8 is in danger (after 3196ms proces-to-process, 3046ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 27002.000000 that M14 is in danger (after 6543ms proces-to-process, 6130ms node-to-node, 3hops, 3versions (9 first, 12 discovered)
leader L2 of team T1 discovered at 31981.000000 that M33 is in danger (after 4325ms proces-to-process, 2047ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 41607.000000 that M34 is in danger (after 11283ms proces-to-process, 10194ms node-to-node, 8hops, 2versions (14 first, 16 discovered)
leader L2 of team T1 discovered at 27314.000000 that M28 is in danger (after 2499ms proces-to-process, 143ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 31124.000000 that M29 is in danger (after 7052ms proces-to-process, 5650ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 36113.000000 that M39 is in danger (after 12520ms proces-to-process, 10092ms node-to-node, 8hops, 2versions (12 first, 14 discovered)
leader L2 of team T1 discovered at 46054.000000 that M24 is in danger (after 15843ms proces-to-process, 12578ms node-to-node, 3hops, 1versions (15 first, 16 discovered)
leader L2 of team T1 discovered at 36113.000000 that M25 is in danger (after 8027ms proces-to-process, 5817ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 47550.000000 that M26 is in danger (after 17231ms proces-to-process, 14917ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L2 of team T1 discovered at 31124.000000 that M27 is in danger (after 8298ms proces-to-process, 6086ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L2 of team T1 discovered at 36113.000000 that M20 is in danger (after 7875ms proces-to-process, 5907ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 31124.000000 that M32 is in danger (after 10018ms proces-to-process, 8852ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L2 of team T1 discovered at 27314.000000 that M22 is in danger (after 7324ms proces-to-process, 5862ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L2 of team T1 discovered at 33056.000000 that M23 is in danger (after 6329ms proces-to-process, 5696ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L2 of team T1 discovered at 21055.000000 that M31 is in danger (after 3394ms proces-to-process, 2241ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L2 of team T1 discovered at 20575.000000 that M36 is in danger (after 4930ms proces-to-process, 2750ms node-to-node, 1hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 discovered at 37555.000000 that M30 is in danger (after 9175ms proces-to-process, 8359ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 34984.000000 that M35 is in danger (after 7109ms proces-to-process, 3734ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 29664.000000 that M33 is in danger (after 2008ms proces-to-process, 230ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 32793.000000 that M34 is in danger (after 2469ms proces-to-process, 1403ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 30900.000000 that M28 is in danger (after 6085ms proces-to-process, 3157ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 28724.000000 that M29 is in danger (after 4652ms proces-to-process, 4046ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 32793.000000 that M39 is in danger (after 9200ms proces-to-process, 7157ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L3 of team T1 discovered at 41470.000000 that M24 is in danger (after 11259ms proces-to-process, 8123ms node-to-node, 6hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 34281.000000 that M25 is in danger (after 6195ms proces-to-process, 3603ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 40408.000000 that M26 is in danger (after 10089ms proces-to-process, 7309ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 26873.000000 that M27 is in danger (after 4047ms proces-to-process, 1890ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 35475.000000 that M20 is in danger (after 7237ms proces-to-process, 5068ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 25912.000000 that M32 is in danger (after 4806ms proces-to-process, 3566ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 discovered at 25912.000000 that M22 is in danger (after 5922ms proces-to-process, 4126ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L3 of team T1 discovered at 28042.000000 that M23 is in danger (after 1315ms proces-to-process, 605ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 19800.000000 that M31 is in danger (after 2139ms proces-to-process, 615ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L3 of team T1 discovered at 21884.000000 that M36 is in danger (after 6239ms proces-to-process, 3555ms node-to-node, 3hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 discovered at 34281.000000 that M30 is in danger (after 5901ms proces-to-process, 5184ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 31541.000000 that M35 is in danger (after 3666ms proces-to-process, 202ms node-to-node, 1hops, 0versions (14 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=6830.493506, min=675, max=26257, median=6217
Node-2-node response time: avg=5164.883117, min=27, max=25071, median=4578
Hops: avg=4.084416, min=1, max=14, median=4
Process-2-process response time / 1 hop: avg=2160.811688, min=337, max=10089, median=1590
Node-2-node response time / 1 hop: avg=1558.415584, min=27, max=7309, median=1152
Version difference: avg=0.707792, min=0, max=7, median=0
Ratio of leader discoveries: 154 of 154 (100.000000%)
Ratio of discoveries regardless the number of leaders: 77 of 77 (100.000000%)
