Config: 
--------------------------------------------
leader L4 of team T2 discovered at 18235.000000 that M55 is in danger (after 1980ms proces-to-process, 910ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 20627.000000 that M55 is in danger (after 4372ms proces-to-process, 3509ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 28733.000000 that M52 is in danger (after 5374ms proces-to-process, 3292ms node-to-node, 9hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 24748.000000 that M48 is in danger (after 4955ms proces-to-process, 3451ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L5 of team T2 discovered at 25789.000000 that M49 is in danger (after 7190ms proces-to-process, 4190ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L5 of team T2 discovered at 25789.000000 that M51 is in danger (after 5120ms proces-to-process, 2626ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L5 of team T2 discovered at 25174.000000 that M50 is in danger (after 8173ms proces-to-process, 6997ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L5 of team T2 discovered at 20038.000000 that M53 is in danger (after 4364ms proces-to-process, 3181ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 35022.000000 that M38 is in danger (after 9266ms proces-to-process, 8642ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 discovered at 30663.000000 that M37 is in danger (after 7731ms proces-to-process, 5949ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 36590.000000 that M43 is in danger (after 15455ms proces-to-process, 12433ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 discovered at 42483.000000 that M40 is in danger (after 19218ms proces-to-process, 16847ms node-to-node, 6hops, 4versions (12 first, 16 discovered)
leader L5 of team T2 discovered at 32174.000000 that M41 is in danger (after 4947ms proces-to-process, 3506ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 28733.000000 that M46 is in danger (after 3230ms proces-to-process, 3141ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 25789.000000 that M47 is in danger (after 8366ms proces-to-process, 6131ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L5 of team T2 discovered at 33065.000000 that M44 is in danger (after 8650ms proces-to-process, 6575ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 discovered at 23942.000000 that M45 is in danger (after 1554ms proces-to-process, 1234ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 35022.000000 that M42 is in danger (after 5171ms proces-to-process, 3934ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L5 of team T2 discovered at 25174.000000 that M54 is in danger (after 6661ms proces-to-process, 5250ms node-to-node, 4hops, 2versions (8 first, 10 discovered)
leader L5 of team T2 discovered at 34577.000000 that M58 is in danger (after 5616ms proces-to-process, 4966ms node-to-node, 9hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 38232.000000 that M60 is in danger (after 12796ms proces-to-process, 12701ms node-to-node, 8hops, 4versions (12 first, 16 discovered)
leader L6 of team T3 discovered at 36817.000000 that M61 is in danger (after 6815ms proces-to-process, 5477ms node-to-node, 11hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 29275.000000 that M57 is in danger (after 3393ms proces-to-process, 2865ms node-to-node, 9hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 26297.000000 that M56 is in danger (after 7175ms proces-to-process, 5034ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L6 of team T3 discovered at 27688.000000 that M64 is in danger (after 678ms proces-to-process, 70ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 26297.000000 that M65 is in danger (after 989ms proces-to-process, 131ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 35728.000000 that M66 is in danger (after 7510ms proces-to-process, 5941ms node-to-node, 7hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 24899.000000 that M67 is in danger (after 5297ms proces-to-process, 4922ms node-to-node, 11hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 25257.000000 that M68 is in danger (after 2533ms proces-to-process, 2410ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 23399.000000 that M69 is in danger (after 2906ms proces-to-process, 131ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 32794.000000 that M74 is in danger (after 9147ms proces-to-process, 7468ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L6 of team T3 discovered at 31234.000000 that M59 is in danger (after 4184ms proces-to-process, 2028ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 38232.000000 that M62 is in danger (after 20151ms proces-to-process, 17453ms node-to-node, 8hops, 5versions (8 first, 13 discovered)
leader L6 of team T3 discovered at 34030.000000 that M71 is in danger (after 6957ms proces-to-process, 4428ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L6 of team T3 discovered at 35728.000000 that M72 is in danger (after 6144ms proces-to-process, 3507ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L6 of team T3 discovered at 23399.000000 that M73 is in danger (after 1495ms proces-to-process, 138ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 34030.000000 that M63 is in danger (after 9527ms proces-to-process, 7961ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L6 of team T3 discovered at 39318.000000 that M70 is in danger (after 17007ms proces-to-process, 15996ms node-to-node, 6hops, 7versions (10 first, 17 discovered)
leader L6 of team T3 discovered at 29275.000000 that M75 is in danger (after 7307ms proces-to-process, 5705ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L6 of team T3 never discovered that M76 is in danger from 25280.
leader L7 of team T3 discovered at 30055.000000 that M60 is in danger (after 4619ms proces-to-process, 4252ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 36185.000000 that M61 is in danger (after 6183ms proces-to-process, 4522ms node-to-node, 8hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 30055.000000 that M57 is in danger (after 4173ms proces-to-process, 3766ms node-to-node, 9hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 28098.000000 that M56 is in danger (after 8976ms proces-to-process, 6962ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L7 of team T3 discovered at 34351.000000 that M64 is in danger (after 7341ms proces-to-process, 6511ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L7 of team T3 discovered at 38047.000000 that M65 is in danger (after 12739ms proces-to-process, 11895ms node-to-node, 7hops, 4versions (12 first, 16 discovered)
leader L7 of team T3 discovered at 35108.000000 that M66 is in danger (after 6890ms proces-to-process, 5213ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 22221.000000 that M67 is in danger (after 2619ms proces-to-process, 2188ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 discovered at 29483.000000 that M68 is in danger (after 6759ms proces-to-process, 6180ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L7 of team T3 discovered at 30055.000000 that M69 is in danger (after 9562ms proces-to-process, 6836ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 25198.000000 that M74 is in danger (after 1551ms proces-to-process, 33ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 30055.000000 that M59 is in danger (after 3005ms proces-to-process, 629ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 32446.000000 that M62 is in danger (after 14365ms proces-to-process, 12010ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 31806.000000 that M71 is in danger (after 4733ms proces-to-process, 2843ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 34351.000000 that M72 is in danger (after 4767ms proces-to-process, 2270ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 32446.000000 that M73 is in danger (after 10542ms proces-to-process, 8599ms node-to-node, 2hops, 4versions (10 first, 14 discovered)
leader L7 of team T3 discovered at 28098.000000 that M63 is in danger (after 3595ms proces-to-process, 2109ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 27137.000000 that M70 is in danger (after 4826ms proces-to-process, 3752ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 23612.000000 that M75 is in danger (after 1644ms proces-to-process, 128ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L7 of team T3 never discovered that M76 is in danger from 25280.
leader L0 of team T0 discovered at 36797.000000 that M11 is in danger (after 13384ms proces-to-process, 11669ms node-to-node, 5hops, 5versions (12 first, 17 discovered)
leader L0 of team T0 discovered at 22026.000000 that M21 is in danger (after 4379ms proces-to-process, 2787ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 34418.000000 that M17 is in danger (after 6006ms proces-to-process, 3591ms node-to-node, 9hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 29823.000000 that M10 is in danger (after 10105ms proces-to-process, 8875ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 28136.000000 that M16 is in danger (after 6704ms proces-to-process, 2892ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 19212.000000 that M13 is in danger (after 1571ms proces-to-process, 665ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 21247.000000 that M18 is in danger (after 4995ms proces-to-process, 4373ms node-to-node, 9hops, 0versions (7 first, 7 discovered)
leader L0 of team T0 discovered at 23509.000000 that M5 is in danger (after 3952ms proces-to-process, 3486ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 39174.000000 that M4 is in danger (after 17042ms proces-to-process, 16478ms node-to-node, 5hops, 7versions (10 first, 17 discovered)
leader L0 of team T0 discovered at 33176.000000 that M7 is in danger (after 3353ms proces-to-process, 1232ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 30441.000000 that M6 is in danger (after 7970ms proces-to-process, 6322ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L0 of team T0 discovered at 30441.000000 that M1 is in danger (after 5597ms proces-to-process, 4663ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L0 of team T0 discovered at 27082.000000 that M0 is in danger (after 6444ms proces-to-process, 5671ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 never discovered that M3 is in danger from 18763.
leader L0 of team T0 discovered at 29528.000000 that M2 is in danger (after 2098ms proces-to-process, 35ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 25361.000000 that M15 is in danger (after 6291ms proces-to-process, 4748ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L0 of team T0 discovered at 30441.000000 that M12 is in danger (after 4104ms proces-to-process, 3299ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 43613.000000 that M9 is in danger (after 13255ms proces-to-process, 13028ms node-to-node, 4hops, 6versions (13 first, 19 discovered)
leader L0 of team T0 discovered at 22026.000000 that M8 is in danger (after 4646ms proces-to-process, 4525ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L0 of team T0 discovered at 27687.000000 that M14 is in danger (after 7228ms proces-to-process, 7094ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 27889.000000 that M11 is in danger (after 4476ms proces-to-process, 2708ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L1 of team T0 discovered at 22845.000000 that M21 is in danger (after 5198ms proces-to-process, 4208ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 33220.000000 that M17 is in danger (after 4808ms proces-to-process, 2760ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L1 of team T0 discovered at 29037.000000 that M10 is in danger (after 9319ms proces-to-process, 7668ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 25751.000000 that M16 is in danger (after 4319ms proces-to-process, 356ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 20764.000000 that M13 is in danger (after 3123ms proces-to-process, 2457ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 22622.000000 that M18 is in danger (after 6370ms proces-to-process, 5176ms node-to-node, 10hops, 0versions (7 first, 7 discovered)
leader L1 of team T0 discovered at 23970.000000 that M5 is in danger (after 4413ms proces-to-process, 4197ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 28370.000000 that M4 is in danger (after 6238ms proces-to-process, 6095ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L1 of team T0 discovered at 31772.000000 that M7 is in danger (after 1949ms proces-to-process, 7ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 26315.000000 that M6 is in danger (after 3844ms proces-to-process, 1991ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 27889.000000 that M1 is in danger (after 3045ms proces-to-process, 1926ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 26315.000000 that M0 is in danger (after 5677ms proces-to-process, 4969ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 never discovered that M3 is in danger from 18763.
leader L1 of team T0 discovered at 31772.000000 that M2 is in danger (after 4342ms proces-to-process, 1877ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 23759.000000 that M15 is in danger (after 4689ms proces-to-process, 3274ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 27002.000000 that M12 is in danger (after 665ms proces-to-process, 176ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 33741.000000 that M9 is in danger (after 3383ms proces-to-process, 2929ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 17714.000000 that M8 is in danger (after 334ms proces-to-process, 174ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 29899.000000 that M14 is in danger (after 9440ms proces-to-process, 9375ms node-to-node, 6hops, 4versions (9 first, 13 discovered)
leader L2 of team T1 discovered at 33056.000000 that M33 is in danger (after 5400ms proces-to-process, 3474ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 38635.000000 that M34 is in danger (after 8311ms proces-to-process, 7335ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 31981.000000 that M28 is in danger (after 7166ms proces-to-process, 4602ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 26743.000000 that M29 is in danger (after 2671ms proces-to-process, 1956ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 32655.000000 that M39 is in danger (after 9062ms proces-to-process, 6720ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L2 of team T1 discovered at 47550.000000 that M24 is in danger (after 17339ms proces-to-process, 14247ms node-to-node, 3hops, 5versions (15 first, 20 discovered)
leader L2 of team T1 discovered at 34984.000000 that M25 is in danger (after 6898ms proces-to-process, 4448ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 39768.000000 that M26 is in danger (after 9449ms proces-to-process, 7420ms node-to-node, 10hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 30001.000000 that M27 is in danger (after 7175ms proces-to-process, 5325ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 40665.000000 that M20 is in danger (after 12427ms proces-to-process, 10519ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 27314.000000 that M32 is in danger (after 6208ms proces-to-process, 5186ms node-to-node, 8hops, 1versions (10 first, 11 discovered)
leader L2 of team T1 discovered at 24551.000000 that M22 is in danger (after 4561ms proces-to-process, 3271ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L2 of team T1 discovered at 32655.000000 that M23 is in danger (after 5928ms proces-to-process, 5444ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 23340.000000 that M31 is in danger (after 5679ms proces-to-process, 4012ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L2 of team T1 discovered at 21789.000000 that M36 is in danger (after 6144ms proces-to-process, 3839ms node-to-node, 5hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 discovered at 34984.000000 that M19 is in danger (after 5823ms proces-to-process, 4162ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 33914.000000 that M30 is in danger (after 5534ms proces-to-process, 4587ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 34984.000000 that M35 is in danger (after 7109ms proces-to-process, 3206ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 36941.000000 that M33 is in danger (after 9285ms proces-to-process, 7317ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 36941.000000 that M34 is in danger (after 6617ms proces-to-process, 5180ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 29664.000000 that M28 is in danger (after 4849ms proces-to-process, 2416ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 32286.000000 that M29 is in danger (after 8214ms proces-to-process, 7531ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L3 of team T1 discovered at 34281.000000 that M39 is in danger (after 10688ms proces-to-process, 8528ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L3 of team T1 discovered at 41470.000000 that M24 is in danger (after 11259ms proces-to-process, 7349ms node-to-node, 1hops, 1versions (15 first, 16 discovered)
leader L3 of team T1 discovered at 34281.000000 that M25 is in danger (after 6195ms proces-to-process, 3833ms node-to-node, 3hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 39375.000000 that M26 is in danger (after 9056ms proces-to-process, 6835ms node-to-node, 4hops, 3versions (14 first, 17 discovered)
leader L3 of team T1 discovered at 26445.000000 that M27 is in danger (after 3619ms proces-to-process, 1677ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 37763.000000 that M20 is in danger (after 9525ms proces-to-process, 7582ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 25326.000000 that M32 is in danger (after 4220ms proces-to-process, 2791ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 discovered at 23477.000000 that M22 is in danger (after 3487ms proces-to-process, 1868ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L3 of team T1 discovered at 30900.000000 that M23 is in danger (after 4173ms proces-to-process, 2894ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 21884.000000 that M31 is in danger (after 4223ms proces-to-process, 2760ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L3 of team T1 discovered at 20920.000000 that M36 is in danger (after 5275ms proces-to-process, 2877ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 discovered at 34281.000000 that M19 is in danger (after 5120ms proces-to-process, 3737ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 35475.000000 that M30 is in danger (after 7095ms proces-to-process, 6394ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 37342.000000 that M35 is in danger (after 9467ms proces-to-process, 5846ms node-to-node, 7hops, 0versions (14 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=6425.800000, min=334, max=20151, median=5606
Node-2-node response time: avg=4875.113333, min=7, max=17453, median=4176
Hops: avg=4.733333, min=1, max=11, median=5
Process-2-process response time / 1 hop: avg=1662.500000, min=334, max=11259, median=1248
Node-2-node response time / 1 hop: avg=1165.660000, min=7, max=7582, median=827
Version difference: avg=1.020000, min=0, max=7, median=1
Ratio of leader discoveries: 150 of 154 (97.402597%)
Ratio of discoveries regardless the number of leaders: 75 of 77 (97.402597%)
