Config: 
--------------------------------------------
leader L12 of team T6 discovered at 58522.000000 that M124 is in danger (after 32518ms proces-to-process, 31054ms node-to-node, 3hops, 7versions (13 first, 20 discovered)
leader L14 of team T7 discovered at 34145.000000 that M140 is in danger (after 6706ms proces-to-process, 6116ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L14 of team T7 discovered at 26585.000000 that M141 is in danger (after 10065ms proces-to-process, 9053ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L14 of team T7 discovered at 25076.000000 that M148 is in danger (after 734ms proces-to-process, 166ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L15 of team T7 discovered at 47598.000000 that M137 is in danger (after 19719ms proces-to-process, 18020ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L15 of team T7 discovered at 33046.000000 that M136 is in danger (after 12002ms proces-to-process, 11371ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L15 of team T7 discovered at 29813.000000 that M135 is in danger (after 11918ms proces-to-process, 10185ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L15 of team T7 discovered at 36678.000000 that M134 is in danger (after 16258ms proces-to-process, 13270ms node-to-node, 7hops, 4versions (10 first, 14 discovered)
leader L15 of team T7 discovered at 42578.000000 that M133 is in danger (after 25065ms proces-to-process, 23346ms node-to-node, 6hops, 4versions (9 first, 13 discovered)
leader L15 of team T7 discovered at 45080.000000 that M132 is in danger (after 19836ms proces-to-process, 17803ms node-to-node, 9hops, 0versions (12 first, 12 discovered)
leader L15 of team T7 discovered at 43185.000000 that M131 is in danger (after 20950ms proces-to-process, 19439ms node-to-node, 6hops, 4versions (10 first, 14 discovered)
leader L15 of team T7 discovered at 45631.000000 that M128 is in danger (after 24601ms proces-to-process, 23187ms node-to-node, 6hops, 3versions (10 first, 13 discovered)
leader L15 of team T7 discovered at 29465.000000 that M129 is in danger (after 9999ms proces-to-process, 9237ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L15 of team T7 discovered at 42013.000000 that M139 is in danger (after 13507ms proces-to-process, 13037ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L15 of team T7 discovered at 36678.000000 that M138 is in danger (after 6361ms proces-to-process, 5740ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L15 of team T7 discovered at 37521.000000 that M146 is in danger (after 7718ms proces-to-process, 5630ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L15 of team T7 discovered at 24871.000000 that M147 is in danger (after 2876ms proces-to-process, 135ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L15 of team T7 discovered at 35576.000000 that M144 is in danger (after 7002ms proces-to-process, 4691ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L15 of team T7 discovered at 39710.000000 that M145 is in danger (after 12587ms proces-to-process, 10371ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L15 of team T7 discovered at 33046.000000 that M142 is in danger (after 13438ms proces-to-process, 11517ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L15 of team T7 discovered at 28308.000000 that M143 is in danger (after 2030ms proces-to-process, 47ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L15 of team T7 discovered at 35576.000000 that M140 is in danger (after 8137ms proces-to-process, 7725ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L15 of team T7 discovered at 26033.000000 that M141 is in danger (after 9513ms proces-to-process, 8392ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L15 of team T7 discovered at 24871.000000 that M148 is in danger (after 529ms proces-to-process, 363ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L8 of team T4 discovered at 32358.000000 that M73 is in danger (after 10454ms proces-to-process, 8809ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L8 of team T4 discovered at 21640.000000 that M85 is in danger (after 5422ms proces-to-process, 2844ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L8 of team T4 discovered at 23792.000000 that M77 is in danger (after 6977ms proces-to-process, 4295ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L8 of team T4 discovered at 38225.000000 that M88 is in danger (after 9395ms proces-to-process, 8906ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 32358.000000 that M75 is in danger (after 10390ms proces-to-process, 8195ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L8 of team T4 discovered at 37309.000000 that M74 is in danger (after 13662ms proces-to-process, 11568ms node-to-node, 1hops, 4versions (12 first, 16 discovered)
leader L8 of team T4 discovered at 23792.000000 that M86 is in danger (after 4811ms proces-to-process, 1408ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 33231.000000 that M87 is in danger (after 6966ms proces-to-process, 5927ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L8 of team T4 discovered at 31376.000000 that M79 is in danger (after 12947ms proces-to-process, 11451ms node-to-node, 2hops, 3versions (9 first, 12 discovered)
leader L8 of team T4 discovered at 25945.000000 that M78 is in danger (after 6636ms proces-to-process, 5046ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 25945.000000 that M82 is in danger (after 2686ms proces-to-process, 1824ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L8 of team T4 discovered at 35247.000000 that M83 is in danger (after 4652ms proces-to-process, 2009ms node-to-node, 4hops, 0versions (15 first, 15 discovered)
leader L8 of team T4 discovered at 20954.000000 that M80 is in danger (after 3941ms proces-to-process, 3565ms node-to-node, 3hops, 1versions (7 first, 8 discovered)
leader L8 of team T4 discovered at 24851.000000 that M81 is in danger (after 3904ms proces-to-process, 2688ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 36254.000000 that M89 is in danger (after 9428ms proces-to-process, 8750ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 21640.000000 that M92 is in danger (after 4291ms proces-to-process, 1562ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L8 of team T4 discovered at 25291.000000 that M84 is in danger (after 6357ms proces-to-process, 3428ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 30267.000000 that M73 is in danger (after 8363ms proces-to-process, 7001ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L9 of team T4 discovered at 27271.000000 that M85 is in danger (after 11053ms proces-to-process, 8196ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L9 of team T4 discovered at 28530.000000 that M77 is in danger (after 11715ms proces-to-process, 8792ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L9 of team T4 discovered at 41337.000000 that M88 is in danger (after 12507ms proces-to-process, 11405ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L9 of team T4 discovered at 37894.000000 that M75 is in danger (after 15926ms proces-to-process, 13805ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L9 of team T4 discovered at 50042.000000 that M74 is in danger (after 26395ms proces-to-process, 24685ms node-to-node, 6hops, 8versions (12 first, 20 discovered)
leader L9 of team T4 discovered at 27271.000000 that M86 is in danger (after 8290ms proces-to-process, 5278ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L9 of team T4 discovered at 42388.000000 that M87 is in danger (after 16123ms proces-to-process, 14393ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L9 of team T4 discovered at 41337.000000 that M79 is in danger (after 22908ms proces-to-process, 21539ms node-to-node, 7hops, 7versions (9 first, 16 discovered)
leader L9 of team T4 discovered at 31847.000000 that M78 is in danger (after 12538ms proces-to-process, 11098ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 37273.000000 that M82 is in danger (after 14014ms proces-to-process, 13492ms node-to-node, 8hops, 2versions (11 first, 13 discovered)
leader L9 of team T4 discovered at 38732.000000 that M83 is in danger (after 8137ms proces-to-process, 5674ms node-to-node, 3hops, 1versions (15 first, 16 discovered)
leader L9 of team T4 discovered at 22850.000000 that M80 is in danger (after 5837ms proces-to-process, 5329ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L9 of team T4 discovered at 30267.000000 that M81 is in danger (after 9320ms proces-to-process, 8341ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 39283.000000 that M89 is in danger (after 12457ms proces-to-process, 11805ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L9 of team T4 discovered at 29202.000000 that M92 is in danger (after 11853ms proces-to-process, 8960ms node-to-node, 9hops, 1versions (9 first, 10 discovered)
leader L9 of team T4 discovered at 29202.000000 that M84 is in danger (after 10268ms proces-to-process, 7199ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L10 of team T5 discovered at 24280.000000 that M99 is in danger (after 3755ms proces-to-process, 1436ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L10 of team T5 discovered at 37734.000000 that M98 is in danger (after 14881ms proces-to-process, 14768ms node-to-node, 7hops, 0versions (10 first, 10 discovered)
leader L10 of team T5 discovered at 37734.000000 that M100 is in danger (after 16210ms proces-to-process, 14695ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L10 of team T5 discovered at 43493.000000 that M101 is in danger (after 17989ms proces-to-process, 17217ms node-to-node, 10hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 33977.000000 that M106 is in danger (after 10078ms proces-to-process, 8615ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L10 of team T5 discovered at 18676.000000 that M107 is in danger (after 2834ms proces-to-process, 478ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L10 of team T5 discovered at 37348.000000 that M104 is in danger (after 14304ms proces-to-process, 11112ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L10 of team T5 discovered at 32876.000000 that M103 is in danger (after 12937ms proces-to-process, 10741ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L10 of team T5 discovered at 46683.000000 that M91 is in danger (after 16874ms proces-to-process, 13946ms node-to-node, 7hops, 0versions (15 first, 15 discovered)
leader L10 of team T5 discovered at 41184.000000 that M90 is in danger (after 15304ms proces-to-process, 11861ms node-to-node, 9hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 39089.000000 that M93 is in danger (after 14347ms proces-to-process, 13571ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L10 of team T5 discovered at 35696.000000 that M105 is in danger (after 15077ms proces-to-process, 12566ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L10 of team T5 discovered at 36738.000000 that M95 is in danger (after 11142ms proces-to-process, 9076ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L10 of team T5 discovered at 34254.000000 that M94 is in danger (after 7557ms proces-to-process, 7096ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L10 of team T5 discovered at 34254.000000 that M97 is in danger (after 14262ms proces-to-process, 11903ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L10 of team T5 discovered at 49993.000000 that M96 is in danger (after 22019ms proces-to-process, 21835ms node-to-node, 8hops, 4versions (13 first, 17 discovered)
leader L10 of team T5 discovered at 41184.000000 that M108 is in danger (after 22590ms proces-to-process, 19769ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L10 of team T5 discovered at 37348.000000 that M109 is in danger (after 21009ms proces-to-process, 19217ms node-to-node, 10hops, 0versions (7 first, 7 discovered)
leader L10 of team T5 discovered at 34819.000000 that M111 is in danger (after 15255ms proces-to-process, 12324ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L10 of team T5 discovered at 45985.000000 that M102 is in danger (after 18172ms proces-to-process, 17752ms node-to-node, 2hops, 3versions (13 first, 16 discovered)
leader L11 of team T5 discovered at 46023.000000 that M99 is in danger (after 25498ms proces-to-process, 22738ms node-to-node, 4hops, 5versions (10 first, 15 discovered)
leader L11 of team T5 discovered at 31896.000000 that M98 is in danger (after 9043ms proces-to-process, 8762ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L11 of team T5 discovered at 24634.000000 that M100 is in danger (after 3110ms proces-to-process, 1647ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 discovered at 35058.000000 that M101 is in danger (after 9554ms proces-to-process, 8731ms node-to-node, 11hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 38987.000000 that M106 is in danger (after 15088ms proces-to-process, 13400ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L11 of team T5 discovered at 27839.000000 that M107 is in danger (after 11997ms proces-to-process, 9824ms node-to-node, 7hops, 3versions (7 first, 10 discovered)
leader L11 of team T5 discovered at 28910.000000 that M104 is in danger (after 5866ms proces-to-process, 2579ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 26932.000000 that M103 is in danger (after 6993ms proces-to-process, 5153ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 42570.000000 that M91 is in danger (after 12761ms proces-to-process, 10097ms node-to-node, 8hops, 1versions (15 first, 16 discovered)
leader L11 of team T5 discovered at 35058.000000 that M90 is in danger (after 9178ms proces-to-process, 5750ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 46448.000000 that M93 is in danger (after 21706ms proces-to-process, 20569ms node-to-node, 5hops, 4versions (11 first, 15 discovered)
leader L11 of team T5 discovered at 28478.000000 that M105 is in danger (after 7859ms proces-to-process, 5232ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 discovered at 58976.000000 that M95 is in danger (after 33380ms proces-to-process, 31096ms node-to-node, 8hops, 11versions (12 first, 23 discovered)
leader L11 of team T5 discovered at 41031.000000 that M94 is in danger (after 14334ms proces-to-process, 13732ms node-to-node, 9hops, 2versions (12 first, 14 discovered)
leader L11 of team T5 discovered at 28014.000000 that M97 is in danger (after 8022ms proces-to-process, 5749ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L11 of team T5 discovered at 39871.000000 that M96 is in danger (after 11897ms proces-to-process, 11695ms node-to-node, 7hops, 3versions (13 first, 16 discovered)
leader L11 of team T5 discovered at 26932.000000 that M108 is in danger (after 8338ms proces-to-process, 6061ms node-to-node, 1hops, 3versions (9 first, 12 discovered)
leader L11 of team T5 discovered at 23921.000000 that M109 is in danger (after 7582ms proces-to-process, 5813ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L11 of team T5 discovered at 26395.000000 that M111 is in danger (after 6831ms proces-to-process, 3615ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 39871.000000 that M102 is in danger (after 12058ms proces-to-process, 11497ms node-to-node, 3hops, 3versions (13 first, 16 discovered)
leader L4 of team T2 discovered at 31994.000000 that M52 is in danger (after 8281ms proces-to-process, 7507ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 21132.000000 that M48 is in danger (after 1339ms proces-to-process, 103ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 discovered at 21568.000000 that M49 is in danger (after 2969ms proces-to-process, 27ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 discovered at 41303.000000 that M51 is in danger (after 20634ms proces-to-process, 18330ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L4 of team T2 discovered at 18235.000000 that M50 is in danger (after 1234ms proces-to-process, 27ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 47128.000000 that M39 is in danger (after 23535ms proces-to-process, 21519ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L4 of team T2 discovered at 48640.000000 that M38 is in danger (after 22884ms proces-to-process, 22259ms node-to-node, 8hops, 2versions (11 first, 13 discovered)
leader L4 of team T2 discovered at 52330.000000 that M42 is in danger (after 22479ms proces-to-process, 21110ms node-to-node, 3hops, 2versions (14 first, 16 discovered)
leader L4 of team T2 discovered at 52330.000000 that M43 is in danger (after 31195ms proces-to-process, 27772ms node-to-node, 8hops, 5versions (11 first, 16 discovered)
leader L4 of team T2 discovered at 20077.000000 that M53 is in danger (after 4403ms proces-to-process, 3213ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L4 of team T2 discovered at 53442.000000 that M41 is in danger (after 26215ms proces-to-process, 25086ms node-to-node, 8hops, 6versions (12 first, 18 discovered)
leader L4 of team T2 discovered at 41570.000000 that M46 is in danger (after 16067ms proces-to-process, 15836ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 48640.000000 that M47 is in danger (after 31217ms proces-to-process, 29386ms node-to-node, 3hops, 7versions (8 first, 15 discovered)
leader L4 of team T2 discovered at 51682.000000 that M44 is in danger (after 27267ms proces-to-process, 25220ms node-to-node, 9hops, 5versions (11 first, 16 discovered)
leader L4 of team T2 discovered at 34474.000000 that M45 is in danger (after 12086ms proces-to-process, 11757ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 20077.000000 that M54 is in danger (after 1564ms proces-to-process, 217ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 29734.000000 that M58 is in danger (after 773ms proces-to-process, 183ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L5 of team T2 discovered at 33604.000000 that M52 is in danger (after 9891ms proces-to-process, 8969ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 33604.000000 that M48 is in danger (after 13811ms proces-to-process, 12329ms node-to-node, 3hops, 3versions (9 first, 12 discovered)
leader L5 of team T2 discovered at 29081.000000 that M49 is in danger (after 10482ms proces-to-process, 7528ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L5 of team T2 discovered at 48491.000000 that M51 is in danger (after 27822ms proces-to-process, 25564ms node-to-node, 5hops, 5versions (10 first, 15 discovered)
leader L5 of team T2 discovered at 23149.000000 that M50 is in danger (after 6148ms proces-to-process, 4749ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 47614.000000 that M39 is in danger (after 24021ms proces-to-process, 21634ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L5 of team T2 discovered at 39040.000000 that M38 is in danger (after 13284ms proces-to-process, 12528ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 57231.000000 that M42 is in danger (after 27380ms proces-to-process, 26128ms node-to-node, 8hops, 4versions (14 first, 18 discovered)
leader L5 of team T2 discovered at 53551.000000 that M43 is in danger (after 32416ms proces-to-process, 28929ms node-to-node, 11hops, 4versions (11 first, 15 discovered)
leader L5 of team T2 discovered at 20038.000000 that M53 is in danger (after 4364ms proces-to-process, 3242ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 55583.000000 that M41 is in danger (after 28356ms proces-to-process, 26813ms node-to-node, 9hops, 6versions (12 first, 18 discovered)
leader L5 of team T2 discovered at 40665.000000 that M46 is in danger (after 15162ms proces-to-process, 15062ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 43178.000000 that M47 is in danger (after 25755ms proces-to-process, 23713ms node-to-node, 6hops, 7versions (8 first, 15 discovered)
leader L5 of team T2 discovered at 52197.000000 that M44 is in danger (after 27782ms proces-to-process, 26284ms node-to-node, 10hops, 5versions (11 first, 16 discovered)
leader L5 of team T2 discovered at 32349.000000 that M45 is in danger (after 9961ms proces-to-process, 9613ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 34577.000000 that M54 is in danger (after 16064ms proces-to-process, 14331ms node-to-node, 5hops, 5versions (8 first, 13 discovered)
leader L5 of team T2 discovered at 35022.000000 that M58 is in danger (after 6061ms proces-to-process, 5504ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
