Config: 
--------------------------------------------
leader L4 of team T2 discovered at 20077.000000 that M55 is in danger (after 3822ms proces-to-process, 3113ms node-to-node, 3hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 discovered at 39375.000000 that M24 is in danger (after 9164ms proces-to-process, 6204ms node-to-node, 5hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 37763.000000 that M25 is in danger (after 9677ms proces-to-process, 7397ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 never discovered that M26 is in danger from 30319.
leader L3 of team T1 discovered at 25912.000000 that M27 is in danger (after 3086ms proces-to-process, 806ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 36941.000000 that M20 is in danger (after 8703ms proces-to-process, 6404ms node-to-node, 3hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 27481.000000 that M32 is in danger (after 6375ms proces-to-process, 4999ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L3 of team T1 never discovered that M22 is in danger from 19990.
leader L3 of team T1 discovered at 32286.000000 that M23 is in danger (after 5559ms proces-to-process, 4514ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 30900.000000 that M37 is in danger (after 7968ms proces-to-process, 6562ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 24644.000000 that M31 is in danger (after 6983ms proces-to-process, 5683ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L3 of team T1 discovered at 34671.000000 that M19 is in danger (after 5510ms proces-to-process, 4136ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 never discovered that M18 is in danger from 16252.
leader L3 of team T1 discovered at 34281.000000 that M30 is in danger (after 5901ms proces-to-process, 4969ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 37763.000000 that M35 is in danger (after 9888ms proces-to-process, 6368ms node-to-node, 7hops, 0versions (14 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=7508.041667, min=1019, max=17387, median=6809
Node-2-node response time: avg=5815.458333, min=7, max=15807, median=5221
Hops: avg=4.555556, min=1, max=12, median=4
Process-2-process response time / 1 hop: avg=1946.388889, min=237, max=6269, median=1739
Node-2-node response time / 1 hop: avg=1387.965278, min=7, max=4514, median=1168
Version difference: avg=0.791667, min=0, max=5, median=0
Ratio of leader discoveries: 144 of 154 (93.506494%)
Ratio of discoveries regardless the number of leaders: 72 of 77 (93.506494%)
