Config: 
--------------------------------------------
leader L12 of team T6 discovered at 40445.000000 that M124 is in danger (after 14441ms proces-to-process, 12529ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L13 of team T6 discovered at 38895.000000 that M118 is in danger (after 11605ms proces-to-process, 8517ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L13 of team T6 discovered at 23910.000000 that M122 is in danger (after 7863ms proces-to-process, 6177ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L13 of team T6 discovered at 37358.000000 that M123 is in danger (after 14104ms proces-to-process, 11946ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L13 of team T6 discovered at 34738.000000 that M115 is in danger (after 4706ms proces-to-process, 4504ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L13 of team T6 discovered at 22669.000000 that M114 is in danger (after 5325ms proces-to-process, 4135ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L13 of team T6 discovered at 37358.000000 that M117 is in danger (after 12809ms proces-to-process, 9458ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L13 of team T6 discovered at 24997.000000 that M109 is in danger (after 8658ms proces-to-process, 7135ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L13 of team T6 discovered at 31893.000000 that M111 is in danger (after 12329ms proces-to-process, 9406ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L13 of team T6 discovered at 38895.000000 that M113 is in danger (after 9740ms proces-to-process, 7567ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L13 of team T6 discovered at 41557.000000 that M112 is in danger (after 19214ms proces-to-process, 16669ms node-to-node, 7hops, 5versions (11 first, 16 discovered)
leader L13 of team T6 discovered at 38895.000000 that M120 is in danger (after 14784ms proces-to-process, 12090ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L13 of team T6 discovered at 43346.000000 that M121 is in danger (after 14701ms proces-to-process, 14103ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L14 of team T7 discovered at 38145.000000 that M137 is in danger (after 10266ms proces-to-process, 9042ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L14 of team T7 discovered at 36607.000000 that M136 is in danger (after 15563ms proces-to-process, 14616ms node-to-node, 11hops, 1versions (10 first, 11 discovered)
leader L14 of team T7 discovered at 33173.000000 that M135 is in danger (after 15278ms proces-to-process, 13586ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L14 of team T7 discovered at 41960.000000 that M134 is in danger (after 21540ms proces-to-process, 18948ms node-to-node, 5hops, 5versions (10 first, 15 discovered)
leader L14 of team T7 discovered at 41960.000000 that M133 is in danger (after 24688ms proces-to-process, 24000ms node-to-node, 9hops, 6versions (8 first, 14 discovered)
leader L14 of team T7 discovered at 44643.000000 that M132 is in danger (after 19399ms proces-to-process, 17256ms node-to-node, 9hops, 0versions (12 first, 12 discovered)
leader L14 of team T7 discovered at 46040.000000 that M131 is in danger (after 23805ms proces-to-process, 22283ms node-to-node, 4hops, 8versions (10 first, 18 discovered)
leader L14 of team T7 discovered at 34145.000000 that M130 is in danger (after 15788ms proces-to-process, 14874ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L14 of team T7 discovered at 43239.000000 that M139 is in danger (after 14733ms proces-to-process, 14164ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L14 of team T7 discovered at 39568.000000 that M138 is in danger (after 9251ms proces-to-process, 8331ms node-to-node, 8hops, 0versions (14 first, 14 discovered)
leader L14 of team T7 discovered at 38145.000000 that M146 is in danger (after 8342ms proces-to-process, 5828ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L14 of team T7 discovered at 25076.000000 that M147 is in danger (after 3081ms proces-to-process, 37ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L14 of team T7 discovered at 49041.000000 that M144 is in danger (after 20467ms proces-to-process, 18274ms node-to-node, 10hops, 5versions (14 first, 19 discovered)
leader L14 of team T7 discovered at 36607.000000 that M145 is in danger (after 9484ms proces-to-process, 7268ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L14 of team T7 discovered at 25076.000000 that M142 is in danger (after 5468ms proces-to-process, 3849ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L14 of team T7 discovered at 32821.000000 that M143 is in danger (after 6543ms proces-to-process, 4439ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L14 of team T7 never discovered that M140 is in danger from 27439.
leader L14 of team T7 discovered at 29729.000000 that M141 is in danger (after 13209ms proces-to-process, 12457ms node-to-node, 6hops, 2versions (7 first, 9 discovered)
leader L14 of team T7 discovered at 25076.000000 that M148 is in danger (after 734ms proces-to-process, 314ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L14 of team T7 discovered at 55659.000000 that M126 is in danger (after 29250ms proces-to-process, 27522ms node-to-node, 6hops, 8versions (13 first, 21 discovered)
leader L14 of team T7 discovered at 33173.000000 that M127 is in danger (after 14005ms proces-to-process, 13065ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L14 of team T7 discovered at 40669.000000 that M128 is in danger (after 19639ms proces-to-process, 18257ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L14 of team T7 discovered at 31550.000000 that M129 is in danger (after 12084ms proces-to-process, 10690ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L15 of team T7 discovered at 30966.000000 that M137 is in danger (after 3087ms proces-to-process, 1644ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 23688.000000 that M136 is in danger (after 2644ms proces-to-process, 2012ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L15 of team T7 discovered at 55173.000000 that M135 is in danger (after 37278ms proces-to-process, 35705ms node-to-node, 4hops, 14versions (9 first, 23 discovered)
leader L15 of team T7 discovered at 34094.000000 that M134 is in danger (after 13674ms proces-to-process, 11006ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L15 of team T7 discovered at 26033.000000 that M133 is in danger (after 8761ms proces-to-process, 8250ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L15 of team T7 discovered at 27680.000000 that M132 is in danger (after 2436ms proces-to-process, 236ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L15 of team T7 discovered at 46597.000000 that M131 is in danger (after 24362ms proces-to-process, 22931ms node-to-node, 6hops, 6versions (10 first, 16 discovered)
leader L15 of team T7 discovered at 32598.000000 that M130 is in danger (after 14241ms proces-to-process, 13340ms node-to-node, 4hops, 2versions (8 first, 10 discovered)
leader L15 of team T7 discovered at 37521.000000 that M139 is in danger (after 9015ms proces-to-process, 8652ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 43724.000000 that M138 is in danger (after 13407ms proces-to-process, 12899ms node-to-node, 2hops, 3versions (14 first, 17 discovered)
leader L15 of team T7 discovered at 40846.000000 that M146 is in danger (after 11043ms proces-to-process, 8976ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L15 of team T7 discovered at 37004.000000 that M147 is in danger (after 15009ms proces-to-process, 12049ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L15 of team T7 never discovered that M144 is in danger from 28574.
leader L15 of team T7 discovered at 43724.000000 that M145 is in danger (after 16601ms proces-to-process, 14158ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 43185.000000 that M142 is in danger (after 23577ms proces-to-process, 21563ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L15 of team T7 discovered at 47598.000000 that M143 is in danger (after 21320ms proces-to-process, 18790ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L15 of team T7 never discovered that M140 is in danger from 27439.
leader L15 of team T7 discovered at 34094.000000 that M141 is in danger (after 17574ms proces-to-process, 16176ms node-to-node, 9hops, 3versions (7 first, 10 discovered)
leader L15 of team T7 discovered at 35576.000000 that M148 is in danger (after 11234ms proces-to-process, 10839ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L15 of team T7 discovered at 30966.000000 that M126 is in danger (after 4557ms proces-to-process, 2460ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L15 of team T7 discovered at 24363.000000 that M127 is in danger (after 5195ms proces-to-process, 4089ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L15 of team T7 discovered at 31678.000000 that M128 is in danger (after 10648ms proces-to-process, 9318ms node-to-node, 1hops, 2versions (10 first, 12 discovered)
leader L15 of team T7 discovered at 35746.000000 that M129 is in danger (after 16280ms proces-to-process, 15470ms node-to-node, 4hops, 4versions (8 first, 12 discovered)
leader L8 of team T4 discovered at 38155.000000 that M73 is in danger (after 16251ms proces-to-process, 14244ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L8 of team T4 discovered at 42909.000000 that M72 is in danger (after 13325ms proces-to-process, 10985ms node-to-node, 3hops, 2versions (14 first, 16 discovered)
leader L8 of team T4 discovered at 29816.000000 that M85 is in danger (after 13598ms proces-to-process, 11336ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L8 of team T4 discovered at 31376.000000 that M77 is in danger (after 14561ms proces-to-process, 11763ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L8 of team T4 discovered at 41751.000000 that M76 is in danger (after 16471ms proces-to-process, 11870ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 39616.000000 that M88 is in danger (after 10786ms proces-to-process, 10309ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L8 of team T4 discovered at 39989.000000 that M89 is in danger (after 13163ms proces-to-process, 12337ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L8 of team T4 discovered at 22871.000000 that M86 is in danger (after 3890ms proces-to-process, 634ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 33231.000000 that M87 is in danger (after 6966ms proces-to-process, 5844ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 31376.000000 that M79 is in danger (after 12947ms proces-to-process, 11348ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 39270.000000 that M78 is in danger (after 19961ms proces-to-process, 18353ms node-to-node, 3hops, 4versions (9 first, 13 discovered)
leader L8 of team T4 discovered at 25291.000000 that M82 is in danger (after 2032ms proces-to-process, 1437ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L8 of team T4 discovered at 40772.000000 that M83 is in danger (after 10177ms proces-to-process, 7081ms node-to-node, 3hops, 0versions (15 first, 15 discovered)
leader L8 of team T4 discovered at 33231.000000 that M80 is in danger (after 16218ms proces-to-process, 15702ms node-to-node, 7hops, 2versions (7 first, 9 discovered)
leader L8 of team T4 discovered at 47252.000000 that M81 is in danger (after 26305ms proces-to-process, 24717ms node-to-node, 7hops, 7versions (9 first, 16 discovered)
leader L8 of team T4 discovered at 42909.000000 that M93 is in danger (after 18167ms proces-to-process, 17383ms node-to-node, 3hops, 5versions (11 first, 16 discovered)
leader L8 of team T4 discovered at 47462.000000 that M90 is in danger (after 21582ms proces-to-process, 18276ms node-to-node, 10hops, 4versions (13 first, 17 discovered)
leader L8 of team T4 discovered at 27198.000000 that M92 is in danger (after 9849ms proces-to-process, 6808ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L8 of team T4 discovered at 30300.000000 that M84 is in danger (after 11366ms proces-to-process, 8735ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L9 of team T4 discovered at 30267.000000 that M73 is in danger (after 8363ms proces-to-process, 6855ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L9 of team T4 discovered at 33164.000000 that M72 is in danger (after 3580ms proces-to-process, 1407ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L9 of team T4 discovered at 22850.000000 that M85 is in danger (after 6632ms proces-to-process, 4121ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L9 of team T4 discovered at 23577.000000 that M77 is in danger (after 6762ms proces-to-process, 4060ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L9 of team T4 discovered at 37273.000000 that M76 is in danger (after 11993ms proces-to-process, 8176ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 35898.000000 that M88 is in danger (after 7068ms proces-to-process, 6724ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L9 of team T4 discovered at 30667.000000 that M89 is in danger (after 3841ms proces-to-process, 2813ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 24729.000000 that M86 is in danger (after 5748ms proces-to-process, 2622ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L9 of team T4 discovered at 35898.000000 that M87 is in danger (after 9633ms proces-to-process, 8271ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 22309.000000 that M79 is in danger (after 3880ms proces-to-process, 2423ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 21482.000000 that M78 is in danger (after 2173ms proces-to-process, 730ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 29202.000000 that M82 is in danger (after 5943ms proces-to-process, 4898ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L9 of team T4 discovered at 40184.000000 that M83 is in danger (after 9589ms proces-to-process, 6632ms node-to-node, 2hops, 0versions (15 first, 15 discovered)
leader L9 of team T4 discovered at 19279.000000 that M80 is in danger (after 2266ms proces-to-process, 1582ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L9 of team T4 discovered at 32489.000000 that M81 is in danger (after 11542ms proces-to-process, 10060ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 30267.000000 that M93 is in danger (after 5525ms proces-to-process, 4526ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L9 of team T4 discovered at 35898.000000 that M90 is in danger (after 10018ms proces-to-process, 6167ms node-to-node, 4hops, 3versions (13 first, 16 discovered)
leader L9 of team T4 discovered at 22309.000000 that M92 is in danger (after 4960ms proces-to-process, 2011ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 31352.000000 that M84 is in danger (after 12418ms proces-to-process, 9827ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L10 of team T5 discovered at 30088.000000 that M99 is in danger (after 9563ms proces-to-process, 6884ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L10 of team T5 discovered at 43103.000000 that M98 is in danger (after 20250ms proces-to-process, 19833ms node-to-node, 3hops, 4versions (10 first, 14 discovered)
leader L10 of team T5 discovered at 27587.000000 that M100 is in danger (after 6063ms proces-to-process, 4388ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 34643.000000 that M101 is in danger (after 9139ms proces-to-process, 8100ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L10 of team T5 discovered at 25077.000000 that M106 is in danger (after 1178ms proces-to-process, 33ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L10 of team T5 discovered at 29103.000000 that M107 is in danger (after 12761ms proces-to-process, 11209ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L10 of team T5 discovered at 34643.000000 that M104 is in danger (after 11599ms proces-to-process, 8115ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L10 of team T5 discovered at 27587.000000 that M103 is in danger (after 7648ms proces-to-process, 5614ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L10 of team T5 discovered at 43103.000000 that M91 is in danger (after 13294ms proces-to-process, 10499ms node-to-node, 7hops, 2versions (15 first, 17 discovered)
leader L10 of team T5 discovered at 30622.000000 that M108 is in danger (after 12028ms proces-to-process, 9424ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L10 of team T5 discovered at 25475.000000 that M105 is in danger (after 4856ms proces-to-process, 2459ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L10 of team T5 discovered at 34643.000000 that M95 is in danger (after 9047ms proces-to-process, 6627ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L10 of team T5 discovered at 39609.000000 that M94 is in danger (after 12912ms proces-to-process, 12293ms node-to-node, 5hops, 4versions (12 first, 16 discovered)
leader L10 of team T5 discovered at 23155.000000 that M97 is in danger (after 3163ms proces-to-process, 782ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L10 of team T5 discovered at 29103.000000 that M96 is in danger (after 1129ms proces-to-process, 553ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 46183.000000 that M110 is in danger (after 15607ms proces-to-process, 15098ms node-to-node, 8hops, 0versions (14 first, 14 discovered)
leader L10 of team T5 discovered at 37093.000000 that M102 is in danger (after 9280ms proces-to-process, 8857ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 52120.000000 that M99 is in danger (after 31595ms proces-to-process, 29369ms node-to-node, 7hops, 10versions (10 first, 20 discovered)
leader L11 of team T5 discovered at 47466.000000 that M98 is in danger (after 24613ms proces-to-process, 24510ms node-to-node, 10hops, 2versions (10 first, 12 discovered)
leader L11 of team T5 discovered at 47741.000000 that M100 is in danger (after 26217ms proces-to-process, 24690ms node-to-node, 13hops, 3versions (11 first, 14 discovered)
leader L11 of team T5 discovered at 38140.000000 that M101 is in danger (after 12636ms proces-to-process, 11811ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 discovered at 41031.000000 that M106 is in danger (after 17132ms proces-to-process, 16092ms node-to-node, 7hops, 4versions (11 first, 15 discovered)
leader L11 of team T5 discovered at 38987.000000 that M107 is in danger (after 22645ms proces-to-process, 21059ms node-to-node, 4hops, 6versions (8 first, 14 discovered)
leader L11 of team T5 discovered at 49373.000000 that M104 is in danger (after 26329ms proces-to-process, 22978ms node-to-node, 10hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 35058.000000 that M103 is in danger (after 15119ms proces-to-process, 13305ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L11 of team T5 discovered at 41031.000000 that M91 is in danger (after 11222ms proces-to-process, 8777ms node-to-node, 5hops, 2versions (15 first, 17 discovered)
leader L11 of team T5 discovered at 29686.000000 that M108 is in danger (after 11092ms proces-to-process, 8188ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L11 of team T5 never discovered that M105 is in danger from 20619.
leader L11 of team T5 discovered at 27839.000000 that M95 is in danger (after 2243ms proces-to-process, 231ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 36080.000000 that M94 is in danger (after 9383ms proces-to-process, 9113ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L11 of team T5 discovered at 47466.000000 that M97 is in danger (after 27474ms proces-to-process, 24892ms node-to-node, 8hops, 6versions (9 first, 15 discovered)
leader L11 of team T5 discovered at 51955.000000 that M96 is in danger (after 23981ms proces-to-process, 23729ms node-to-node, 12hops, 3versions (13 first, 16 discovered)
leader L11 of team T5 discovered at 52782.000000 that M110 is in danger (after 22206ms proces-to-process, 21720ms node-to-node, 5hops, 4versions (14 first, 18 discovered)
leader L11 of team T5 discovered at 52120.000000 that M102 is in danger (after 24307ms proces-to-process, 24096ms node-to-node, 12hops, 1versions (13 first, 14 discovered)
leader L4 of team T2 discovered at 27632.000000 that M48 is in danger (after 7839ms proces-to-process, 6110ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L4 of team T2 discovered at 28514.000000 that M49 is in danger (after 9915ms proces-to-process, 6511ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L4 of team T2 discovered at 36683.000000 that M51 is in danger (after 16014ms proces-to-process, 13626ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L4 of team T2 discovered at 26013.000000 that M50 is in danger (after 9012ms proces-to-process, 7395ms node-to-node, 3hops, 2versions (8 first, 10 discovered)
leader L4 of team T2 discovered at 29734.000000 that M53 is in danger (after 14060ms proces-to-process, 12636ms node-to-node, 4hops, 3versions (7 first, 10 discovered)
leader L4 of team T2 discovered at 36683.000000 that M52 is in danger (after 12970ms proces-to-process, 12195ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 36683.000000 that M42 is in danger (after 6832ms proces-to-process, 5782ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L4 of team T2 discovered at 29057.000000 that M36 is in danger (after 13412ms proces-to-process, 10940ms node-to-node, 2hops, 2versions (7 first, 9 discovered)
leader L4 of team T2 discovered at 34474.000000 that M40 is in danger (after 11209ms proces-to-process, 8365ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 34474.000000 that M41 is in danger (after 7247ms proces-to-process, 6058ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 30863.000000 that M46 is in danger (after 5360ms proces-to-process, 5094ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 28754.000000 that M47 is in danger (after 11331ms proces-to-process, 9575ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L4 of team T2 discovered at 39447.000000 that M44 is in danger (after 15032ms proces-to-process, 13414ms node-to-node, 2hops, 4versions (11 first, 15 discovered)
leader L4 of team T2 discovered at 38573.000000 that M45 is in danger (after 16185ms proces-to-process, 15794ms node-to-node, 3hops, 4versions (11 first, 15 discovered)
leader L4 of team T2 discovered at 38573.000000 that M57 is in danger (after 12691ms proces-to-process, 12350ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L4 of team T2 discovered at 31665.000000 that M56 is in danger (after 12543ms proces-to-process, 10931ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 discovered at 32520.000000 that M43 is in danger (after 11385ms proces-to-process, 8288ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 27136.000000 that M48 is in danger (after 7343ms proces-to-process, 5956ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L5 of team T2 discovered at 35949.000000 that M49 is in danger (after 17350ms proces-to-process, 14210ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L5 of team T2 discovered at 33065.000000 that M51 is in danger (after 12396ms proces-to-process, 9781ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L5 of team T2 discovered at 23942.000000 that M50 is in danger (after 6941ms proces-to-process, 5608ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L5 of team T2 discovered at 28733.000000 that M53 is in danger (after 13059ms proces-to-process, 11694ms node-to-node, 3hops, 3versions (7 first, 10 discovered)
leader L5 of team T2 discovered at 33065.000000 that M52 is in danger (after 9352ms proces-to-process, 8531ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 32174.000000 that M42 is in danger (after 2323ms proces-to-process, 1395ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L5 of team T2 discovered at 33065.000000 that M36 is in danger (after 17420ms proces-to-process, 14742ms node-to-node, 3hops, 2versions (7 first, 9 discovered)
leader L5 of team T2 discovered at 32174.000000 that M40 is in danger (after 8909ms proces-to-process, 5933ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 38187.000000 that M41 is in danger (after 10960ms proces-to-process, 9718ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 29081.000000 that M46 is in danger (after 3578ms proces-to-process, 3447ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 22678.000000 that M47 is in danger (after 5255ms proces-to-process, 3207ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 39527.000000 that M44 is in danger (after 15112ms proces-to-process, 13444ms node-to-node, 6hops, 4versions (11 first, 15 discovered)
leader L5 of team T2 discovered at 34577.000000 that M45 is in danger (after 12189ms proces-to-process, 11629ms node-to-node, 2hops, 3versions (11 first, 14 discovered)
leader L5 of team T2 discovered at 35332.000000 that M57 is in danger (after 9450ms proces-to-process, 9256ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L5 of team T2 discovered at 30069.000000 that M56 is in danger (after 10947ms proces-to-process, 9291ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 30663.000000 that M43 is in danger (after 9528ms proces-to-process, 6216ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L6 of team T3 discovered at 27130.000000 that M55 is in danger (after 10875ms proces-to-process, 10179ms node-to-node, 4hops, 3versions (7 first, 10 discovered)
