Config: 
--------------------------------------------
leader L4 of team T2 discovered at 28514.000000 that M52 is in danger (after 4801ms proces-to-process, 3464ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L6 of team T3 discovered at 26297.000000 that M56 is in danger (after 7175ms proces-to-process, 5132ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L6 of team T3 discovered at 32794.000000 that M76 is in danger (after 7514ms proces-to-process, 3685ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 26297.000000 that M75 is in danger (after 4329ms proces-to-process, 2603ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L6 of team T3 discovered at 32297.000000 that M72 is in danger (after 2713ms proces-to-process, 401ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 30839.000000 that M59 is in danger (after 3789ms proces-to-process, 1347ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 32794.000000 that M58 is in danger (after 3833ms proces-to-process, 3442ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 26297.000000 that M70 is in danger (after 3986ms proces-to-process, 2740ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 27130.000000 that M74 is in danger (after 3483ms proces-to-process, 1406ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 28525.000000 that M60 is in danger (after 3089ms proces-to-process, 2956ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 32297.000000 that M61 is in danger (after 2295ms proces-to-process, 75ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 24682.000000 that M62 is in danger (after 6601ms proces-to-process, 4019ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L6 of team T3 discovered at 30135.000000 that M63 is in danger (after 5632ms proces-to-process, 3932ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 27688.000000 that M64 is in danger (after 678ms proces-to-process, 354ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 27688.000000 that M65 is in danger (after 2380ms proces-to-process, 1794ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 30135.000000 that M66 is in danger (after 1917ms proces-to-process, 27ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 20987.000000 that M67 is in danger (after 1385ms proces-to-process, 794ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 29589.000000 that M68 is in danger (after 6865ms proces-to-process, 6653ms node-to-node, 3hops, 3versions (10 first, 13 discovered)
leader L6 of team T3 discovered at 28525.000000 that M69 is in danger (after 8032ms proces-to-process, 5112ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 30135.000000 that M73 is in danger (after 8231ms proces-to-process, 6856ms node-to-node, 6hops, 3versions (10 first, 13 discovered)
leader L7 of team T3 discovered at 23612.000000 that M55 is in danger (after 7357ms proces-to-process, 6731ms node-to-node, 9hops, 1versions (7 first, 8 discovered)
leader L7 of team T3 discovered at 24186.000000 that M54 is in danger (after 5673ms proces-to-process, 4100ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 discovered at 44026.000000 that M71 is in danger (after 16953ms proces-to-process, 14753ms node-to-node, 4hops, 7versions (13 first, 20 discovered)
leader L7 of team T3 discovered at 35108.000000 that M56 is in danger (after 15986ms proces-to-process, 13822ms node-to-node, 9hops, 3versions (9 first, 12 discovered)
leader L7 of team T3 discovered at 36888.000000 that M76 is in danger (after 11608ms proces-to-process, 7527ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L7 of team T3 discovered at 28519.000000 that M75 is in danger (after 6551ms proces-to-process, 4797ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L7 of team T3 discovered at 31806.000000 that M72 is in danger (after 2222ms proces-to-process, 53ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 30351.000000 that M59 is in danger (after 3301ms proces-to-process, 1347ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 34351.000000 that M58 is in danger (after 5390ms proces-to-process, 4660ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 28098.000000 that M70 is in danger (after 5787ms proces-to-process, 4556ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L7 of team T3 discovered at 29483.000000 that M74 is in danger (after 5836ms proces-to-process, 3706ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 31240.000000 that M60 is in danger (after 5804ms proces-to-process, 5751ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L7 of team T3 discovered at 31806.000000 that M61 is in danger (after 1804ms proces-to-process, 447ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 25198.000000 that M62 is in danger (after 7117ms proces-to-process, 4806ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 31240.000000 that M63 is in danger (after 6737ms proces-to-process, 5408ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 29483.000000 that M64 is in danger (after 2473ms proces-to-process, 1628ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 28098.000000 that M65 is in danger (after 2790ms proces-to-process, 1794ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L7 of team T3 discovered at 33030.000000 that M66 is in danger (after 4812ms proces-to-process, 3242ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 29483.000000 that M67 is in danger (after 9881ms proces-to-process, 9153ms node-to-node, 7hops, 3versions (8 first, 11 discovered)
leader L7 of team T3 discovered at 22983.000000 that M68 is in danger (after 259ms proces-to-process, 49ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 29483.000000 that M69 is in danger (after 8990ms proces-to-process, 6357ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 34351.000000 that M73 is in danger (after 12447ms proces-to-process, 10906ms node-to-node, 5hops, 5versions (10 first, 15 discovered)
leader L0 of team T0 discovered at 27082.000000 that M11 is in danger (after 3669ms proces-to-process, 1768ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 24857.000000 that M21 is in danger (after 7210ms proces-to-process, 6293ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 33639.000000 that M17 is in danger (after 5227ms proces-to-process, 3127ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 26382.000000 that M10 is in danger (after 6664ms proces-to-process, 4963ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 29195.000000 that M16 is in danger (after 7763ms proces-to-process, 3315ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 27456.000000 that M13 is in danger (after 9214ms proces-to-process, 6660ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 22648.000000 that M18 is in danger (after 6396ms proces-to-process, 5597ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L0 of team T0 never discovered that M5 is in danger from 19557.
leader L0 of team T0 discovered at 33176.000000 that M4 is in danger (after 11044ms proces-to-process, 7622ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 33176.000000 that M7 is in danger (after 3353ms proces-to-process, 1843ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 30730.000000 that M6 is in danger (after 8259ms proces-to-process, 6767ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L0 of team T0 never discovered that M1 is in danger from 24844.
leader L0 of team T0 never discovered that M0 is in danger from 20638.
leader L0 of team T0 discovered at 35278.000000 that M3 is in danger (after 16515ms proces-to-process, 14850ms node-to-node, 7hops, 4versions (9 first, 13 discovered)
leader L0 of team T0 never discovered that M2 is in danger from 27430.
leader L0 of team T0 discovered at 29823.000000 that M15 is in danger (after 10753ms proces-to-process, 9296ms node-to-node, 5hops, 3versions (9 first, 12 discovered)
leader L0 of team T0 discovered at 36352.000000 that M12 is in danger (after 10015ms proces-to-process, 9530ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L0 of team T0 discovered at 45935.000000 that M9 is in danger (after 15577ms proces-to-process, 15298ms node-to-node, 5hops, 5versions (13 first, 18 discovered)
leader L0 of team T0 discovered at 26382.000000 that M8 is in danger (after 9002ms proces-to-process, 8361ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L0 of team T0 discovered at 22648.000000 that M14 is in danger (after 2189ms proces-to-process, 2048ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 27889.000000 that M11 is in danger (after 4476ms proces-to-process, 2758ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 27889.000000 that M21 is in danger (after 10242ms proces-to-process, 9023ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 31772.000000 that M17 is in danger (after 3360ms proces-to-process, 905ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 24969.000000 that M10 is in danger (after 5251ms proces-to-process, 3643ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 31772.000000 that M16 is in danger (after 10340ms proces-to-process, 5960ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 26315.000000 that M13 is in danger (after 8073ms proces-to-process, 5422ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 22622.000000 that M18 is in danger (after 6370ms proces-to-process, 5582ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L1 of team T0 never discovered that M5 is in danger from 19557.
leader L1 of team T0 discovered at 31772.000000 that M4 is in danger (after 9640ms proces-to-process, 6968ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 31772.000000 that M7 is in danger (after 1949ms proces-to-process, 48ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L1 of team T0 discovered at 25751.000000 that M6 is in danger (after 3280ms proces-to-process, 1217ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 never discovered that M1 is in danger from 24844.
leader L1 of team T0 never discovered that M0 is in danger from 20638.
leader L1 of team T0 discovered at 35960.000000 that M3 is in danger (after 17197ms proces-to-process, 15354ms node-to-node, 9hops, 4versions (9 first, 13 discovered)
leader L1 of team T0 never discovered that M2 is in danger from 27430.
leader L1 of team T0 discovered at 22622.000000 that M15 is in danger (after 3552ms proces-to-process, 1942ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 33220.000000 that M12 is in danger (after 6883ms proces-to-process, 5654ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 37324.000000 that M9 is in danger (after 6966ms proces-to-process, 6478ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 23970.000000 that M8 is in danger (after 6590ms proces-to-process, 6513ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 20764.000000 that M14 is in danger (after 305ms proces-to-process, 202ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 33122.000000 that M33 is in danger (after 5466ms proces-to-process, 3696ms node-to-node, 3hops, 2versions (13 first, 15 discovered)
leader L2 of team T1 discovered at 36113.000000 that M34 is in danger (after 5789ms proces-to-process, 4770ms node-to-node, 3hops, 2versions (14 first, 16 discovered)
leader L2 of team T1 discovered at 31124.000000 that M28 is in danger (after 6309ms proces-to-process, 3007ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 29322.000000 that M29 is in danger (after 5250ms proces-to-process, 4591ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 34079.000000 that M24 is in danger (after 3868ms proces-to-process, 804ms node-to-node, 2hops, 0versions (15 first, 15 discovered)
leader L2 of team T1 discovered at 39074.000000 that M25 is in danger (after 10988ms proces-to-process, 8712ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 41607.000000 that M26 is in danger (after 11288ms proces-to-process, 9052ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 27314.000000 that M27 is in danger (after 4488ms proces-to-process, 2236ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 31124.000000 that M20 is in danger (after 2886ms proces-to-process, 447ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 24551.000000 that M32 is in danger (after 3445ms proces-to-process, 2009ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 29066.000000 that M22 is in danger (after 9076ms proces-to-process, 7465ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 28631.000000 that M23 is in danger (after 1904ms proces-to-process, 804ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 21789.000000 that M31 is in danger (after 4128ms proces-to-process, 2760ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L2 of team T1 discovered at 31124.000000 that M19 is in danger (after 1963ms proces-to-process, 27ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L2 of team T1 discovered at 33914.000000 that M30 is in danger (after 5534ms proces-to-process, 4790ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 38635.000000 that M35 is in danger (after 10760ms proces-to-process, 6854ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 32286.000000 that M33 is in danger (after 4630ms proces-to-process, 2848ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 40408.000000 that M34 is in danger (after 10084ms proces-to-process, 8630ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 27481.000000 that M28 is in danger (after 2666ms proces-to-process, 385ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 28724.000000 that M29 is in danger (after 4652ms proces-to-process, 3853ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 34281.000000 that M24 is in danger (after 4070ms proces-to-process, 875ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 37763.000000 that M25 is in danger (after 9677ms proces-to-process, 7627ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 40408.000000 that M26 is in danger (after 10089ms proces-to-process, 7839ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 25326.000000 that M27 is in danger (after 2500ms proces-to-process, 556ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 37763.000000 that M20 is in danger (after 9525ms proces-to-process, 7479ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 28042.000000 that M32 is in danger (after 6936ms proces-to-process, 5505ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L3 of team T1 discovered at 28724.000000 that M22 is in danger (after 8734ms proces-to-process, 6981ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L3 of team T1 discovered at 29664.000000 that M23 is in danger (after 2937ms proces-to-process, 2118ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 19992.000000 that M31 is in danger (after 2331ms proces-to-process, 1097ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L3 of team T1 discovered at 35475.000000 that M19 is in danger (after 6314ms proces-to-process, 4724ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 35475.000000 that M30 is in danger (after 7095ms proces-to-process, 6122ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L3 of team T1 discovered at 40408.000000 that M35 is in danger (after 12533ms proces-to-process, 8963ms node-to-node, 3hops, 0versions (14 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=6394.205479, min=259, max=23558, median=5730
Node-2-node response time: avg=4703.986301, min=27, max=20268, median=4070
Hops: avg=3.821918, min=1, max=9, median=3
Process-2-process response time / 1 hop: avg=2050.547945, min=226, max=20168, median=1568
Node-2-node response time / 1 hop: avg=1394.705479, min=26, max=17231, median=992
Version difference: avg=0.863014, min=0, max=7, median=0
Ratio of leader discoveries: 146 of 154 (94.805195%)
Ratio of discoveries regardless the number of leaders: 73 of 77 (94.805195%)
