Config: 
--------------------------------------------
leader L16 of team T8 discovered at 41388.000000 that M152 is in danger (after 12900ms proces-to-process, 12236ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L17 of team T8 discovered at 49241.000000 that M149 is in danger (after 26210ms proces-to-process, 25392ms node-to-node, 6hops, 7versions (11 first, 18 discovered)
leader L18 of team T9 discovered at 53866.000000 that M168 is in danger (after 26104ms proces-to-process, 25146ms node-to-node, 5hops, 5versions (14 first, 19 discovered)
leader L18 of team T9 discovered at 34921.000000 that M169 is in danger (after 9235ms proces-to-process, 8480ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L18 of team T9 discovered at 51050.000000 that M179 is in danger (after 28098ms proces-to-process, 26096ms node-to-node, 6hops, 8versions (11 first, 19 discovered)
leader L18 of team T9 discovered at 28095.000000 that M178 is in danger (after 4058ms proces-to-process, 3385ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L18 of team T9 discovered at 45958.000000 that M173 is in danger (after 19587ms proces-to-process, 17573ms node-to-node, 2hops, 4versions (12 first, 16 discovered)
leader L18 of team T9 discovered at 26686.000000 that M172 is in danger (after 7701ms proces-to-process, 6701ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L18 of team T9 discovered at 32967.000000 that M171 is in danger (after 16308ms proces-to-process, 14796ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L18 of team T9 discovered at 38108.000000 that M170 is in danger (after 10582ms proces-to-process, 7600ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L18 of team T9 discovered at 25788.000000 that M164 is in danger (after 8849ms proces-to-process, 7908ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L18 of team T9 discovered at 51919.000000 that M176 is in danger (after 22086ms proces-to-process, 20581ms node-to-node, 9hops, 5versions (14 first, 19 discovered)
leader L18 of team T9 discovered at 40767.000000 that M175 is in danger (after 13700ms proces-to-process, 9742ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L18 of team T9 discovered at 49584.000000 that M167 is in danger (after 24394ms proces-to-process, 22618ms node-to-node, 3hops, 6versions (12 first, 18 discovered)
leader L18 of team T9 discovered at 48538.000000 that M181 is in danger (after 23201ms proces-to-process, 21544ms node-to-node, 2hops, 6versions (13 first, 19 discovered)
leader L18 of team T9 discovered at 43805.000000 that M182 is in danger (after 15831ms proces-to-process, 15151ms node-to-node, 2hops, 4versions (13 first, 17 discovered)
leader L18 of team T9 discovered at 36340.000000 that M177 is in danger (after 14537ms proces-to-process, 13370ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L18 of team T9 discovered at 32967.000000 that M174 is in danger (after 4221ms proces-to-process, 3029ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L18 of team T9 discovered at 29108.000000 that M180 is in danger (after 7750ms proces-to-process, 6844ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L19 of team T9 discovered at 41511.000000 that M168 is in danger (after 13749ms proces-to-process, 12904ms node-to-node, 1hops, 2versions (14 first, 16 discovered)
leader L19 of team T9 discovered at 35257.000000 that M169 is in danger (after 9571ms proces-to-process, 8480ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L19 of team T9 discovered at 50546.000000 that M179 is in danger (after 27594ms proces-to-process, 25871ms node-to-node, 8hops, 7versions (11 first, 18 discovered)
leader L19 of team T9 discovered at 27851.000000 that M178 is in danger (after 3814ms proces-to-process, 3385ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L19 of team T9 discovered at 41236.000000 that M173 is in danger (after 14865ms proces-to-process, 12979ms node-to-node, 1hops, 4versions (12 first, 16 discovered)
leader L19 of team T9 discovered at 21276.000000 that M172 is in danger (after 2291ms proces-to-process, 1103ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L19 of team T9 discovered at 32227.000000 that M171 is in danger (after 15568ms proces-to-process, 14619ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L19 of team T9 discovered at 51212.000000 that M170 is in danger (after 23686ms proces-to-process, 20963ms node-to-node, 6hops, 5versions (13 first, 18 discovered)
leader L19 of team T9 discovered at 32443.000000 that M164 is in danger (after 15504ms proces-to-process, 14391ms node-to-node, 4hops, 4versions (8 first, 12 discovered)
leader L19 of team T9 discovered at 46979.000000 that M176 is in danger (after 17146ms proces-to-process, 15930ms node-to-node, 3hops, 5versions (14 first, 19 discovered)
leader L19 of team T9 discovered at 44867.000000 that M175 is in danger (after 17800ms proces-to-process, 13986ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L19 of team T9 discovered at 32227.000000 that M167 is in danger (after 7037ms proces-to-process, 4787ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L19 of team T9 discovered at 49136.000000 that M181 is in danger (after 23799ms proces-to-process, 21544ms node-to-node, 2hops, 6versions (13 first, 19 discovered)
leader L19 of team T9 discovered at 43840.000000 that M182 is in danger (after 15866ms proces-to-process, 15151ms node-to-node, 2hops, 4versions (13 first, 17 discovered)
leader L19 of team T9 discovered at 28604.000000 that M177 is in danger (after 6801ms proces-to-process, 5399ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L19 of team T9 discovered at 32943.000000 that M174 is in danger (after 4197ms proces-to-process, 3029ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L19 of team T9 discovered at 22689.000000 that M180 is in danger (after 1331ms proces-to-process, 1021ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L12 of team T6 discovered at 44876.000000 that M124 is in danger (after 18872ms proces-to-process, 17201ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L12 of team T6 discovered at 28738.000000 that M125 is in danger (after 5104ms proces-to-process, 3061ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L12 of team T6 discovered at 51543.000000 that M126 is in danger (after 25134ms proces-to-process, 23009ms node-to-node, 8hops, 3versions (13 first, 16 discovered)
leader L12 of team T6 discovered at 46735.000000 that M119 is in danger (after 20689ms proces-to-process, 17096ms node-to-node, 5hops, 5versions (13 first, 18 discovered)
leader L12 of team T6 discovered at 36987.000000 that M118 is in danger (after 9697ms proces-to-process, 6478ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L12 of team T6 discovered at 21133.000000 that M122 is in danger (after 5086ms proces-to-process, 3486ms node-to-node, 1hops, 1versions (7 first, 8 discovered)
leader L12 of team T6 discovered at 31925.000000 that M123 is in danger (after 8671ms proces-to-process, 6029ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L12 of team T6 discovered at 34961.000000 that M115 is in danger (after 4929ms proces-to-process, 4460ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L12 of team T6 discovered at 24491.000000 that M114 is in danger (after 7147ms proces-to-process, 5879ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L12 of team T6 discovered at 34077.000000 that M117 is in danger (after 9528ms proces-to-process, 5475ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L12 of team T6 discovered at 28381.000000 that M116 is in danger (after 10453ms proces-to-process, 9050ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L12 of team T6 discovered at 36306.000000 that M128 is in danger (after 15276ms proces-to-process, 14071ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L12 of team T6 discovered at 37524.000000 that M113 is in danger (after 8369ms proces-to-process, 6445ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L12 of team T6 discovered at 29947.000000 that M112 is in danger (after 7604ms proces-to-process, 5004ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L12 of team T6 discovered at 44876.000000 that M120 is in danger (after 20765ms proces-to-process, 18062ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L12 of team T6 discovered at 43648.000000 that M121 is in danger (after 15003ms proces-to-process, 14497ms node-to-node, 5hops, 4versions (13 first, 17 discovered)
leader L13 of team T6 discovered at 58505.000000 that M124 is in danger (after 32501ms proces-to-process, 30969ms node-to-node, 10hops, 10versions (13 first, 23 discovered)
leader L13 of team T6 never discovered that M125 is in danger from 23634.
leader L13 of team T6 discovered at 46122.000000 that M126 is in danger (after 19713ms proces-to-process, 18027ms node-to-node, 8hops, 3versions (13 first, 16 discovered)
leader L13 of team T6 never discovered that M119 is in danger from 26046.
leader L13 of team T6 discovered at 38322.000000 that M118 is in danger (after 11032ms proces-to-process, 7948ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L13 of team T6 discovered at 36484.000000 that M122 is in danger (after 20437ms proces-to-process, 19083ms node-to-node, 5hops, 4versions (7 first, 11 discovered)
leader L13 of team T6 never discovered that M123 is in danger from 23254.
leader L13 of team T6 discovered at 49361.000000 that M115 is in danger (after 19329ms proces-to-process, 18661ms node-to-node, 6hops, 7versions (13 first, 20 discovered)
leader L13 of team T6 discovered at 41939.000000 that M114 is in danger (after 24595ms proces-to-process, 23214ms node-to-node, 5hops, 8versions (8 first, 16 discovered)
leader L13 of team T6 discovered at 29273.000000 that M117 is in danger (after 4724ms proces-to-process, 804ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L13 of team T6 discovered at 36484.000000 that M116 is in danger (after 18556ms proces-to-process, 17375ms node-to-node, 6hops, 5versions (8 first, 13 discovered)
leader L13 of team T6 never discovered that M128 is in danger from 21030.
leader L13 of team T6 discovered at 31164.000000 that M113 is in danger (after 2009ms proces-to-process, 104ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L13 of team T6 discovered at 24997.000000 that M112 is in danger (after 2654ms proces-to-process, 9ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L13 of team T6 discovered at 39998.000000 that M120 is in danger (after 15887ms proces-to-process, 13269ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L13 of team T6 discovered at 39998.000000 that M121 is in danger (after 11353ms proces-to-process, 11043ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L14 of team T7 discovered at 37352.000000 that M137 is in danger (after 9473ms proces-to-process, 8493ms node-to-node, 3hops, 3versions (13 first, 16 discovered)
leader L14 of team T7 discovered at 36607.000000 that M136 is in danger (after 15563ms proces-to-process, 14783ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L14 of team T7 discovered at 34961.000000 that M135 is in danger (after 17066ms proces-to-process, 15350ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L14 of team T7 discovered at 51420.000000 that M127 is in danger (after 32252ms proces-to-process, 31287ms node-to-node, 7hops, 6versions (9 first, 15 discovered)
leader L14 of team T7 discovered at 29089.000000 that M133 is in danger (after 11817ms proces-to-process, 10787ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L14 of team T7 discovered at 48631.000000 that M132 is in danger (after 23387ms proces-to-process, 21335ms node-to-node, 5hops, 3versions (12 first, 15 discovered)
leader L14 of team T7 discovered at 40669.000000 that M131 is in danger (after 18434ms proces-to-process, 16718ms node-to-node, 8hops, 4versions (10 first, 14 discovered)
leader L14 of team T7 discovered at 19905.000000 that M130 is in danger (after 1548ms proces-to-process, 1247ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L14 of team T7 discovered at 29089.000000 that M129 is in danger (after 9623ms proces-to-process, 8466ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L14 of team T7 discovered at 29089.000000 that M139 is in danger (after 583ms proces-to-process, 27ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L14 of team T7 discovered at 36607.000000 that M138 is in danger (after 6290ms proces-to-process, 5531ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L14 of team T7 discovered at 45292.000000 that M146 is in danger (after 15489ms proces-to-process, 13072ms node-to-node, 8hops, 3versions (14 first, 17 discovered)
leader L14 of team T7 discovered at 34961.000000 that M147 is in danger (after 12966ms proces-to-process, 9934ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L14 of team T7 discovered at 48206.000000 that M144 is in danger (after 19632ms proces-to-process, 17269ms node-to-node, 9hops, 2versions (14 first, 16 discovered)
leader L14 of team T7 discovered at 34173.000000 that M134 is in danger (after 13753ms proces-to-process, 11584ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L14 of team T7 discovered at 32821.000000 that M142 is in danger (after 13213ms proces-to-process, 11349ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L14 of team T7 discovered at 45769.000000 that M143 is in danger (after 19491ms proces-to-process, 17440ms node-to-node, 7hops, 5versions (12 first, 17 discovered)
leader L14 of team T7 never discovered that M140 is in danger from 27439.
leader L14 of team T7 discovered at 44154.000000 that M141 is in danger (after 27634ms proces-to-process, 26823ms node-to-node, 10hops, 7versions (7 first, 14 discovered)
leader L15 of team T7 discovered at 39209.000000 that M137 is in danger (after 11330ms proces-to-process, 10058ms node-to-node, 6hops, 2versions (13 first, 15 discovered)
leader L15 of team T7 discovered at 25129.000000 that M136 is in danger (after 4085ms proces-to-process, 3564ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L15 of team T7 discovered at 34094.000000 that M135 is in danger (after 16199ms proces-to-process, 14336ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L15 of team T7 never discovered that M127 is in danger from 19168.
leader L15 of team T7 discovered at 23204.000000 that M133 is in danger (after 5932ms proces-to-process, 5680ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L15 of team T7 discovered at 49918.000000 that M132 is in danger (after 24674ms proces-to-process, 22899ms node-to-node, 7hops, 5versions (12 first, 17 discovered)
leader L15 of team T7 discovered at 36678.000000 that M131 is in danger (after 14443ms proces-to-process, 12634ms node-to-node, 6hops, 4versions (10 first, 14 discovered)
leader L15 of team T7 discovered at 39710.000000 that M130 is in danger (after 21353ms proces-to-process, 21075ms node-to-node, 9hops, 5versions (8 first, 13 discovered)
leader L15 of team T7 discovered at 36678.000000 that M129 is in danger (after 17212ms proces-to-process, 16057ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L15 of team T7 discovered at 40258.000000 that M139 is in danger (after 11752ms proces-to-process, 10952ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 43185.000000 that M138 is in danger (after 12868ms proces-to-process, 12611ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L15 of team T7 discovered at 42578.000000 that M146 is in danger (after 12775ms proces-to-process, 10546ms node-to-node, 8hops, 1versions (14 first, 15 discovered)
leader L15 of team T7 discovered at 31678.000000 that M147 is in danger (after 9683ms proces-to-process, 6429ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L15 of team T7 discovered at 35175.000000 that M144 is in danger (after 6601ms proces-to-process, 4239ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L15 of team T7 discovered at 35175.000000 that M134 is in danger (after 14755ms proces-to-process, 11814ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L15 of team T7 discovered at 26979.000000 that M142 is in danger (after 7371ms proces-to-process, 5787ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L15 of team T7 never discovered that M143 is in danger from 26278.
leader L15 of team T7 discovered at 55173.000000 that M140 is in danger (after 27734ms proces-to-process, 27039ms node-to-node, 6hops, 8versions (13 first, 21 discovered)
leader L15 of team T7 discovered at 23204.000000 that M141 is in danger (after 6684ms proces-to-process, 5540ms node-to-node, 1hops, 2versions (7 first, 9 discovered)
leader L8 of team T4 discovered at 24851.000000 that M73 is in danger (after 2947ms proces-to-process, 1411ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L8 of team T4 discovered at 19371.000000 that M85 is in danger (after 3153ms proces-to-process, 807ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L8 of team T4 discovered at 23792.000000 that M77 is in danger (after 6977ms proces-to-process, 4124ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L8 of team T4 discovered at 32358.000000 that M76 is in danger (after 7078ms proces-to-process, 2917ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L8 of team T4 discovered at 32358.000000 that M75 is in danger (after 10390ms proces-to-process, 8046ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L8 of team T4 discovered at 34827.000000 that M74 is in danger (after 11180ms proces-to-process, 9242ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L8 of team T4 discovered at 28862.000000 that M86 is in danger (after 9881ms proces-to-process, 6277ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 34117.000000 that M87 is in danger (after 7852ms proces-to-process, 6383ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 30300.000000 that M79 is in danger (after 11871ms proces-to-process, 10743ms node-to-node, 8hops, 1versions (9 first, 10 discovered)
leader L8 of team T4 discovered at 29005.000000 that M78 is in danger (after 9696ms proces-to-process, 8308ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 34827.000000 that M82 is in danger (after 11568ms proces-to-process, 10750ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L8 of team T4 discovered at 43498.000000 that M83 is in danger (after 12903ms proces-to-process, 10424ms node-to-node, 6hops, 1versions (15 first, 16 discovered)
leader L8 of team T4 discovered at 20367.000000 that M80 is in danger (after 3354ms proces-to-process, 2614ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L8 of team T4 discovered at 25945.000000 that M81 is in danger (after 4998ms proces-to-process, 3416ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 34827.000000 that M93 is in danger (after 10085ms proces-to-process, 8978ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L8 of team T4 discovered at 27198.000000 that M94 is in danger (after 501ms proces-to-process, 193ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L8 of team T4 discovered at 27879.000000 that M89 is in danger (after 1053ms proces-to-process, 375ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 32358.000000 that M88 is in danger (after 3528ms proces-to-process, 2954ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L8 of team T4 discovered at 27465.000000 that M84 is in danger (after 8531ms proces-to-process, 5700ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 51273.000000 that M90 is in danger (after 25393ms proces-to-process, 22110ms node-to-node, 8hops, 6versions (13 first, 19 discovered)
leader L9 of team T4 discovered at 59777.000000 that M73 is in danger (after 37873ms proces-to-process, 35751ms node-to-node, 7hops, 12versions (10 first, 22 discovered)
leader L9 of team T4 discovered at 40184.000000 that M85 is in danger (after 23966ms proces-to-process, 21288ms node-to-node, 3hops, 6versions (8 first, 14 discovered)
leader L9 of team T4 never discovered that M77 is in danger from 16815.
leader L9 of team T4 discovered at 50042.000000 that M76 is in danger (after 24762ms proces-to-process, 20682ms node-to-node, 8hops, 2versions (13 first, 15 discovered)
leader L9 of team T4 discovered at 45350.000000 that M75 is in danger (after 23382ms proces-to-process, 21398ms node-to-node, 7hops, 3versions (11 first, 14 discovered)
leader L9 of team T4 discovered at 46810.000000 that M74 is in danger (after 23163ms proces-to-process, 21576ms node-to-node, 9hops, 2versions (12 first, 14 discovered)
leader L9 of team T4 discovered at 22309.000000 that M86 is in danger (after 3328ms proces-to-process, 75ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 33887.000000 that M87 is in danger (after 7622ms proces-to-process, 6428ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 never discovered that M79 is in danger from 18429.
leader L9 of team T4 discovered at 57368.000000 that M78 is in danger (after 38059ms proces-to-process, 36705ms node-to-node, 11hops, 6versions (9 first, 15 discovered)
leader L9 of team T4 discovered at 24088.000000 that M82 is in danger (after 829ms proces-to-process, 193ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L9 of team T4 discovered at 36861.000000 that M83 is in danger (after 6266ms proces-to-process, 3696ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L9 of team T4 discovered at 35898.000000 that M80 is in danger (after 18885ms proces-to-process, 18322ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L9 of team T4 discovered at 43085.000000 that M81 is in danger (after 22138ms proces-to-process, 20814ms node-to-node, 6hops, 4versions (9 first, 13 discovered)
leader L9 of team T4 discovered at 43085.000000 that M93 is in danger (after 18343ms proces-to-process, 17249ms node-to-node, 3hops, 4versions (11 first, 15 discovered)
leader L9 of team T4 discovered at 48090.000000 that M94 is in danger (after 21393ms proces-to-process, 20984ms node-to-node, 8hops, 5versions (12 first, 17 discovered)
leader L9 of team T4 discovered at 52773.000000 that M89 is in danger (after 25947ms proces-to-process, 25069ms node-to-node, 9hops, 4versions (13 first, 17 discovered)
leader L9 of team T4 discovered at 48721.000000 that M88 is in danger (after 19891ms proces-to-process, 19426ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L9 of team T4 discovered at 27865.000000 that M84 is in danger (after 8931ms proces-to-process, 6012ms node-to-node, 2hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 29665.000000 that M90 is in danger (after 3785ms proces-to-process, 119ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 23155.000000 that M99 is in danger (after 2630ms proces-to-process, 111ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L10 of team T5 discovered at 36738.000000 that M98 is in danger (after 13885ms proces-to-process, 13753ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L10 of team T5 discovered at 39361.000000 that M100 is in danger (after 17837ms proces-to-process, 16284ms node-to-node, 3hops, 5versions (11 first, 16 discovered)
leader L10 of team T5 discovered at 31189.000000 that M101 is in danger (after 5685ms proces-to-process, 4712ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 59731.000000 that M106 is in danger (after 35832ms proces-to-process, 34891ms node-to-node, 6hops, 9versions (11 first, 20 discovered)
leader L10 of team T5 discovered at 38562.000000 that M107 is in danger (after 22720ms proces-to-process, 20613ms node-to-node, 3hops, 7versions (7 first, 14 discovered)
leader L10 of team T5 discovered at 47693.000000 that M104 is in danger (after 24649ms proces-to-process, 21361ms node-to-node, 7hops, 5versions (12 first, 17 discovered)
leader L10 of team T5 discovered at 22180.000000 that M103 is in danger (after 2241ms proces-to-process, 335ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L10 of team T5 discovered at 54588.000000 that M91 is in danger (after 24779ms proces-to-process, 22241ms node-to-node, 9hops, 2versions (15 first, 17 discovered)
