Config: 
--------------------------------------------
leader L16 of team T8 discovered at 30694.000000 that M152 is in danger (after 2206ms proces-to-process, 1345ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L18 of team T9 discovered at 43805.000000 that M170 is in danger (after 16279ms proces-to-process, 13622ms node-to-node, 2hops, 3versions (13 first, 16 discovered)
leader L18 of team T9 discovered at 38108.000000 that M173 is in danger (after 11737ms proces-to-process, 9347ms node-to-node, 9hops, 0versions (12 first, 12 discovered)
leader L18 of team T9 discovered at 40015.000000 that M172 is in danger (after 21030ms proces-to-process, 19913ms node-to-node, 7hops, 7versions (8 first, 15 discovered)
leader L18 of team T9 discovered at 22086.000000 that M171 is in danger (after 5427ms proces-to-process, 3874ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L18 of team T9 discovered at 56573.000000 that M163 is in danger (after 27297ms proces-to-process, 26076ms node-to-node, 4hops, 3versions (14 first, 17 discovered)
leader L18 of team T9 discovered at 29933.000000 that M164 is in danger (after 12994ms proces-to-process, 11478ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L18 of team T9 discovered at 40236.000000 that M176 is in danger (after 10403ms proces-to-process, 9260ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L18 of team T9 discovered at 29933.000000 that M166 is in danger (after 11967ms proces-to-process, 9714ms node-to-node, 2hops, 2versions (8 first, 10 discovered)
leader L18 of team T9 discovered at 38108.000000 that M167 is in danger (after 12918ms proces-to-process, 11319ms node-to-node, 4hops, 5versions (12 first, 17 discovered)
leader L18 of team T9 discovered at 34921.000000 that M178 is in danger (after 10884ms proces-to-process, 9915ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L18 of team T9 discovered at 37205.000000 that M175 is in danger (after 10138ms proces-to-process, 6455ms node-to-node, 1hops, 2versions (14 first, 16 discovered)
leader L18 of team T9 discovered at 40015.000000 that M181 is in danger (after 14678ms proces-to-process, 13027ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L18 of team T9 discovered at 50046.000000 that M182 is in danger (after 22072ms proces-to-process, 21267ms node-to-node, 5hops, 3versions (13 first, 16 discovered)
leader L18 of team T9 discovered at 34921.000000 that M177 is in danger (after 13118ms proces-to-process, 11726ms node-to-node, 7hops, 1versions (10 first, 11 discovered)
leader L18 of team T9 discovered at 40015.000000 that M174 is in danger (after 11269ms proces-to-process, 10341ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L18 of team T9 discovered at 40015.000000 that M180 is in danger (after 18657ms proces-to-process, 18297ms node-to-node, 9hops, 5versions (9 first, 14 discovered)
leader L18 of team T9 discovered at 31520.000000 that M184 is in danger (after 8463ms proces-to-process, 4809ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L19 of team T9 discovered at 39437.000000 that M168 is in danger (after 11675ms proces-to-process, 10702ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L19 of team T9 discovered at 41511.000000 that M169 is in danger (after 15825ms proces-to-process, 15431ms node-to-node, 8hops, 5versions (12 first, 17 discovered)
leader L19 of team T9 discovered at 35766.000000 that M179 is in danger (after 12814ms proces-to-process, 10866ms node-to-node, 9hops, 2versions (11 first, 13 discovered)
leader L19 of team T9 discovered at 49890.000000 that M170 is in danger (after 22364ms proces-to-process, 20022ms node-to-node, 5hops, 5versions (13 first, 18 discovered)
leader L19 of team T9 discovered at 38310.000000 that M173 is in danger (after 11939ms proces-to-process, 10096ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L19 of team T9 discovered at 30957.000000 that M172 is in danger (after 11972ms proces-to-process, 11184ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L19 of team T9 discovered at 25681.000000 that M171 is in danger (after 9022ms proces-to-process, 7786ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L19 of team T9 discovered at 52775.000000 that M163 is in danger (after 23499ms proces-to-process, 22266ms node-to-node, 9hops, 0versions (14 first, 14 discovered)
leader L19 of team T9 discovered at 28604.000000 that M164 is in danger (after 11665ms proces-to-process, 10424ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L19 of team T9 discovered at 37321.000000 that M176 is in danger (after 7488ms proces-to-process, 6446ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L19 of team T9 discovered at 32943.000000 that M166 is in danger (after 14977ms proces-to-process, 13123ms node-to-node, 8hops, 2versions (8 first, 10 discovered)
leader L19 of team T9 discovered at 36613.000000 that M167 is in danger (after 11423ms proces-to-process, 9400ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L19 of team T9 discovered at 32227.000000 that M178 is in danger (after 8190ms proces-to-process, 7394ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L19 of team T9 discovered at 36613.000000 that M175 is in danger (after 9546ms proces-to-process, 5483ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L19 of team T9 discovered at 38310.000000 that M181 is in danger (after 12973ms proces-to-process, 10716ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L19 of team T9 discovered at 44228.000000 that M182 is in danger (after 16254ms proces-to-process, 15393ms node-to-node, 1hops, 3versions (13 first, 16 discovered)
leader L19 of team T9 discovered at 25681.000000 that M177 is in danger (after 3878ms proces-to-process, 2705ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L19 of team T9 discovered at 33677.000000 that M174 is in danger (after 4931ms proces-to-process, 3712ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L19 of team T9 discovered at 36613.000000 that M180 is in danger (after 15255ms proces-to-process, 14763ms node-to-node, 3hops, 4versions (9 first, 13 discovered)
leader L19 of team T9 discovered at 32443.000000 that M184 is in danger (after 9386ms proces-to-process, 6005ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L12 of team T6 discovered at 34077.000000 that M124 is in danger (after 8073ms proces-to-process, 6283ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L12 of team T6 discovered at 34077.000000 that M125 is in danger (after 10443ms proces-to-process, 8088ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L12 of team T6 discovered at 42061.000000 that M126 is in danger (after 15652ms proces-to-process, 13856ms node-to-node, 8hops, 4versions (13 first, 17 discovered)
leader L12 of team T6 discovered at 32397.000000 that M116 is in danger (after 14469ms proces-to-process, 13238ms node-to-node, 9hops, 2versions (8 first, 10 discovered)
leader L12 of team T6 discovered at 36306.000000 that M119 is in danger (after 10260ms proces-to-process, 6751ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L12 of team T6 discovered at 43107.000000 that M118 is in danger (after 15817ms proces-to-process, 12301ms node-to-node, 6hops, 1versions (14 first, 15 discovered)
leader L12 of team T6 discovered at 29947.000000 that M122 is in danger (after 13900ms proces-to-process, 12261ms node-to-node, 5hops, 1versions (7 first, 8 discovered)
leader L12 of team T6 discovered at 39500.000000 that M123 is in danger (after 16246ms proces-to-process, 14273ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L12 of team T6 discovered at 41368.000000 that M115 is in danger (after 11336ms proces-to-process, 10834ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L12 of team T6 discovered at 20628.000000 that M114 is in danger (after 3284ms proces-to-process, 1913ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L12 of team T6 discovered at 23692.000000 that M108 is in danger (after 5098ms proces-to-process, 2323ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L12 of team T6 discovered at 26476.000000 that M109 is in danger (after 10137ms proces-to-process, 8398ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L12 of team T6 discovered at 28381.000000 that M111 is in danger (after 8817ms proces-to-process, 6093ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L12 of team T6 discovered at 34077.000000 that M113 is in danger (after 4922ms proces-to-process, 3101ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L12 of team T6 discovered at 37524.000000 that M112 is in danger (after 15181ms proces-to-process, 12668ms node-to-node, 10hops, 1versions (11 first, 12 discovered)
leader L12 of team T6 discovered at 40993.000000 that M120 is in danger (after 16882ms proces-to-process, 13912ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L12 of team T6 discovered at 27496.000000 that M130 is in danger (after 9139ms proces-to-process, 8486ms node-to-node, 9hops, 1versions (8 first, 9 discovered)
leader L12 of team T6 discovered at 43107.000000 that M117 is in danger (after 18558ms proces-to-process, 15355ms node-to-node, 5hops, 3versions (13 first, 16 discovered)
leader L12 of team T6 discovered at 43648.000000 that M121 is in danger (after 15003ms proces-to-process, 14715ms node-to-node, 3hops, 2versions (13 first, 15 discovered)
leader L13 of team T6 discovered at 30061.000000 that M124 is in danger (after 4057ms proces-to-process, 2816ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L13 of team T6 discovered at 33043.000000 that M125 is in danger (after 9409ms proces-to-process, 7334ms node-to-node, 9hops, 1versions (11 first, 12 discovered)
leader L13 of team T6 discovered at 29273.000000 that M126 is in danger (after 2864ms proces-to-process, 610ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L13 of team T6 discovered at 25537.000000 that M116 is in danger (after 7609ms proces-to-process, 6585ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L13 of team T6 discovered at 31893.000000 that M119 is in danger (after 5847ms proces-to-process, 2010ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L13 of team T6 discovered at 41939.000000 that M118 is in danger (after 14649ms proces-to-process, 11926ms node-to-node, 8hops, 1versions (14 first, 15 discovered)
leader L13 of team T6 discovered at 20050.000000 that M122 is in danger (after 4003ms proces-to-process, 2612ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L13 of team T6 discovered at 33043.000000 that M123 is in danger (after 9789ms proces-to-process, 7704ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L13 of team T6 discovered at 38895.000000 that M115 is in danger (after 8863ms proces-to-process, 8565ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L13 of team T6 discovered at 24997.000000 that M114 is in danger (after 7653ms proces-to-process, 6451ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L13 of team T6 discovered at 24285.000000 that M108 is in danger (after 5691ms proces-to-process, 3372ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L13 of team T6 discovered at 26791.000000 that M109 is in danger (after 10452ms proces-to-process, 8529ms node-to-node, 6hops, 0versions (7 first, 7 discovered)
leader L13 of team T6 discovered at 23910.000000 that M111 is in danger (after 4346ms proces-to-process, 1409ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L13 of team T6 discovered at 32376.000000 that M113 is in danger (after 3221ms proces-to-process, 1408ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L13 of team T6 discovered at 31893.000000 that M112 is in danger (after 9550ms proces-to-process, 6752ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L13 of team T6 discovered at 33043.000000 that M120 is in danger (after 8932ms proces-to-process, 5875ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L13 of team T6 discovered at 21547.000000 that M130 is in danger (after 3190ms proces-to-process, 2549ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L13 of team T6 discovered at 38895.000000 that M117 is in danger (after 14346ms proces-to-process, 10940ms node-to-node, 1hops, 3versions (13 first, 16 discovered)
leader L13 of team T6 discovered at 37358.000000 that M121 is in danger (after 8713ms proces-to-process, 8125ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L14 of team T7 discovered at 34145.000000 that M137 is in danger (after 6266ms proces-to-process, 4671ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L14 of team T7 discovered at 32821.000000 that M136 is in danger (after 11777ms proces-to-process, 10837ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L14 of team T7 discovered at 26585.000000 that M135 is in danger (after 8690ms proces-to-process, 6643ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L14 of team T7 discovered at 43239.000000 that M127 is in danger (after 24071ms proces-to-process, 23058ms node-to-node, 6hops, 9versions (9 first, 18 discovered)
leader L14 of team T7 discovered at 21368.000000 that M133 is in danger (after 4096ms proces-to-process, 3585ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L14 of team T7 discovered at 45292.000000 that M132 is in danger (after 20048ms proces-to-process, 17766ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L14 of team T7 discovered at 35657.000000 that M131 is in danger (after 13422ms proces-to-process, 12070ms node-to-node, 7hops, 3versions (10 first, 13 discovered)
leader L14 of team T7 discovered at 25076.000000 that M128 is in danger (after 4046ms proces-to-process, 2762ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L14 of team T7 discovered at 26585.000000 that M129 is in danger (after 7119ms proces-to-process, 6002ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L14 of team T7 discovered at 38145.000000 that M139 is in danger (after 9639ms proces-to-process, 8994ms node-to-node, 10hops, 1versions (13 first, 14 discovered)
leader L14 of team T7 discovered at 35352.000000 that M138 is in danger (after 5035ms proces-to-process, 4672ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L14 of team T7 discovered at 42871.000000 that M146 is in danger (after 13068ms proces-to-process, 10894ms node-to-node, 11hops, 1versions (14 first, 15 discovered)
leader L14 of team T7 discovered at 53103.000000 that M144 is in danger (after 24529ms proces-to-process, 22273ms node-to-node, 8hops, 8versions (14 first, 22 discovered)
leader L14 of team T7 discovered at 23042.000000 that M134 is in danger (after 2622ms proces-to-process, 7ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L14 of team T7 discovered at 30686.000000 that M142 is in danger (after 11078ms proces-to-process, 9530ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L14 of team T7 discovered at 50037.000000 that M143 is in danger (after 23759ms proces-to-process, 21882ms node-to-node, 10hops, 8versions (12 first, 20 discovered)
leader L14 of team T7 discovered at 38145.000000 that M140 is in danger (after 10706ms proces-to-process, 9897ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L14 of team T7 discovered at 29089.000000 that M141 is in danger (after 12569ms proces-to-process, 11721ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L15 of team T7 discovered at 43185.000000 that M137 is in danger (after 15306ms proces-to-process, 14228ms node-to-node, 3hops, 2versions (13 first, 15 discovered)
leader L15 of team T7 discovered at 28308.000000 that M136 is in danger (after 7264ms proces-to-process, 6220ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L15 of team T7 discovered at 31678.000000 that M135 is in danger (after 13783ms proces-to-process, 12105ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L15 of team T7 never discovered that M127 is in danger from 19168.
leader L15 of team T7 discovered at 30966.000000 that M133 is in danger (after 13694ms proces-to-process, 12923ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L15 of team T7 discovered at 47598.000000 that M132 is in danger (after 22354ms proces-to-process, 20301ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L15 of team T7 discovered at 33046.000000 that M131 is in danger (after 10811ms proces-to-process, 9474ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L15 of team T7 discovered at 35175.000000 that M128 is in danger (after 14145ms proces-to-process, 12331ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L15 of team T7 discovered at 37961.000000 that M129 is in danger (after 18495ms proces-to-process, 17596ms node-to-node, 3hops, 6versions (8 first, 14 discovered)
leader L15 of team T7 never discovered that M139 is in danger from 28506.
leader L15 of team T7 discovered at 33046.000000 that M138 is in danger (after 2729ms proces-to-process, 2518ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L15 of team T7 discovered at 49529.000000 that M146 is in danger (after 19726ms proces-to-process, 16951ms node-to-node, 10hops, 4versions (14 first, 18 discovered)
leader L15 of team T7 discovered at 59704.000000 that M144 is in danger (after 31130ms proces-to-process, 28919ms node-to-node, 13hops, 8versions (14 first, 22 discovered)
leader L15 of team T7 discovered at 22674.000000 that M134 is in danger (after 2254ms proces-to-process, 7ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L15 of team T7 discovered at 22674.000000 that M142 is in danger (after 3066ms proces-to-process, 1508ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L15 of team T7 discovered at 49918.000000 that M143 is in danger (after 23640ms proces-to-process, 21658ms node-to-node, 17hops, 5versions (12 first, 17 discovered)
leader L15 of team T7 discovered at 46130.000000 that M140 is in danger (after 18691ms proces-to-process, 18612ms node-to-node, 7hops, 3versions (13 first, 16 discovered)
leader L15 of team T7 discovered at 22674.000000 that M141 is in danger (after 6154ms proces-to-process, 5288ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L8 of team T4 discovered at 36531.000000 that M85 is in danger (after 20313ms proces-to-process, 17906ms node-to-node, 5hops, 6versions (8 first, 14 discovered)
leader L8 of team T4 discovered at 24851.000000 that M77 is in danger (after 8036ms proces-to-process, 5117ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L8 of team T4 discovered at 42980.000000 that M76 is in danger (after 17700ms proces-to-process, 13672ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L8 of team T4 discovered at 48244.000000 that M88 is in danger (after 19414ms proces-to-process, 19118ms node-to-node, 8hops, 6versions (13 first, 19 discovered)
leader L8 of team T4 discovered at 44027.000000 that M89 is in danger (after 17201ms proces-to-process, 16173ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L8 of team T4 discovered at 37731.000000 that M86 is in danger (after 18750ms proces-to-process, 15687ms node-to-node, 7hops, 2versions (9 first, 11 discovered)
leader L8 of team T4 discovered at 44602.000000 that M87 is in danger (after 18337ms proces-to-process, 17162ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 27198.000000 that M79 is in danger (after 8769ms proces-to-process, 7478ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 27198.000000 that M78 is in danger (after 7889ms proces-to-process, 5677ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 38225.000000 that M82 is in danger (after 14966ms proces-to-process, 14272ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L8 of team T4 discovered at 42980.000000 that M83 is in danger (after 12385ms proces-to-process, 9534ms node-to-node, 6hops, 0versions (15 first, 15 discovered)
leader L8 of team T4 discovered at 28862.000000 that M80 is in danger (after 11849ms proces-to-process, 10513ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L8 of team T4 discovered at 31376.000000 that M81 is in danger (after 10429ms proces-to-process, 8919ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 42135.000000 that M91 is in danger (after 12326ms proces-to-process, 9466ms node-to-node, 7hops, 1versions (15 first, 16 discovered)
leader L8 of team T4 discovered at 39832.000000 that M84 is in danger (after 20898ms proces-to-process, 17911ms node-to-node, 3hops, 5versions (9 first, 14 discovered)
leader L8 of team T4 discovered at 44602.000000 that M93 is in danger (after 19860ms proces-to-process, 18701ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L9 of team T4 discovered at 34720.000000 that M85 is in danger (after 18502ms proces-to-process, 15543ms node-to-node, 9hops, 2versions (8 first, 10 discovered)
leader L9 of team T4 discovered at 45350.000000 that M77 is in danger (after 28535ms proces-to-process, 25239ms node-to-node, 7hops, 6versions (8 first, 14 discovered)
leader L9 of team T4 discovered at 33887.000000 that M76 is in danger (after 8607ms proces-to-process, 4714ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 51784.000000 that M88 is in danger (after 22954ms proces-to-process, 22162ms node-to-node, 8hops, 6versions (13 first, 19 discovered)
leader L9 of team T4 discovered at 48721.000000 that M89 is in danger (after 21895ms proces-to-process, 21054ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L9 of team T4 discovered at 46810.000000 that M86 is in danger (after 27829ms proces-to-process, 24251ms node-to-node, 7hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 51784.000000 that M87 is in danger (after 25519ms proces-to-process, 24470ms node-to-node, 3hops, 4versions (13 first, 17 discovered)
leader L9 of team T4 discovered at 27271.000000 that M79 is in danger (after 8842ms proces-to-process, 7584ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L9 of team T4 discovered at 29202.000000 that M78 is in danger (after 9893ms proces-to-process, 8380ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 37894.000000 that M82 is in danger (after 14635ms proces-to-process, 13925ms node-to-node, 2hops, 3versions (11 first, 14 discovered)
leader L9 of team T4 discovered at 54991.000000 that M83 is in danger (after 24396ms proces-to-process, 21511ms node-to-node, 3hops, 3versions (15 first, 18 discovered)
leader L9 of team T4 discovered at 19875.000000 that M80 is in danger (after 2862ms proces-to-process, 2490ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L9 of team T4 discovered at 40354.000000 that M81 is in danger (after 19407ms proces-to-process, 18300ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 45350.000000 that M91 is in danger (after 15541ms proces-to-process, 12679ms node-to-node, 7hops, 2versions (15 first, 17 discovered)
leader L9 of team T4 discovered at 39283.000000 that M84 is in danger (after 20349ms proces-to-process, 17626ms node-to-node, 9hops, 3versions (9 first, 12 discovered)
leader L9 of team T4 discovered at 48090.000000 that M93 is in danger (after 23348ms proces-to-process, 22576ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 48880.000000 that M99 is in danger (after 28355ms proces-to-process, 25669ms node-to-node, 10hops, 3versions (10 first, 13 discovered)
leader L10 of team T5 discovered at 27587.000000 that M98 is in danger (after 4734ms proces-to-process, 4004ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L10 of team T5 discovered at 42661.000000 that M100 is in danger (after 21137ms proces-to-process, 18796ms node-to-node, 10hops, 3versions (11 first, 14 discovered)
leader L10 of team T5 discovered at 42661.000000 that M101 is in danger (after 17157ms proces-to-process, 16278ms node-to-node, 6hops, 4versions (11 first, 15 discovered)
