Config: 
--------------------------------------------
leader L12 of team T6 discovered at 41501.000000 that M124 is in danger (after 15497ms proces-to-process, 14250ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L13 of team T6 discovered at 28519.000000 that M125 is in danger (after 4885ms proces-to-process, 2758ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L13 of team T6 discovered at 34738.000000 that M127 is in danger (after 15570ms proces-to-process, 14550ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L13 of team T6 discovered at 41090.000000 that M119 is in danger (after 15044ms proces-to-process, 11798ms node-to-node, 9hops, 2versions (13 first, 15 discovered)
leader L13 of team T6 discovered at 41939.000000 that M118 is in danger (after 14649ms proces-to-process, 12082ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L13 of team T6 discovered at 26944.000000 that M122 is in danger (after 10897ms proces-to-process, 9489ms node-to-node, 6hops, 0versions (7 first, 7 discovered)
leader L13 of team T6 discovered at 42776.000000 that M123 is in danger (after 19522ms proces-to-process, 17291ms node-to-node, 4hops, 4versions (11 first, 15 discovered)
leader L13 of team T6 discovered at 39508.000000 that M115 is in danger (after 9476ms proces-to-process, 8951ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L13 of team T6 discovered at 28519.000000 that M114 is in danger (after 11175ms proces-to-process, 9933ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L13 of team T6 discovered at 27770.000000 that M108 is in danger (after 9176ms proces-to-process, 6833ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L13 of team T6 discovered at 25754.000000 that M116 is in danger (after 7826ms proces-to-process, 6893ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L13 of team T6 discovered at 30061.000000 that M111 is in danger (after 10497ms proces-to-process, 7624ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L13 of team T6 discovered at 47061.000000 that M110 is in danger (after 16485ms proces-to-process, 15725ms node-to-node, 10hops, 3versions (14 first, 17 discovered)
leader L13 of team T6 discovered at 43779.000000 that M113 is in danger (after 14624ms proces-to-process, 12833ms node-to-node, 8hops, 1versions (14 first, 15 discovered)
leader L13 of team T6 discovered at 33043.000000 that M128 is in danger (after 12013ms proces-to-process, 10954ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L13 of team T6 discovered at 27770.000000 that M120 is in danger (after 3659ms proces-to-process, 445ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L13 of team T6 discovered at 51207.000000 that M117 is in danger (after 26658ms proces-to-process, 23470ms node-to-node, 7hops, 4versions (13 first, 17 discovered)
leader L13 of team T6 discovered at 41939.000000 that M121 is in danger (after 13294ms proces-to-process, 13046ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L14 of team T7 discovered at 41960.000000 that M137 is in danger (after 14081ms proces-to-process, 12694ms node-to-node, 4hops, 3versions (13 first, 16 discovered)
leader L14 of team T7 discovered at 33173.000000 that M136 is in danger (after 12129ms proces-to-process, 11312ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L14 of team T7 discovered at 44643.000000 that M126 is in danger (after 18234ms proces-to-process, 16644ms node-to-node, 5hops, 5versions (13 first, 18 discovered)
leader L14 of team T7 discovered at 36607.000000 that M134 is in danger (after 16187ms proces-to-process, 13097ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L14 of team T7 discovered at 38145.000000 that M133 is in danger (after 20873ms proces-to-process, 20586ms node-to-node, 7hops, 3versions (8 first, 11 discovered)
leader L14 of team T7 discovered at 42489.000000 that M132 is in danger (after 17245ms proces-to-process, 15449ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L14 of team T7 discovered at 42489.000000 that M131 is in danger (after 20254ms proces-to-process, 18819ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L14 of team T7 discovered at 27600.000000 that M130 is in danger (after 9243ms proces-to-process, 8278ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L14 of team T7 discovered at 29089.000000 that M129 is in danger (after 9623ms proces-to-process, 8717ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L14 of team T7 discovered at 48206.000000 that M139 is in danger (after 19700ms proces-to-process, 19084ms node-to-node, 6hops, 6versions (13 first, 19 discovered)
leader L14 of team T7 discovered at 40669.000000 that M138 is in danger (after 10352ms proces-to-process, 10301ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L14 of team T7 discovered at 38145.000000 that M146 is in danger (after 8342ms proces-to-process, 6273ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L14 of team T7 discovered at 38145.000000 that M147 is in danger (after 16150ms proces-to-process, 13293ms node-to-node, 2hops, 4versions (11 first, 15 discovered)
leader L14 of team T7 never discovered that M144 is in danger from 28574.
leader L14 of team T7 discovered at 29729.000000 that M145 is in danger (after 2606ms proces-to-process, 27ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L14 of team T7 never discovered that M135 is in danger from 17895.
leader L14 of team T7 discovered at 42871.000000 that M143 is in danger (after 16593ms proces-to-process, 14574ms node-to-node, 4hops, 5versions (12 first, 17 discovered)
leader L14 of team T7 never discovered that M140 is in danger from 27439.
leader L14 of team T7 discovered at 23103.000000 that M141 is in danger (after 6583ms proces-to-process, 5798ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L14 of team T7 discovered at 31550.000000 that M142 is in danger (after 11942ms proces-to-process, 10345ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L14 of team T7 discovered at 31550.000000 that M148 is in danger (after 7208ms proces-to-process, 6255ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L15 of team T7 discovered at 33351.000000 that M137 is in danger (after 5472ms proces-to-process, 4528ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 27680.000000 that M136 is in danger (after 6636ms proces-to-process, 5898ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L15 of team T7 discovered at 37961.000000 that M126 is in danger (after 11552ms proces-to-process, 9998ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 28855.000000 that M134 is in danger (after 8435ms proces-to-process, 5994ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L15 of team T7 discovered at 17975.000000 that M133 is in danger (after 703ms proces-to-process, 277ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L15 of team T7 discovered at 36678.000000 that M132 is in danger (after 11434ms proces-to-process, 9608ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L15 of team T7 discovered at 42013.000000 that M131 is in danger (after 19778ms proces-to-process, 18191ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L15 of team T7 discovered at 25129.000000 that M130 is in danger (after 6772ms proces-to-process, 6289ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L15 of team T7 discovered at 29813.000000 that M129 is in danger (after 10347ms proces-to-process, 9623ms node-to-node, 2hops, 4versions (8 first, 12 discovered)
leader L15 of team T7 discovered at 42013.000000 that M139 is in danger (after 13507ms proces-to-process, 12823ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 39710.000000 that M138 is in danger (after 9393ms proces-to-process, 9232ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L15 of team T7 discovered at 38554.000000 that M146 is in danger (after 8751ms proces-to-process, 6362ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L15 of team T7 discovered at 37961.000000 that M147 is in danger (after 15966ms proces-to-process, 13140ms node-to-node, 7hops, 3versions (11 first, 14 discovered)
leader L15 of team T7 never discovered that M144 is in danger from 28574.
leader L15 of team T7 discovered at 35746.000000 that M145 is in danger (after 8623ms proces-to-process, 6439ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 never discovered that M135 is in danger from 17895.
leader L15 of team T7 discovered at 37961.000000 that M143 is in danger (after 11683ms proces-to-process, 9864ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L15 of team T7 never discovered that M140 is in danger from 27439.
leader L15 of team T7 discovered at 28308.000000 that M141 is in danger (after 11788ms proces-to-process, 10816ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L15 of team T7 discovered at 35175.000000 that M142 is in danger (after 15567ms proces-to-process, 13546ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L15 of team T7 discovered at 30166.000000 that M148 is in danger (after 5824ms proces-to-process, 5596ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L8 of team T4 discovered at 34117.000000 that M73 is in danger (after 12213ms proces-to-process, 10293ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L8 of team T4 discovered at 24851.000000 that M85 is in danger (after 8633ms proces-to-process, 6422ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L8 of team T4 discovered at 23825.000000 that M77 is in danger (after 7010ms proces-to-process, 4555ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L8 of team T4 discovered at 36254.000000 that M76 is in danger (after 10974ms proces-to-process, 6912ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L8 of team T4 discovered at 28862.000000 that M75 is in danger (after 6894ms proces-to-process, 4464ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L8 of team T4 discovered at 34117.000000 that M89 is in danger (after 7291ms proces-to-process, 6599ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 27465.000000 that M86 is in danger (after 8484ms proces-to-process, 5560ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L8 of team T4 discovered at 32358.000000 that M87 is in danger (after 6093ms proces-to-process, 4962ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 23792.000000 that M79 is in danger (after 5363ms proces-to-process, 3825ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 29005.000000 that M78 is in danger (after 9696ms proces-to-process, 8302ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 31524.000000 that M82 is in danger (after 8265ms proces-to-process, 7749ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L8 of team T4 discovered at 41751.000000 that M83 is in danger (after 11156ms proces-to-process, 8602ms node-to-node, 3hops, 0versions (15 first, 15 discovered)
leader L8 of team T4 discovered at 22313.000000 that M80 is in danger (after 5300ms proces-to-process, 4773ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L8 of team T4 discovered at 26230.000000 that M81 is in danger (after 5283ms proces-to-process, 4264ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 51583.000000 that M91 is in danger (after 21774ms proces-to-process, 19343ms node-to-node, 4hops, 3versions (15 first, 18 discovered)
leader L8 of team T4 discovered at 44078.000000 that M94 is in danger (after 17381ms proces-to-process, 16728ms node-to-node, 8hops, 4versions (12 first, 16 discovered)
leader L8 of team T4 discovered at 39270.000000 that M88 is in danger (after 10440ms proces-to-process, 9481ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L8 of team T4 discovered at 23792.000000 that M92 is in danger (after 6443ms proces-to-process, 3462ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 27879.000000 that M84 is in danger (after 8945ms proces-to-process, 6139ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 33887.000000 that M73 is in danger (after 11983ms proces-to-process, 10293ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L9 of team T4 discovered at 25002.000000 that M85 is in danger (after 8784ms proces-to-process, 6350ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L9 of team T4 discovered at 27271.000000 that M77 is in danger (after 10456ms proces-to-process, 7883ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L9 of team T4 discovered at 38732.000000 that M76 is in danger (after 13452ms proces-to-process, 9558ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L9 of team T4 discovered at 27997.000000 that M75 is in danger (after 6029ms proces-to-process, 4464ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L9 of team T4 discovered at 37894.000000 that M89 is in danger (after 11068ms proces-to-process, 10403ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L9 of team T4 discovered at 30996.000000 that M86 is in danger (after 12015ms proces-to-process, 9071ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 33887.000000 that M87 is in danger (after 7622ms proces-to-process, 6027ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L9 of team T4 discovered at 19875.000000 that M79 is in danger (after 1446ms proces-to-process, 364ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 29202.000000 that M78 is in danger (after 9893ms proces-to-process, 8214ms node-to-node, 2hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 31847.000000 that M82 is in danger (after 8588ms proces-to-process, 7749ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L9 of team T4 discovered at 37273.000000 that M83 is in danger (after 6678ms proces-to-process, 4014ms node-to-node, 2hops, 0versions (15 first, 15 discovered)
leader L9 of team T4 discovered at 27865.000000 that M80 is in danger (after 10852ms proces-to-process, 10208ms node-to-node, 6hops, 2versions (7 first, 9 discovered)
leader L9 of team T4 discovered at 26364.000000 that M81 is in danger (after 5417ms proces-to-process, 4264ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 51784.000000 that M91 is in danger (after 21975ms proces-to-process, 19343ms node-to-node, 4hops, 3versions (15 first, 18 discovered)
leader L9 of team T4 discovered at 33164.000000 that M94 is in danger (after 6467ms proces-to-process, 5999ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L9 of team T4 discovered at 34720.000000 that M88 is in danger (after 5890ms proces-to-process, 5307ms node-to-node, 3hops, 2versions (13 first, 15 discovered)
leader L9 of team T4 discovered at 23577.000000 that M92 is in danger (after 6228ms proces-to-process, 3462ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 27865.000000 that M84 is in danger (after 8931ms proces-to-process, 6139ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L10 of team T5 discovered at 32210.000000 that M99 is in danger (after 11685ms proces-to-process, 9392ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L10 of team T5 discovered at 23155.000000 that M98 is in danger (after 302ms proces-to-process, 227ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L10 of team T5 discovered at 33439.000000 that M100 is in danger (after 11915ms proces-to-process, 10334ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L10 of team T5 discovered at 37093.000000 that M101 is in danger (after 11589ms proces-to-process, 10670ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 43493.000000 that M106 is in danger (after 19594ms proces-to-process, 18298ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L10 of team T5 discovered at 32210.000000 that M107 is in danger (after 16368ms proces-to-process, 14329ms node-to-node, 7hops, 1versions (7 first, 8 discovered)
leader L10 of team T5 discovered at 41656.000000 that M104 is in danger (after 18612ms proces-to-process, 15456ms node-to-node, 4hops, 3versions (12 first, 15 discovered)
leader L10 of team T5 discovered at 34643.000000 that M103 is in danger (after 14704ms proces-to-process, 12889ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L10 of team T5 discovered at 30088.000000 that M90 is in danger (after 4208ms proces-to-process, 822ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 43493.000000 that M93 is in danger (after 18751ms proces-to-process, 17696ms node-to-node, 8hops, 4versions (11 first, 15 discovered)
leader L10 of team T5 discovered at 39609.000000 that M105 is in danger (after 18990ms proces-to-process, 16732ms node-to-node, 5hops, 4versions (10 first, 14 discovered)
leader L10 of team T5 discovered at 30088.000000 that M95 is in danger (after 4492ms proces-to-process, 2486ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L10 of team T5 never discovered that M97 is in danger from 19992.
leader L10 of team T5 discovered at 41656.000000 that M96 is in danger (after 13682ms proces-to-process, 13493ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L10 of team T5 discovered at 33977.000000 that M109 is in danger (after 17638ms proces-to-process, 16156ms node-to-node, 7hops, 3versions (7 first, 10 discovered)
leader L10 of team T5 discovered at 44544.000000 that M112 is in danger (after 22201ms proces-to-process, 19586ms node-to-node, 8hops, 4versions (11 first, 15 discovered)
leader L10 of team T5 discovered at 57164.000000 that M102 is in danger (after 29351ms proces-to-process, 28714ms node-to-node, 8hops, 5versions (13 first, 18 discovered)
leader L11 of team T5 discovered at 35888.000000 that M99 is in danger (after 15363ms proces-to-process, 12358ms node-to-node, 3hops, 4versions (10 first, 14 discovered)
leader L11 of team T5 discovered at 32950.000000 that M98 is in danger (after 10097ms proces-to-process, 9092ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 discovered at 25415.000000 that M100 is in danger (after 3891ms proces-to-process, 2373ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L11 of team T5 discovered at 31029.000000 that M101 is in danger (after 5525ms proces-to-process, 4462ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 33985.000000 that M106 is in danger (after 10086ms proces-to-process, 9065ms node-to-node, 3hops, 3versions (11 first, 14 discovered)
leader L11 of team T5 discovered at 25619.000000 that M107 is in danger (after 9777ms proces-to-process, 7740ms node-to-node, 7hops, 1versions (7 first, 8 discovered)
leader L11 of team T5 discovered at 30346.000000 that M104 is in danger (after 7302ms proces-to-process, 3972ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L11 of team T5 discovered at 22804.000000 that M103 is in danger (after 2865ms proces-to-process, 1251ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 41031.000000 that M90 is in danger (after 15151ms proces-to-process, 11809ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 29686.000000 that M93 is in danger (after 4944ms proces-to-process, 3908ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 26395.000000 that M105 is in danger (after 5776ms proces-to-process, 3210ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 discovered at 35888.000000 that M95 is in danger (after 10292ms proces-to-process, 8183ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L11 of team T5 never discovered that M97 is in danger from 19992.
leader L11 of team T5 discovered at 29686.000000 that M96 is in danger (after 1712ms proces-to-process, 1407ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 22804.000000 that M109 is in danger (after 6465ms proces-to-process, 4578ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L11 of team T5 discovered at 26395.000000 that M112 is in danger (after 4052ms proces-to-process, 1419ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 33985.000000 that M102 is in danger (after 6172ms proces-to-process, 5219ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L4 of team T2 discovered at 33332.000000 that M54 is in danger (after 14819ms proces-to-process, 13439ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L4 of team T2 discovered at 31665.000000 that M48 is in danger (after 11872ms proces-to-process, 10696ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L4 of team T2 discovered at 50358.000000 that M49 is in danger (after 31759ms proces-to-process, 28346ms node-to-node, 6hops, 6versions (9 first, 15 discovered)
leader L4 of team T2 discovered at 35712.000000 that M51 is in danger (after 15043ms proces-to-process, 12725ms node-to-node, 1hops, 2versions (10 first, 12 discovered)
leader L4 of team T2 discovered at 31665.000000 that M50 is in danger (after 14664ms proces-to-process, 13286ms node-to-node, 2hops, 3versions (8 first, 11 discovered)
leader L4 of team T2 discovered at 28514.000000 that M53 is in danger (after 12840ms proces-to-process, 11561ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L4 of team T2 discovered at 25449.000000 that M52 is in danger (after 2090ms proces-to-process, 173ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 45824.000000 that M42 is in danger (after 15973ms proces-to-process, 14439ms node-to-node, 2hops, 3versions (14 first, 17 discovered)
leader L4 of team T2 never discovered that M43 is in danger from 21135.
leader L4 of team T2 discovered at 37563.000000 that M41 is in danger (after 10336ms proces-to-process, 8805ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L4 of team T2 discovered at 30535.000000 that M46 is in danger (after 5032ms proces-to-process, 5005ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 25449.000000 that M47 is in danger (after 8026ms proces-to-process, 6147ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 36683.000000 that M44 is in danger (after 12268ms proces-to-process, 10421ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 37098.000000 that M45 is in danger (after 14710ms proces-to-process, 14316ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L4 of team T2 discovered at 41570.000000 that M57 is in danger (after 15688ms proces-to-process, 15552ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 22673.000000 that M56 is in danger (after 3551ms proces-to-process, 1079ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 32174.000000 that M54 is in danger (after 13661ms proces-to-process, 12231ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L5 of team T2 discovered at 24376.000000 that M48 is in danger (after 4583ms proces-to-process, 3160ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 32174.000000 that M49 is in danger (after 13575ms proces-to-process, 10223ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L5 of team T2 discovered at 50078.000000 that M51 is in danger (after 29409ms proces-to-process, 26864ms node-to-node, 6hops, 7versions (10 first, 17 discovered)
leader L5 of team T2 discovered at 34577.000000 that M50 is in danger (after 17576ms proces-to-process, 16047ms node-to-node, 4hops, 4versions (8 first, 12 discovered)
leader L5 of team T2 discovered at 21202.000000 that M53 is in danger (after 5528ms proces-to-process, 3969ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 47799.000000 that M52 is in danger (after 24440ms proces-to-process, 22651ms node-to-node, 7hops, 4versions (11 first, 15 discovered)
leader L5 of team T2 discovered at 39527.000000 that M42 is in danger (after 9676ms proces-to-process, 8354ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L5 of team T2 discovered at 33065.000000 that M43 is in danger (after 11930ms proces-to-process, 9114ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 41672.000000 that M41 is in danger (after 14445ms proces-to-process, 13024ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 35949.000000 that M46 is in danger (after 10446ms proces-to-process, 10355ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 30663.000000 that M47 is in danger (after 13240ms proces-to-process, 11349ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 33065.000000 that M44 is in danger (after 8650ms proces-to-process, 6934ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 36590.000000 that M45 is in danger (after 14202ms proces-to-process, 13470ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 33065.000000 that M57 is in danger (after 7183ms proces-to-process, 7006ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 35949.000000 that M56 is in danger (after 16827ms proces-to-process, 14780ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L6 of team T3 discovered at 18291.000000 that M55 is in danger (after 2036ms proces-to-process, 1409ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L6 of team T3 discovered at 39318.000000 that M60 is in danger (after 13882ms proces-to-process, 13037ms node-to-node, 9hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 24682.000000 that M62 is in danger (after 6601ms proces-to-process, 4112ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L6 of team T3 discovered at 38232.000000 that M63 is in danger (after 13729ms proces-to-process, 11933ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L6 of team T3 discovered at 47939.000000 that M64 is in danger (after 20929ms proces-to-process, 20640ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L6 of team T3 discovered at 42687.000000 that M65 is in danger (after 17379ms proces-to-process, 16211ms node-to-node, 4hops, 3versions (12 first, 15 discovered)
