Config: 
--------------------------------------------
leader L4 of team T2 discovered at 23975.000000 that M48 is in danger (after 4182ms proces-to-process, 2940ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L5 of team T2 discovered at 24376.000000 that M49 is in danger (after 5777ms proces-to-process, 2542ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L5 of team T2 discovered at 30069.000000 that M51 is in danger (after 9400ms proces-to-process, 6807ms node-to-node, 4hops, 3versions (10 first, 13 discovered)
leader L5 of team T2 discovered at 20038.000000 that M50 is in danger (after 3037ms proces-to-process, 1444ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 18935.000000 that M53 is in danger (after 3261ms proces-to-process, 1409ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L5 of team T2 discovered at 27136.000000 that M52 is in danger (after 3777ms proces-to-process, 1225ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 36590.000000 that M42 is in danger (after 6739ms proces-to-process, 5220ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L5 of team T2 discovered at 24376.000000 that M36 is in danger (after 8731ms proces-to-process, 6333ms node-to-node, 7hops, 3versions (7 first, 10 discovered)
leader L5 of team T2 discovered at 30069.000000 that M40 is in danger (after 6804ms proces-to-process, 3626ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 32349.000000 that M41 is in danger (after 5122ms proces-to-process, 3997ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 30069.000000 that M46 is in danger (after 4566ms proces-to-process, 4413ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 25174.000000 that M47 is in danger (after 7751ms proces-to-process, 5776ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L5 of team T2 discovered at 26267.000000 that M44 is in danger (after 1852ms proces-to-process, 27ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 25789.000000 that M45 is in danger (after 3401ms proces-to-process, 2612ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 33091.000000 that M57 is in danger (after 7209ms proces-to-process, 7151ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L5 of team T2 discovered at 23942.000000 that M56 is in danger (after 4820ms proces-to-process, 3217ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 33065.000000 that M43 is in danger (after 11930ms proces-to-process, 9101ms node-to-node, 9hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 33604.000000 that M58 is in danger (after 4643ms proces-to-process, 4073ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 discovered at 22711.000000 that M55 is in danger (after 6456ms proces-to-process, 5694ms node-to-node, 7hops, 0versions (7 first, 7 discovered)
leader L6 of team T3 discovered at 28525.000000 that M54 is in danger (after 10012ms proces-to-process, 8899ms node-to-node, 5hops, 4versions (8 first, 12 discovered)
leader L6 of team T3 discovered at 23009.000000 that M62 is in danger (after 4928ms proces-to-process, 2595ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L6 of team T3 discovered at 34030.000000 that M63 is in danger (after 9527ms proces-to-process, 7770ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 28525.000000 that M60 is in danger (after 3089ms proces-to-process, 2812ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L6 of team T3 discovered at 26297.000000 that M65 is in danger (after 989ms proces-to-process, 75ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L6 of team T3 discovered at 30135.000000 that M66 is in danger (after 1917ms proces-to-process, 104ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 32794.000000 that M61 is in danger (after 2792ms proces-to-process, 1246ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 26297.000000 that M68 is in danger (after 3573ms proces-to-process, 2843ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L6 of team T3 discovered at 23903.000000 that M69 is in danger (after 3410ms proces-to-process, 591ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 never discovered that M67 is in danger from 19602.
leader L6 of team T3 discovered at 34830.000000 that M59 is in danger (after 7780ms proces-to-process, 5801ms node-to-node, 9hops, 0versions (14 first, 14 discovered)
leader L6 of team T3 discovered at 30839.000000 that M71 is in danger (after 3766ms proces-to-process, 1451ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L6 of team T3 never discovered that M72 is in danger from 29584.
leader L6 of team T3 discovered at 26297.000000 that M73 is in danger (after 4393ms proces-to-process, 2709ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L6 of team T3 discovered at 38232.000000 that M70 is in danger (after 15921ms proces-to-process, 14636ms node-to-node, 5hops, 3versions (10 first, 13 discovered)
leader L6 of team T3 discovered at 27688.000000 that M75 is in danger (after 5720ms proces-to-process, 3885ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L6 of team T3 discovered at 29275.000000 that M64 is in danger (after 2265ms proces-to-process, 1607ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L6 of team T3 discovered at 33153.000000 that M74 is in danger (after 9506ms proces-to-process, 7848ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L6 of team T3 discovered at 32297.000000 that M76 is in danger (after 7017ms proces-to-process, 3033ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L7 of team T3 discovered at 19188.000000 that M55 is in danger (after 2933ms proces-to-process, 2156ms node-to-node, 1hops, 1versions (7 first, 8 discovered)
leader L7 of team T3 discovered at 24186.000000 that M54 is in danger (after 5673ms proces-to-process, 4584ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L7 of team T3 discovered at 20710.000000 that M62 is in danger (after 2629ms proces-to-process, 529ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L7 of team T3 discovered at 33030.000000 that M63 is in danger (after 8527ms proces-to-process, 7024ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 33030.000000 that M60 is in danger (after 7594ms proces-to-process, 7211ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L7 of team T3 discovered at 33030.000000 that M65 is in danger (after 7722ms proces-to-process, 6773ms node-to-node, 12hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 40135.000000 that M66 is in danger (after 11917ms proces-to-process, 10083ms node-to-node, 4hops, 4versions (14 first, 18 discovered)
leader L7 of team T3 discovered at 35481.000000 that M61 is in danger (after 5479ms proces-to-process, 4053ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L7 of team T3 discovered at 26262.000000 that M68 is in danger (after 3538ms proces-to-process, 3311ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 27137.000000 that M69 is in danger (after 6644ms proces-to-process, 3811ms node-to-node, 7hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 never discovered that M67 is in danger from 19602.
leader L7 of team T3 discovered at 30351.000000 that M59 is in danger (after 3301ms proces-to-process, 1197ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L7 of team T3 discovered at 30055.000000 that M71 is in danger (after 2982ms proces-to-process, 667ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 never discovered that M72 is in danger from 29584.
leader L7 of team T3 discovered at 25198.000000 that M73 is in danger (after 3294ms proces-to-process, 1708ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L7 of team T3 discovered at 33673.000000 that M70 is in danger (after 11362ms proces-to-process, 10157ms node-to-node, 3hops, 3versions (10 first, 13 discovered)
leader L7 of team T3 discovered at 26262.000000 that M75 is in danger (after 4294ms proces-to-process, 2170ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L7 of team T3 discovered at 31240.000000 that M64 is in danger (after 4230ms proces-to-process, 3223ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L7 of team T3 discovered at 31240.000000 that M74 is in danger (after 7593ms proces-to-process, 5419ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 32446.000000 that M76 is in danger (after 7166ms proces-to-process, 3220ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 30441.000000 that M11 is in danger (after 7028ms proces-to-process, 5191ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 19643.000000 that M21 is in danger (after 1996ms proces-to-process, 1082ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 30730.000000 that M17 is in danger (after 2318ms proces-to-process, 498ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 25671.000000 that M10 is in danger (after 5953ms proces-to-process, 4754ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 29528.000000 that M16 is in danger (after 8096ms proces-to-process, 4373ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L0 of team T0 discovered at 22648.000000 that M13 is in danger (after 5007ms proces-to-process, 4005ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L0 of team T0 discovered at 18462.000000 that M18 is in danger (after 2210ms proces-to-process, 1239ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L0 of team T0 discovered at 23509.000000 that M5 is in danger (after 3952ms proces-to-process, 3075ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 27082.000000 that M4 is in danger (after 4950ms proces-to-process, 4685ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L0 of team T0 discovered at 36797.000000 that M7 is in danger (after 6974ms proces-to-process, 5481ms node-to-node, 4hops, 2versions (14 first, 16 discovered)
leader L0 of team T0 discovered at 34418.000000 that M6 is in danger (after 11947ms proces-to-process, 10307ms node-to-node, 4hops, 4versions (11 first, 15 discovered)
leader L0 of team T0 discovered at 33639.000000 that M1 is in danger (after 8795ms proces-to-process, 7637ms node-to-node, 5hops, 3versions (12 first, 15 discovered)
leader L0 of team T0 discovered at 22648.000000 that M0 is in danger (after 2010ms proces-to-process, 1254ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 35278.000000 that M3 is in danger (after 16515ms proces-to-process, 14759ms node-to-node, 5hops, 7versions (9 first, 16 discovered)
leader L0 of team T0 discovered at 34418.000000 that M2 is in danger (after 6988ms proces-to-process, 4580ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 33639.000000 that M19 is in danger (after 4478ms proces-to-process, 3170ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L0 of team T0 discovered at 23509.000000 that M15 is in danger (after 4439ms proces-to-process, 2746ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 30441.000000 that M12 is in danger (after 4104ms proces-to-process, 3536ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 34418.000000 that M9 is in danger (after 4060ms proces-to-process, 3515ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L0 of team T0 discovered at 19643.000000 that M8 is in danger (after 2263ms proces-to-process, 2011ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 23509.000000 that M14 is in danger (after 3050ms proces-to-process, 2731ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 37324.000000 that M11 is in danger (after 13911ms proces-to-process, 12398ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L1 of team T0 discovered at 22622.000000 that M21 is in danger (after 4975ms proces-to-process, 3480ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 33741.000000 that M17 is in danger (after 5329ms proces-to-process, 3388ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 31772.000000 that M10 is in danger (after 12054ms proces-to-process, 10233ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 27889.000000 that M16 is in danger (after 6457ms proces-to-process, 2240ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 21637.000000 that M13 is in danger (after 3996ms proces-to-process, 3270ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 24969.000000 that M18 is in danger (after 8717ms proces-to-process, 7583ms node-to-node, 7hops, 0versions (7 first, 7 discovered)
leader L1 of team T0 discovered at 23759.000000 that M5 is in danger (after 4202ms proces-to-process, 3853ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L1 of team T0 discovered at 22622.000000 that M4 is in danger (after 490ms proces-to-process, 196ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L1 of team T0 discovered at 41151.000000 that M7 is in danger (after 11328ms proces-to-process, 9556ms node-to-node, 4hops, 4versions (14 first, 18 discovered)
leader L1 of team T0 discovered at 29745.000000 that M6 is in danger (after 7274ms proces-to-process, 5333ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 34740.000000 that M1 is in danger (after 9896ms proces-to-process, 8467ms node-to-node, 5hops, 3versions (12 first, 15 discovered)
leader L1 of team T0 discovered at 23759.000000 that M0 is in danger (after 3121ms proces-to-process, 2069ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 33741.000000 that M3 is in danger (after 14978ms proces-to-process, 13414ms node-to-node, 3hops, 7versions (9 first, 16 discovered)
leader L1 of team T0 discovered at 34740.000000 that M2 is in danger (after 7310ms proces-to-process, 5168ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 35960.000000 that M19 is in danger (after 6799ms proces-to-process, 5531ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 26315.000000 that M15 is in danger (after 7245ms proces-to-process, 5626ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 33220.000000 that M12 is in danger (after 6883ms proces-to-process, 6184ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 31772.000000 that M9 is in danger (after 1414ms proces-to-process, 685ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 17816.000000 that M8 is in danger (after 436ms proces-to-process, 390ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L1 of team T0 discovered at 29745.000000 that M14 is in danger (after 9286ms proces-to-process, 9220ms node-to-node, 10hops, 1versions (9 first, 10 discovered)
leader L2 of team T1 discovered at 31124.000000 that M33 is in danger (after 3468ms proces-to-process, 1663ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 35538.000000 that M34 is in danger (after 5214ms proces-to-process, 4252ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 28631.000000 that M28 is in danger (after 3816ms proces-to-process, 1407ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 31981.000000 that M29 is in danger (after 7909ms proces-to-process, 6601ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 31124.000000 that M39 is in danger (after 7531ms proces-to-process, 5069ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 42085.000000 that M38 is in danger (after 16329ms proces-to-process, 15979ms node-to-node, 1hops, 4versions (11 first, 15 discovered)
leader L2 of team T1 discovered at 38635.000000 that M24 is in danger (after 8424ms proces-to-process, 4945ms node-to-node, 3hops, 2versions (15 first, 17 discovered)
leader L2 of team T1 discovered at 31981.000000 that M25 is in danger (after 3895ms proces-to-process, 1875ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 39768.000000 that M26 is in danger (after 9449ms proces-to-process, 7397ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 37555.000000 that M27 is in danger (after 14729ms proces-to-process, 12713ms node-to-node, 5hops, 3versions (11 first, 14 discovered)
leader L2 of team T1 discovered at 31981.000000 that M20 is in danger (after 3743ms proces-to-process, 1226ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 22779.000000 that M32 is in danger (after 1673ms proces-to-process, 658ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 26233.000000 that M22 is in danger (after 6243ms proces-to-process, 4620ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L2 of team T1 discovered at 30001.000000 that M23 is in danger (after 3274ms proces-to-process, 2730ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 25094.000000 that M37 is in danger (after 2162ms proces-to-process, 755ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L2 of team T1 discovered at 25851.000000 that M31 is in danger (after 8106ms proces-to-process, 5039ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L2 of team T1 discovered at 33056.000000 that M30 is in danger (after 4676ms proces-to-process, 3791ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 41607.000000 that M35 is in danger (after 13732ms proces-to-process, 10230ms node-to-node, 3hops, 3versions (14 first, 17 discovered)
leader L3 of team T1 discovered at 33545.000000 that M33 is in danger (after 5889ms proces-to-process, 4027ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 36941.000000 that M34 is in danger (after 6617ms proces-to-process, 5457ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 27481.000000 that M28 is in danger (after 2666ms proces-to-process, 202ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 32793.000000 that M29 is in danger (after 8721ms proces-to-process, 7806ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 32793.000000 that M39 is in danger (after 9200ms proces-to-process, 7024ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L3 of team T1 discovered at 44527.000000 that M38 is in danger (after 18771ms proces-to-process, 18244ms node-to-node, 7hops, 3versions (11 first, 14 discovered)
leader L3 of team T1 discovered at 34281.000000 that M24 is in danger (after 4070ms proces-to-process, 481ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 34281.000000 that M25 is in danger (after 6195ms proces-to-process, 3862ms node-to-node, 3hops, 2versions (14 first, 16 discovered)
leader L3 of team T1 discovered at 39375.000000 that M26 is in danger (after 9056ms proces-to-process, 6620ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 33545.000000 that M27 is in danger (after 10719ms proces-to-process, 8666ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 33545.000000 that M20 is in danger (after 5307ms proces-to-process, 3193ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 24334.000000 that M32 is in danger (after 3228ms proces-to-process, 2269ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L3 of team T1 discovered at 30900.000000 that M22 is in danger (after 10910ms proces-to-process, 9333ms node-to-node, 10hops, 1versions (9 first, 10 discovered)
leader L3 of team T1 discovered at 28724.000000 that M23 is in danger (after 1997ms proces-to-process, 1525ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 28042.000000 that M37 is in danger (after 5110ms proces-to-process, 3164ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L3 of team T1 discovered at 26873.000000 that M31 is in danger (after 9128ms proces-to-process, 6265ms node-to-node, 8hops, 1versions (9 first, 10 discovered)
leader L3 of team T1 discovered at 34281.000000 that M30 is in danger (after 5901ms proces-to-process, 4997ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 43199.000000 that M35 is in danger (after 15324ms proces-to-process, 11965ms node-to-node, 6hops, 1versions (14 first, 15 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=6297.620000, min=436, max=21831, median=5404
Node-2-node response time: avg=4679.500000, min=27, max=20119, median=3801
Hops: avg=3.800000, min=1, max=12, median=4
Process-2-process response time / 1 hop: avg=2002.660000, min=245, max=16329, median=1536
Node-2-node response time / 1 hop: avg=1401.286667, min=27, max=15979, median=975
Version difference: avg=0.973333, min=0, max=7, median=1
Ratio of leader discoveries: 150 of 154 (97.402597%)
Ratio of discoveries regardless the number of leaders: 75 of 77 (97.402597%)
