Config: 
--------------------------------------------
leader L12 of team T6 discovered at 35666.000000 that M124 is in danger (after 9662ms proces-to-process, 8247ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L15 of team T7 discovered at 35175.000000 that M129 is in danger (after 15709ms proces-to-process, 14072ms node-to-node, 8hops, 4versions (8 first, 12 discovered)
leader L15 of team T7 discovered at 35175.000000 that M139 is in danger (after 6669ms proces-to-process, 5901ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 38554.000000 that M138 is in danger (after 8237ms proces-to-process, 7655ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L15 of team T7 discovered at 38554.000000 that M146 is in danger (after 8751ms proces-to-process, 6691ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L15 of team T7 discovered at 37961.000000 that M147 is in danger (after 15966ms proces-to-process, 12984ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L15 of team T7 discovered at 41509.000000 that M144 is in danger (after 12935ms proces-to-process, 10713ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L15 of team T7 discovered at 33046.000000 that M145 is in danger (after 5923ms proces-to-process, 3356ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 24871.000000 that M142 is in danger (after 5263ms proces-to-process, 3431ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L15 of team T7 discovered at 36678.000000 that M143 is in danger (after 10400ms proces-to-process, 7928ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L15 of team T7 discovered at 33351.000000 that M140 is in danger (after 5912ms proces-to-process, 5738ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 26033.000000 that M141 is in danger (after 9513ms proces-to-process, 8638ms node-to-node, 1hops, 2versions (7 first, 9 discovered)
leader L15 of team T7 discovered at 32598.000000 that M148 is in danger (after 8256ms proces-to-process, 8097ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L8 of team T4 discovered at 33231.000000 that M85 is in danger (after 17013ms proces-to-process, 14223ms node-to-node, 7hops, 2versions (8 first, 10 discovered)
leader L8 of team T4 discovered at 28862.000000 that M77 is in danger (after 12047ms proces-to-process, 9387ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L8 of team T4 discovered at 34117.000000 that M88 is in danger (after 5287ms proces-to-process, 4384ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L8 of team T4 discovered at 34993.000000 that M74 is in danger (after 11346ms proces-to-process, 9885ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L8 of team T4 discovered at 31376.000000 that M86 is in danger (after 12395ms proces-to-process, 9064ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L8 of team T4 discovered at 34117.000000 that M87 is in danger (after 7852ms proces-to-process, 6816ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 26230.000000 that M79 is in danger (after 7801ms proces-to-process, 6655ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 36531.000000 that M78 is in danger (after 17222ms proces-to-process, 15683ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L8 of team T4 discovered at 44078.000000 that M82 is in danger (after 20819ms proces-to-process, 20233ms node-to-node, 6hops, 3versions (11 first, 14 discovered)
leader L8 of team T4 discovered at 45263.000000 that M83 is in danger (after 14668ms proces-to-process, 11900ms node-to-node, 9hops, 0versions (15 first, 15 discovered)
leader L8 of team T4 discovered at 21640.000000 that M80 is in danger (after 4627ms proces-to-process, 4163ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L8 of team T4 discovered at 38155.000000 that M81 is in danger (after 17208ms proces-to-process, 15750ms node-to-node, 7hops, 5versions (9 first, 14 discovered)
leader L8 of team T4 discovered at 34827.000000 that M89 is in danger (after 8001ms proces-to-process, 6734ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L8 of team T4 discovered at 34827.000000 that M84 is in danger (after 15893ms proces-to-process, 13064ms node-to-node, 7hops, 3versions (9 first, 12 discovered)
leader L9 of team T4 discovered at 34720.000000 that M85 is in danger (after 18502ms proces-to-process, 16251ms node-to-node, 7hops, 4versions (8 first, 12 discovered)
leader L9 of team T4 discovered at 29202.000000 that M77 is in danger (after 12387ms proces-to-process, 9547ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L9 of team T4 discovered at 40354.000000 that M88 is in danger (after 11524ms proces-to-process, 11240ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 35898.000000 that M74 is in danger (after 12251ms proces-to-process, 10508ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L9 of team T4 discovered at 27271.000000 that M86 is in danger (after 8290ms proces-to-process, 4722ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L9 of team T4 discovered at 33164.000000 that M87 is in danger (after 6899ms proces-to-process, 5347ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 22309.000000 that M79 is in danger (after 3880ms proces-to-process, 2058ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 37894.000000 that M78 is in danger (after 18585ms proces-to-process, 16808ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L9 of team T4 discovered at 31847.000000 that M82 is in danger (after 8588ms proces-to-process, 7782ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L9 of team T4 discovered at 36861.000000 that M83 is in danger (after 6266ms proces-to-process, 3124ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L9 of team T4 discovered at 23577.000000 that M80 is in danger (after 6564ms proces-to-process, 5975ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L9 of team T4 discovered at 35898.000000 that M81 is in danger (after 14951ms proces-to-process, 13503ms node-to-node, 3hops, 1versions (9 first, 10 discovered)
leader L9 of team T4 discovered at 46810.000000 that M89 is in danger (after 19984ms proces-to-process, 19152ms node-to-node, 4hops, 3versions (13 first, 16 discovered)
leader L9 of team T4 discovered at 37273.000000 that M84 is in danger (after 18339ms proces-to-process, 15573ms node-to-node, 8hops, 4versions (9 first, 13 discovered)
leader L10 of team T5 discovered at 32210.000000 that M99 is in danger (after 11685ms proces-to-process, 9335ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L10 of team T5 discovered at 27587.000000 that M98 is in danger (after 4734ms proces-to-process, 4604ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L10 of team T5 discovered at 28231.000000 that M100 is in danger (after 6707ms proces-to-process, 5147ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 42661.000000 that M101 is in danger (after 17157ms proces-to-process, 16068ms node-to-node, 10hops, 2versions (11 first, 13 discovered)
leader L10 of team T5 discovered at 53525.000000 that M106 is in danger (after 29626ms proces-to-process, 28002ms node-to-node, 10hops, 6versions (11 first, 17 discovered)
leader L10 of team T5 discovered at 46683.000000 that M107 is in danger (after 30841ms proces-to-process, 28657ms node-to-node, 9hops, 10versions (7 first, 17 discovered)
leader L10 of team T5 discovered at 39089.000000 that M104 is in danger (after 16045ms proces-to-process, 12750ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L10 of team T5 discovered at 30622.000000 that M103 is in danger (after 10683ms proces-to-process, 8636ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L10 of team T5 discovered at 34254.000000 that M91 is in danger (after 4445ms proces-to-process, 2009ms node-to-node, 4hops, 0versions (15 first, 15 discovered)
leader L10 of team T5 discovered at 32210.000000 that M90 is in danger (after 6330ms proces-to-process, 2789ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L10 of team T5 discovered at 29600.000000 that M93 is in danger (after 4858ms proces-to-process, 3782ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L10 of team T5 discovered at 26846.000000 that M92 is in danger (after 9497ms proces-to-process, 6561ms node-to-node, 3hops, 3versions (9 first, 12 discovered)
leader L10 of team T5 discovered at 31189.000000 that M95 is in danger (after 5593ms proces-to-process, 3588ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L10 of team T5 discovered at 32210.000000 that M94 is in danger (after 5513ms proces-to-process, 5057ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L10 of team T5 discovered at 29103.000000 that M97 is in danger (after 9111ms proces-to-process, 6297ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L10 of team T5 discovered at 36441.000000 that M96 is in danger (after 8467ms proces-to-process, 7833ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L10 of team T5 discovered at 21101.000000 that M109 is in danger (after 4762ms proces-to-process, 3236ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L10 of team T5 discovered at 41501.000000 that M105 is in danger (after 20882ms proces-to-process, 18477ms node-to-node, 5hops, 6versions (10 first, 16 discovered)
leader L10 of team T5 discovered at 37348.000000 that M102 is in danger (after 9535ms proces-to-process, 9194ms node-to-node, 8hops, 0versions (13 first, 13 discovered)
leader L11 of team T5 discovered at 30346.000000 that M99 is in danger (after 9821ms proces-to-process, 7526ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 discovered at 23921.000000 that M98 is in danger (after 1068ms proces-to-process, 524ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L11 of team T5 discovered at 31896.000000 that M100 is in danger (after 10372ms proces-to-process, 8738ms node-to-node, 8hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 41031.000000 that M101 is in danger (after 15527ms proces-to-process, 14862ms node-to-node, 8hops, 2versions (11 first, 13 discovered)
leader L11 of team T5 discovered at 39871.000000 that M106 is in danger (after 15972ms proces-to-process, 14954ms node-to-node, 8hops, 4versions (11 first, 15 discovered)
leader L11 of team T5 discovered at 41031.000000 that M107 is in danger (after 25189ms proces-to-process, 23190ms node-to-node, 7hops, 6versions (7 first, 13 discovered)
leader L11 of team T5 discovered at 40404.000000 that M104 is in danger (after 17360ms proces-to-process, 13956ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L11 of team T5 discovered at 31029.000000 that M103 is in danger (after 11090ms proces-to-process, 9175ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L11 of team T5 discovered at 33985.000000 that M91 is in danger (after 4176ms proces-to-process, 1407ms node-to-node, 3hops, 0versions (15 first, 15 discovered)
leader L11 of team T5 discovered at 37487.000000 that M90 is in danger (after 11607ms proces-to-process, 8263ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L11 of team T5 discovered at 26395.000000 that M93 is in danger (after 1653ms proces-to-process, 203ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 22804.000000 that M92 is in danger (after 5455ms proces-to-process, 2765ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L11 of team T5 discovered at 31029.000000 that M95 is in danger (after 5433ms proces-to-process, 2987ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 36855.000000 that M94 is in danger (after 10158ms proces-to-process, 9400ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L11 of team T5 discovered at 28478.000000 that M97 is in danger (after 8486ms proces-to-process, 6295ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L11 of team T5 discovered at 35888.000000 that M96 is in danger (after 7914ms proces-to-process, 7831ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L11 of team T5 discovered at 21032.000000 that M109 is in danger (after 4693ms proces-to-process, 3236ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L11 of team T5 discovered at 39871.000000 that M105 is in danger (after 19252ms proces-to-process, 16913ms node-to-node, 4hops, 3versions (10 first, 13 discovered)
leader L11 of team T5 discovered at 39508.000000 that M102 is in danger (after 11695ms proces-to-process, 11001ms node-to-node, 11hops, 0versions (13 first, 13 discovered)
leader L4 of team T2 discovered at 36683.000000 that M54 is in danger (after 18170ms proces-to-process, 16798ms node-to-node, 3hops, 7versions (8 first, 15 discovered)
leader L4 of team T2 discovered at 43957.000000 that M48 is in danger (after 24164ms proces-to-process, 22683ms node-to-node, 7hops, 4versions (9 first, 13 discovered)
leader L4 of team T2 discovered at 22673.000000 that M49 is in danger (after 4074ms proces-to-process, 1125ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 discovered at 30535.000000 that M51 is in danger (after 9866ms proces-to-process, 7397ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L4 of team T2 discovered at 22810.000000 that M50 is in danger (after 5809ms proces-to-process, 4548ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 31665.000000 that M39 is in danger (after 8072ms proces-to-process, 5607ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L4 of team T2 discovered at 33332.000000 that M52 is in danger (after 9619ms proces-to-process, 8442ms node-to-node, 9hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 26687.000000 that M37 is in danger (after 3755ms proces-to-process, 2137ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 20587.000000 that M36 is in danger (after 4942ms proces-to-process, 2409ms node-to-node, 1hops, 1versions (7 first, 8 discovered)
leader L4 of team T2 discovered at 31665.000000 that M40 is in danger (after 8400ms proces-to-process, 5720ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L4 of team T2 discovered at 33332.000000 that M41 is in danger (after 6105ms proces-to-process, 4546ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 32520.000000 that M46 is in danger (after 7017ms proces-to-process, 6679ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L4 of team T2 discovered at 35086.000000 that M47 is in danger (after 17663ms proces-to-process, 15693ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L4 of team T2 discovered at 30535.000000 that M44 is in danger (after 6120ms proces-to-process, 3985ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L4 of team T2 discovered at 31665.000000 that M45 is in danger (after 9277ms proces-to-process, 8740ms node-to-node, 1hops, 3versions (11 first, 14 discovered)
leader L4 of team T2 discovered at 28514.000000 that M56 is in danger (after 9392ms proces-to-process, 7097ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 discovered at 43048.000000 that M42 is in danger (after 13197ms proces-to-process, 11940ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L4 of team T2 discovered at 26687.000000 that M53 is in danger (after 11013ms proces-to-process, 9991ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L4 of team T2 discovered at 29734.000000 that M43 is in danger (after 8599ms proces-to-process, 5460ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L4 of team T2 discovered at 38150.000000 that M58 is in danger (after 9189ms proces-to-process, 8996ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L5 of team T2 discovered at 35949.000000 that M54 is in danger (after 17436ms proces-to-process, 16176ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L5 of team T2 discovered at 21202.000000 that M48 is in danger (after 1409ms proces-to-process, 7ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 46735.000000 that M49 is in danger (after 28136ms proces-to-process, 24866ms node-to-node, 6hops, 6versions (9 first, 15 discovered)
leader L5 of team T2 discovered at 33604.000000 that M51 is in danger (after 12935ms proces-to-process, 10725ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L5 of team T2 discovered at 34577.000000 that M50 is in danger (after 17576ms proces-to-process, 15629ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 37235.000000 that M39 is in danger (after 13642ms proces-to-process, 11443ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 43736.000000 that M52 is in danger (after 20023ms proces-to-process, 18851ms node-to-node, 3hops, 6versions (11 first, 17 discovered)
leader L5 of team T2 discovered at 47614.000000 that M37 is in danger (after 24682ms proces-to-process, 22609ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 discovered at 34577.000000 that M36 is in danger (after 18932ms proces-to-process, 16542ms node-to-node, 9hops, 1versions (7 first, 8 discovered)
leader L5 of team T2 discovered at 48491.000000 that M40 is in danger (after 25226ms proces-to-process, 22335ms node-to-node, 8hops, 4versions (12 first, 16 discovered)
leader L5 of team T2 discovered at 47614.000000 that M41 is in danger (after 20387ms proces-to-process, 18653ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 39040.000000 that M46 is in danger (after 13537ms proces-to-process, 13490ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L5 of team T2 discovered at 26267.000000 that M47 is in danger (after 8844ms proces-to-process, 6709ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 52628.000000 that M44 is in danger (after 28213ms proces-to-process, 26365ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L5 of team T2 discovered at 45890.000000 that M45 is in danger (after 23502ms proces-to-process, 23077ms node-to-node, 3hops, 4versions (11 first, 15 discovered)
leader L5 of team T2 discovered at 39040.000000 that M56 is in danger (after 19918ms proces-to-process, 18305ms node-to-node, 8hops, 3versions (9 first, 12 discovered)
