Config: 
--------------------------------------------
leader L12 of team T6 discovered at 28738.000000 that M124 is in danger (after 2734ms proces-to-process, 1407ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 30966.000000 that M145 is in danger (after 3843ms proces-to-process, 1697ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L15 of team T7 discovered at 22674.000000 that M142 is in danger (after 3066ms proces-to-process, 1409ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L15 of team T7 discovered at 28855.000000 that M143 is in danger (after 2577ms proces-to-process, 804ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L15 of team T7 discovered at 28308.000000 that M140 is in danger (after 869ms proces-to-process, 568ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L15 of team T7 discovered at 21899.000000 that M141 is in danger (after 5379ms proces-to-process, 4266ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L15 of team T7 discovered at 26979.000000 that M148 is in danger (after 2637ms proces-to-process, 1882ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L8 of team T4 discovered at 34240.000000 that M93 is in danger (after 9498ms proces-to-process, 8484ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L8 of team T4 discovered at 27198.000000 that M85 is in danger (after 10980ms proces-to-process, 8304ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L8 of team T4 discovered at 31376.000000 that M77 is in danger (after 14561ms proces-to-process, 11909ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L8 of team T4 discovered at 37731.000000 that M76 is in danger (after 12451ms proces-to-process, 8405ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 31376.000000 that M75 is in danger (after 9408ms proces-to-process, 7778ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L8 of team T4 discovered at 33231.000000 that M74 is in danger (after 9584ms proces-to-process, 7715ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L8 of team T4 discovered at 40329.000000 that M86 is in danger (after 21348ms proces-to-process, 18163ms node-to-node, 6hops, 5versions (9 first, 14 discovered)
leader L8 of team T4 discovered at 39207.000000 that M87 is in danger (after 12942ms proces-to-process, 11213ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L8 of team T4 discovered at 27879.000000 that M79 is in danger (after 9450ms proces-to-process, 8231ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 34240.000000 that M78 is in danger (after 14931ms proces-to-process, 13619ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L8 of team T4 discovered at 39207.000000 that M82 is in danger (after 15948ms proces-to-process, 14907ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L8 of team T4 discovered at 50290.000000 that M83 is in danger (after 19695ms proces-to-process, 16357ms node-to-node, 7hops, 1versions (15 first, 16 discovered)
leader L8 of team T4 discovered at 32358.000000 that M80 is in danger (after 15345ms proces-to-process, 14175ms node-to-node, 5hops, 3versions (7 first, 10 discovered)
leader L8 of team T4 discovered at 31376.000000 that M81 is in danger (after 10429ms proces-to-process, 8852ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 44602.000000 that M91 is in danger (after 14793ms proces-to-process, 12004ms node-to-node, 7hops, 2versions (15 first, 17 discovered)
leader L8 of team T4 discovered at 42135.000000 that M94 is in danger (after 15438ms proces-to-process, 14934ms node-to-node, 6hops, 4versions (12 first, 16 discovered)
leader L8 of team T4 discovered at 38225.000000 that M89 is in danger (after 11399ms proces-to-process, 10647ms node-to-node, 3hops, 2versions (13 first, 15 discovered)
leader L8 of team T4 discovered at 42358.000000 that M88 is in danger (after 13528ms proces-to-process, 13141ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L8 of team T4 discovered at 36254.000000 that M84 is in danger (after 17320ms proces-to-process, 14350ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L8 of team T4 discovered at 48733.000000 that M90 is in danger (after 22853ms proces-to-process, 19521ms node-to-node, 8hops, 2versions (13 first, 15 discovered)
leader L9 of team T4 discovered at 40184.000000 that M93 is in danger (after 15442ms proces-to-process, 14673ms node-to-node, 6hops, 2versions (11 first, 13 discovered)
leader L9 of team T4 discovered at 24729.000000 that M85 is in danger (after 8511ms proces-to-process, 6129ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L9 of team T4 discovered at 27271.000000 that M77 is in danger (after 10456ms proces-to-process, 7767ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L9 of team T4 discovered at 37273.000000 that M76 is in danger (after 11993ms proces-to-process, 8298ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 30667.000000 that M75 is in danger (after 8699ms proces-to-process, 7044ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L9 of team T4 discovered at 34720.000000 that M74 is in danger (after 11073ms proces-to-process, 9126ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L9 of team T4 discovered at 55357.000000 that M86 is in danger (after 36376ms proces-to-process, 33412ms node-to-node, 5hops, 13versions (9 first, 22 discovered)
leader L9 of team T4 discovered at 45860.000000 that M87 is in danger (after 19595ms proces-to-process, 18273ms node-to-node, 9hops, 1versions (13 first, 14 discovered)
leader L9 of team T4 discovered at 28530.000000 that M79 is in danger (after 10101ms proces-to-process, 8978ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L9 of team T4 discovered at 34720.000000 that M78 is in danger (after 15411ms proces-to-process, 13946ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L9 of team T4 discovered at 36861.000000 that M82 is in danger (after 13602ms proces-to-process, 12835ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L9 of team T4 never discovered that M83 is in danger from 30595.
leader L9 of team T4 discovered at 41337.000000 that M80 is in danger (after 24324ms proces-to-process, 23391ms node-to-node, 5hops, 7versions (7 first, 14 discovered)
leader L9 of team T4 discovered at 52773.000000 that M81 is in danger (after 31826ms proces-to-process, 30192ms node-to-node, 7hops, 12versions (9 first, 21 discovered)
leader L9 of team T4 discovered at 38391.000000 that M91 is in danger (after 8582ms proces-to-process, 5783ms node-to-node, 3hops, 1versions (15 first, 16 discovered)
leader L9 of team T4 discovered at 35898.000000 that M94 is in danger (after 9201ms proces-to-process, 8239ms node-to-node, 1hops, 2versions (12 first, 14 discovered)
leader L9 of team T4 discovered at 37894.000000 that M89 is in danger (after 11068ms proces-to-process, 9953ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L9 of team T4 discovered at 43085.000000 that M88 is in danger (after 14255ms proces-to-process, 13807ms node-to-node, 4hops, 2versions (13 first, 15 discovered)
leader L9 of team T4 discovered at 41337.000000 that M84 is in danger (after 22403ms proces-to-process, 19313ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L9 of team T4 discovered at 51101.000000 that M90 is in danger (after 25221ms proces-to-process, 21938ms node-to-node, 6hops, 7versions (13 first, 20 discovered)
leader L10 of team T5 never discovered that M99 is in danger from 20525.
leader L10 of team T5 discovered at 35696.000000 that M98 is in danger (after 12843ms proces-to-process, 12143ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L10 of team T5 discovered at 33977.000000 that M100 is in danger (after 12453ms proces-to-process, 10718ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L10 of team T5 discovered at 44544.000000 that M101 is in danger (after 19040ms proces-to-process, 18285ms node-to-node, 6hops, 6versions (11 first, 17 discovered)
leader L10 of team T5 discovered at 43493.000000 that M106 is in danger (after 19594ms proces-to-process, 18650ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L10 of team T5 discovered at 30088.000000 that M107 is in danger (after 13746ms proces-to-process, 11791ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L10 of team T5 discovered at 37625.000000 that M104 is in danger (after 14581ms proces-to-process, 11194ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L10 of team T5 discovered at 37093.000000 that M103 is in danger (after 17154ms proces-to-process, 15159ms node-to-node, 10hops, 0versions (10 first, 10 discovered)
leader L10 of team T5 discovered at 37625.000000 that M108 is in danger (after 19031ms proces-to-process, 16497ms node-to-node, 4hops, 4versions (9 first, 13 discovered)
leader L10 of team T5 discovered at 26124.000000 that M92 is in danger (after 8775ms proces-to-process, 6015ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L10 of team T5 discovered at 39750.000000 that M95 is in danger (after 14154ms proces-to-process, 12057ms node-to-node, 1hops, 3versions (12 first, 15 discovered)
leader L10 of team T5 discovered at 33977.000000 that M97 is in danger (after 13985ms proces-to-process, 11579ms node-to-node, 6hops, 1versions (9 first, 10 discovered)
leader L10 of team T5 discovered at 41501.000000 that M96 is in danger (after 13527ms proces-to-process, 13443ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L10 of team T5 discovered at 27587.000000 that M109 is in danger (after 11248ms proces-to-process, 9894ms node-to-node, 9hops, 1versions (7 first, 8 discovered)
leader L10 of team T5 discovered at 37093.000000 that M105 is in danger (after 16474ms proces-to-process, 14261ms node-to-node, 9hops, 1versions (10 first, 11 discovered)
leader L10 of team T5 discovered at 47696.000000 that M102 is in danger (after 19883ms proces-to-process, 19345ms node-to-node, 4hops, 3versions (13 first, 16 discovered)
leader L11 of team T5 never discovered that M99 is in danger from 20525.
leader L11 of team T5 discovered at 37487.000000 that M98 is in danger (after 14634ms proces-to-process, 13995ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L11 of team T5 discovered at 29686.000000 that M100 is in danger (after 8162ms proces-to-process, 6222ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L11 of team T5 discovered at 46448.000000 that M101 is in danger (after 20944ms proces-to-process, 20060ms node-to-node, 5hops, 5versions (11 first, 16 discovered)
leader L11 of team T5 discovered at 36855.000000 that M106 is in danger (after 12956ms proces-to-process, 11507ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L11 of team T5 discovered at 30346.000000 that M107 is in danger (after 14004ms proces-to-process, 11947ms node-to-node, 2hops, 3versions (8 first, 11 discovered)
leader L11 of team T5 discovered at 30346.000000 that M104 is in danger (after 7302ms proces-to-process, 4156ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 43467.000000 that M103 is in danger (after 23528ms proces-to-process, 21534ms node-to-node, 5hops, 5versions (10 first, 15 discovered)
leader L11 of team T5 discovered at 39871.000000 that M108 is in danger (after 21277ms proces-to-process, 18946ms node-to-node, 5hops, 6versions (9 first, 15 discovered)
leader L11 of team T5 discovered at 33985.000000 that M92 is in danger (after 16636ms proces-to-process, 14170ms node-to-node, 4hops, 3versions (9 first, 12 discovered)
leader L11 of team T5 discovered at 33985.000000 that M95 is in danger (after 8389ms proces-to-process, 5760ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L11 of team T5 discovered at 36855.000000 that M97 is in danger (after 16863ms proces-to-process, 14577ms node-to-node, 4hops, 3versions (9 first, 12 discovered)
leader L11 of team T5 discovered at 46023.000000 that M96 is in danger (after 18049ms proces-to-process, 17824ms node-to-node, 3hops, 3versions (13 first, 16 discovered)
leader L11 of team T5 discovered at 18821.000000 that M109 is in danger (after 2482ms proces-to-process, 1074ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L11 of team T5 discovered at 24634.000000 that M105 is in danger (after 4015ms proces-to-process, 1798ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L11 of team T5 discovered at 47034.000000 that M102 is in danger (after 19221ms proces-to-process, 18910ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L4 of team T2 discovered at 38150.000000 that M55 is in danger (after 21895ms proces-to-process, 20935ms node-to-node, 6hops, 2versions (7 first, 9 discovered)
leader L4 of team T2 discovered at 32520.000000 that M54 is in danger (after 14007ms proces-to-process, 12507ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L4 of team T2 discovered at 22673.000000 that M48 is in danger (after 2880ms proces-to-process, 1588ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L4 of team T2 discovered at 40123.000000 that M49 is in danger (after 21524ms proces-to-process, 18448ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L4 of team T2 discovered at 33332.000000 that M51 is in danger (after 12663ms proces-to-process, 10117ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L4 of team T2 discovered at 42628.000000 that M50 is in danger (after 25627ms proces-to-process, 23996ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L4 of team T2 discovered at 18610.000000 that M53 is in danger (after 2936ms proces-to-process, 1562ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L4 of team T2 discovered at 38150.000000 that M52 is in danger (after 14437ms proces-to-process, 13379ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L4 of team T2 discovered at 52760.000000 that M42 is in danger (after 22909ms proces-to-process, 21662ms node-to-node, 2hops, 5versions (14 first, 19 discovered)
leader L4 of team T2 discovered at 32520.000000 that M43 is in danger (after 11385ms proces-to-process, 8288ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L4 of team T2 discovered at 26013.000000 that M40 is in danger (after 2748ms proces-to-process, 27ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 53442.000000 that M41 is in danger (after 26215ms proces-to-process, 24568ms node-to-node, 3hops, 7versions (12 first, 19 discovered)
leader L4 of team T2 discovered at 36683.000000 that M46 is in danger (after 11180ms proces-to-process, 10956ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L4 of team T2 discovered at 34474.000000 that M47 is in danger (after 17051ms proces-to-process, 14903ms node-to-node, 2hops, 4versions (8 first, 12 discovered)
leader L4 of team T2 discovered at 41153.000000 that M44 is in danger (after 16738ms proces-to-process, 14962ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L4 of team T2 discovered at 52330.000000 that M45 is in danger (after 29942ms proces-to-process, 29619ms node-to-node, 7hops, 8versions (11 first, 19 discovered)
leader L4 of team T2 discovered at 35712.000000 that M57 is in danger (after 9830ms proces-to-process, 9169ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L4 of team T2 discovered at 31665.000000 that M56 is in danger (after 12543ms proces-to-process, 10832ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L5 of team T2 discovered at 27136.000000 that M55 is in danger (after 10881ms proces-to-process, 9970ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L5 of team T2 discovered at 27136.000000 that M54 is in danger (after 8623ms proces-to-process, 7529ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L5 of team T2 discovered at 48491.000000 that M48 is in danger (after 28698ms proces-to-process, 27340ms node-to-node, 5hops, 8versions (9 first, 17 discovered)
leader L5 of team T2 discovered at 33065.000000 that M49 is in danger (after 14466ms proces-to-process, 11263ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L5 of team T2 discovered at 28733.000000 that M51 is in danger (after 8064ms proces-to-process, 5411ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L5 of team T2 discovered at 37235.000000 that M50 is in danger (after 20234ms proces-to-process, 18725ms node-to-node, 6hops, 5versions (8 first, 13 discovered)
leader L5 of team T2 discovered at 27136.000000 that M53 is in danger (after 11462ms proces-to-process, 9624ms node-to-node, 6hops, 1versions (7 first, 8 discovered)
leader L5 of team T2 discovered at 36590.000000 that M52 is in danger (after 12877ms proces-to-process, 11663ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 46735.000000 that M42 is in danger (after 16884ms proces-to-process, 15701ms node-to-node, 5hops, 3versions (14 first, 17 discovered)
leader L5 of team T2 discovered at 39040.000000 that M43 is in danger (after 17905ms proces-to-process, 14731ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L5 of team T2 discovered at 43736.000000 that M40 is in danger (after 20471ms proces-to-process, 17884ms node-to-node, 6hops, 4versions (12 first, 16 discovered)
leader L5 of team T2 discovered at 34577.000000 that M41 is in danger (after 7350ms proces-to-process, 5339ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 30663.000000 that M46 is in danger (after 5160ms proces-to-process, 4868ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L5 of team T2 discovered at 24748.000000 that M47 is in danger (after 7325ms proces-to-process, 5270ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L5 of team T2 discovered at 30069.000000 that M44 is in danger (after 5654ms proces-to-process, 3814ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L5 of team T2 discovered at 32174.000000 that M45 is in danger (after 9786ms proces-to-process, 9109ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
