Config: 
--------------------------------------------
leader L4 of team T2 discovered at 27042.000000 that M52 is in danger (after 3683ms proces-to-process, 1715ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L7 of team T3 discovered at 23612.000000 that M75 is in danger (after 1644ms proces-to-process, 99ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L7 of team T3 discovered at 29483.000000 that M74 is in danger (after 5836ms proces-to-process, 3800ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L7 of team T3 discovered at 31240.000000 that M76 is in danger (after 5960ms proces-to-process, 1740ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L0 of team T0 discovered at 25671.000000 that M11 is in danger (after 2258ms proces-to-process, 745ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 never discovered that M17 is in danger from 28412.
leader L0 of team T0 discovered at 22026.000000 that M10 is in danger (after 2308ms proces-to-process, 1008ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 26382.000000 that M16 is in danger (after 4950ms proces-to-process, 1008ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 discovered at 19212.000000 that M13 is in danger (after 1571ms proces-to-process, 685ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 21050.000000 that M5 is in danger (after 1493ms proces-to-process, 1007ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 27082.000000 that M4 is in danger (after 4950ms proces-to-process, 4550ms node-to-node, 5hops, 1versions (10 first, 11 discovered)
leader L0 of team T0 discovered at 38018.000000 that M7 is in danger (after 8195ms proces-to-process, 6610ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 24857.000000 that M6 is in danger (after 2386ms proces-to-process, 951ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L0 of team T0 never discovered that M1 is in danger from 24844.
leader L0 of team T0 discovered at 22648.000000 that M0 is in danger (after 2010ms proces-to-process, 1153ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 24646.000000 that M3 is in danger (after 5883ms proces-to-process, 4301ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 never discovered that M2 is in danger from 27430.
leader L0 of team T0 discovered at 31697.000000 that M19 is in danger (after 2536ms proces-to-process, 874ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L0 of team T0 discovered at 24240.000000 that M15 is in danger (after 5170ms proces-to-process, 3807ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L0 of team T0 discovered at 27687.000000 that M12 is in danger (after 1350ms proces-to-process, 832ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L0 of team T0 discovered at 34418.000000 that M9 is in danger (after 4060ms proces-to-process, 3778ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L0 of team T0 discovered at 22026.000000 that M8 is in danger (after 4646ms proces-to-process, 4124ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L0 of team T0 discovered at 24857.000000 that M14 is in danger (after 4398ms proces-to-process, 4240ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 27002.000000 that M11 is in danger (after 3589ms proces-to-process, 1523ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 never discovered that M17 is in danger from 28412.
leader L1 of team T0 discovered at 25853.000000 that M10 is in danger (after 6135ms proces-to-process, 5014ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 27002.000000 that M16 is in danger (after 5570ms proces-to-process, 1387ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 discovered at 23759.000000 that M13 is in danger (after 6118ms proces-to-process, 5363ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L1 of team T0 discovered at 43518.000000 that M5 is in danger (after 23961ms proces-to-process, 23658ms node-to-node, 6hops, 11versions (9 first, 20 discovered)
leader L1 of team T0 discovered at 29037.000000 that M4 is in danger (after 6905ms proces-to-process, 6575ms node-to-node, 9hops, 1versions (10 first, 11 discovered)
leader L1 of team T0 discovered at 44416.000000 that M7 is in danger (after 14593ms proces-to-process, 13048ms node-to-node, 5hops, 2versions (14 first, 16 discovered)
leader L1 of team T0 discovered at 27002.000000 that M6 is in danger (after 4531ms proces-to-process, 2941ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L1 of team T0 never discovered that M1 is in danger from 24844.
leader L1 of team T0 discovered at 23759.000000 that M0 is in danger (after 3121ms proces-to-process, 2390ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 discovered at 24969.000000 that M3 is in danger (after 6206ms proces-to-process, 4682ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L1 of team T0 never discovered that M2 is in danger from 27430.
leader L1 of team T0 discovered at 33220.000000 that M19 is in danger (after 4059ms proces-to-process, 2320ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L1 of team T0 discovered at 29037.000000 that M15 is in danger (after 9967ms proces-to-process, 8454ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L1 of team T0 discovered at 29037.000000 that M12 is in danger (after 2700ms proces-to-process, 2178ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L1 of team T0 discovered at 35194.000000 that M9 is in danger (after 4836ms proces-to-process, 4516ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L1 of team T0 discovered at 24969.000000 that M8 is in danger (after 7589ms proces-to-process, 7564ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L1 of team T0 discovered at 24969.000000 that M14 is in danger (after 4510ms proces-to-process, 4417ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L2 of team T1 discovered at 23340.000000 that M32 is in danger (after 2234ms proces-to-process, 1214ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L2 of team T1 discovered at 32655.000000 that M33 is in danger (after 4999ms proces-to-process, 3148ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L2 of team T1 discovered at 33914.000000 that M34 is in danger (after 3590ms proces-to-process, 2348ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 31124.000000 that M28 is in danger (after 6309ms proces-to-process, 3167ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 27651.000000 that M29 is in danger (after 3579ms proces-to-process, 3026ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 37555.000000 that M39 is in danger (after 13962ms proces-to-process, 11770ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L2 of team T1 discovered at 34984.000000 that M24 is in danger (after 4773ms proces-to-process, 956ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L2 of team T1 discovered at 34984.000000 that M25 is in danger (after 6898ms proces-to-process, 4731ms node-to-node, 6hops, 2versions (14 first, 16 discovered)
leader L2 of team T1 discovered at 34984.000000 that M26 is in danger (after 4665ms proces-to-process, 2312ms node-to-node, 5hops, 1versions (14 first, 15 discovered)
leader L2 of team T1 discovered at 26233.000000 that M27 is in danger (after 3407ms proces-to-process, 1615ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L2 of team T1 discovered at 33914.000000 that M20 is in danger (after 5676ms proces-to-process, 3731ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 21789.000000 that M21 is in danger (after 4142ms proces-to-process, 2960ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L2 of team T1 never discovered that M22 is in danger from 19990.
leader L2 of team T1 discovered at 27314.000000 that M23 is in danger (after 587ms proces-to-process, 7ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L2 of team T1 discovered at 21789.000000 that M31 is in danger (after 4128ms proces-to-process, 2786ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L2 of team T1 discovered at 22779.000000 that M36 is in danger (after 7134ms proces-to-process, 4577ms node-to-node, 6hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 discovered at 19880.000000 that M18 is in danger (after 3628ms proces-to-process, 2600ms node-to-node, 2hops, 1versions (7 first, 8 discovered)
leader L2 of team T1 discovered at 32655.000000 that M30 is in danger (after 4275ms proces-to-process, 3053ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L2 of team T1 discovered at 34079.000000 that M35 is in danger (after 6204ms proces-to-process, 2806ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 22731.000000 that M32 is in danger (after 1625ms proces-to-process, 203ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L3 of team T1 discovered at 32286.000000 that M33 is in danger (after 4630ms proces-to-process, 2128ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 32286.000000 that M34 is in danger (after 1962ms proces-to-process, 606ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L3 of team T1 discovered at 31084.000000 that M28 is in danger (after 6269ms proces-to-process, 3933ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 25912.000000 that M29 is in danger (after 1840ms proces-to-process, 1226ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 34281.000000 that M39 is in danger (after 10688ms proces-to-process, 8672ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L3 of team T1 discovered at 37763.000000 that M24 is in danger (after 7552ms proces-to-process, 4414ms node-to-node, 5hops, 0versions (15 first, 15 discovered)
leader L3 of team T1 discovered at 33545.000000 that M25 is in danger (after 5459ms proces-to-process, 2866ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 34281.000000 that M26 is in danger (after 3962ms proces-to-process, 1221ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L3 of team T1 discovered at 25912.000000 that M27 is in danger (after 3086ms proces-to-process, 1004ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L3 of team T1 discovered at 32793.000000 that M20 is in danger (after 4555ms proces-to-process, 2583ms node-to-node, 2hops, 1versions (13 first, 14 discovered)
leader L3 of team T1 discovered at 20920.000000 that M21 is in danger (after 3273ms proces-to-process, 2008ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L3 of team T1 never discovered that M22 is in danger from 19990.
leader L3 of team T1 discovered at 27481.000000 that M23 is in danger (after 754ms proces-to-process, 202ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L3 of team T1 discovered at 21007.000000 that M31 is in danger (after 3346ms proces-to-process, 2130ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L3 of team T1 discovered at 22731.000000 that M36 is in danger (after 7086ms proces-to-process, 4258ms node-to-node, 4hops, 2versions (7 first, 9 discovered)
leader L3 of team T1 discovered at 19800.000000 that M18 is in danger (after 3548ms proces-to-process, 2721ms node-to-node, 3hops, 1versions (7 first, 8 discovered)
leader L3 of team T1 discovered at 29664.000000 that M30 is in danger (after 1284ms proces-to-process, 203ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L3 of team T1 discovered at 32286.000000 that M35 is in danger (after 4411ms proces-to-process, 806ms node-to-node, 2hops, 0versions (14 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=5379.773973, min=286, max=23961, median=4232
Node-2-node response time: avg=3801.465753, min=7, max=23658, median=2720
Hops: avg=4.143836, min=1, max=12, median=4
Process-2-process response time / 1 hop: avg=1435.863014, min=286, max=5960, median=1114
Node-2-node response time / 1 hop: avg=880.089041, min=7, max=4336, median=716
Version difference: avg=0.856164, min=0, max=11, median=0
Ratio of leader discoveries: 146 of 154 (94.805195%)
Ratio of discoveries regardless the number of leaders: 73 of 77 (94.805195%)
